"title","seq","qid","qurl","qlabel","qcountry","qdescr"
"Código Tributário","0","Q10263222","http://www.wikidata.org/entity/Q10263222","Código Tributário Nacional","",""
"Código Tributário","1","Q5796727","http://www.wikidata.org/entity/Q5796727","Código Tributario de Chile","Q298",""
"Código Tributário","2","Q110577594","http://www.wikidata.org/entity/Q110577594","Código Tributario del Perú","Q419",""
"Código Tributário Municipal","","","","","",""
"Código Tributário Nacional","0","Q10263222","http://www.wikidata.org/entity/Q10263222","Código Tributário Nacional","",""
"Código Tributável de Minas Gerais","","","","","",""
"COFINS","","","","","",""
"Cofins","","","","","",""
"Cohebe","","","","","",""
"Comissão Econômica para a América Latina e Caribe","","","","","",""
"Concessão de Benefícios","","","","","",""
"Concessão de Câmbio Oficial","","","","","",""
"Concessões de Benefícios Previdenciários","","","","","",""
"Concurso Nacional de Experiências Inovadoras de Gestão","","","","","",""
"Consad","0","Q586787","http://www.wikidata.org/entity/Q586787","Hokkaido Consadole Sapporo","Q17","Japanese football club"
"Consad","1","Q101014260","http://www.wikidata.org/entity/Q101014260","Consadori","","family name"
"Consad","2","Q1134434","http://www.wikidata.org/entity/Q1134434","7777 Consadole","","asteroid"
"Conselho de Desenvolvimento Econômico e Social","0","Q18480457","http://www.wikidata.org/entity/Q18480457","Conselho de Desenvolvimento Econômico e Social","Q155","Brazil"
"Consenso de Washington","0","Q948495","http://www.wikidata.org/entity/Q948495","Washington Consensus","","broad set of economic policies commonly prescribed by institutions based in Washington D.C. such as the International Monetary Fund (IMF) and World Bank"
"CONSOLIDAÇÃO DAS LEIS DO TRABALHO","0","Q5163323","http://www.wikidata.org/entity/Q5163323","Consolidation of Labor Laws","Q155","decree which governs labor relations in Brazil"
"Consórcio de Segurança Alimentar e Desenvolvimento Local","","","","","",""
"Constituicão","0","Q7755","http://www.wikidata.org/entity/Q7755","constitution","","set of fundamental principles or established precedents according to which a state or other organization is governed"
"Constituicão","1","Q3497659","http://www.wikidata.org/entity/Q3497659","articles of association","","company document"
"Constituicão","2","Q11698","http://www.wikidata.org/entity/Q11698","United States Constitution","Q30","supreme law of the United States of America since 1788"
"Constituição de 1824","0","Q2995067","http://www.wikidata.org/entity/Q2995067","Brazilian Constitution of 1824","Q217230",""
"Constituição de 1891","0","Q16143192","http://www.wikidata.org/entity/Q16143192","Brazilian Constitution of 1891","Q155",""
"Constituição de 1934","","","","","",""
"Constituição de 1937","","","","","",""
"Constituição de 1946","0","Q18481008","http://www.wikidata.org/entity/Q18481008","Brazilian Constitution of 1946","Q155",""
"Constituição de 1967","0","Q9855839","http://www.wikidata.org/entity/Q9855839","Brazilian Constitution of 1967","Q155",""
"Constituição de 1969","","","","","",""
"Constituição de 1988","0","Q2386422","http://www.wikidata.org/entity/Q2386422","Constitution of Brazil","Q155","national Constitution, created 1988"
"Constituição de 1988","1","Q97449732","http://www.wikidata.org/entity/Q97449732","Constituição de 1988 garantiu autonomia do Ministério Público, diz PGR","",""
"Constituição do Brasil","0","Q2386422","http://www.wikidata.org/entity/Q2386422","Constitution of Brazil","Q155","national Constitution, created 1988"
"Constituição do Brasil","1","Q18481000","http://www.wikidata.org/entity/Q18481000","Brazilian Constitution of 1934","Q155","Brazilian statute between 1934-1937"
"Constituição do Brasil","2","Q18481006","http://www.wikidata.org/entity/Q18481006","Brazilian Constitution of 1937","Q155",""
"Constituição Estadual","","","","","",""
"Constituição Federal","0","Q30921","http://www.wikidata.org/entity/Q30921","Swiss Federal Constitution","Q39","constitution of the Swiss Confederation"
"Constituição Federal","1","Q2386422","http://www.wikidata.org/entity/Q2386422","Constitution of Brazil","Q155","national Constitution, created 1988"
"Constituição Federal","2","Q1009194","http://www.wikidata.org/entity/Q1009194","Federal Constitution of the United Mexican States of 1857 conservadora","","constitution más famosa de los conservadores"
"Constituição Provisória","","","","","",""
"Constituição Provisória sobre Movimentações Financeiras","","","","","",""
"Constituição Republicana","","","","","",""
"Conta de Consumo de Combustível","","","","","",""
"Conta de Desenvolvimento Energético","0","Q9856866","http://www.wikidata.org/entity/Q9856866","Conta de Desenvolvimento Energético","Q155",""
"Contas Econômicas Integradas","","","","","",""
"Contribução Provisória","","","","","",""
"Contribuição de Intervenção","","","","","",""
"Contribuição de Melhoria","0","Q9859384","http://www.wikidata.org/entity/Q9859384","Special assessment tax","Q155","U.S. tax on real estate for public projects"
"Contribuição Excepcional","0","Q16668548","http://www.wikidata.org/entity/Q16668548","Contribuição excepcional para o cinema","",""
"Contribuição Financeira","","","","","",""
"Contribuição para o Financiamento da Seguridade Social","0","Q18481381","http://www.wikidata.org/entity/Q18481381","Contribuição para o Financiamento da Seguridade Social","Q155",""
"Contribuição Permanente","","","","","",""
"Contribuição Provisória","0","Q20053507","http://www.wikidata.org/entity/Q20053507","Contribuição Provisória sobre Movimentação Financeira","Q155",""
"Contribuição Provisória de Movimentação Financeira","","","","","",""
"Contribuição Provisória Sobre Movimentação Financeira","0","Q20053507","http://www.wikidata.org/entity/Q20053507","Contribuição Provisória sobre Movimentação Financeira","Q155",""
"Contribuição Social","0","Q9859314","http://www.wikidata.org/entity/Q9859314","Contribuição Social","Q155",""
"Contribuição Social","1","Q9859353","http://www.wikidata.org/entity/Q9859353","Contribuição Social sobre o Lucro Líquido","Q155",""
"Contribuição Social","2","Q18481394","http://www.wikidata.org/entity/Q18481394","Contribuição Social para a Saúde","Q155",""
"Contribuição Social da Saúde","","","","","",""
"Contribuição Social sobre o Lucro Líquido","0","Q9859353","http://www.wikidata.org/entity/Q9859353","Contribuição Social sobre o Lucro Líquido","Q155",""
"Contribuições das Microempresas","","","","","",""
"Contribuições de Intervenção","0","Q18481400","http://www.wikidata.org/entity/Q18481400","Contribuições de Intervenção no Domínio Econômico","Q155",""
"Convenção das Nações Unidas de Combate à Desertificação nos Países Afetados por Seca Grave e / ou Desertificação","","","","","",""
"Convenção Nacional de Estatística","","","","","",""
"Convenção nº 107","","","","","",""
"Convênio de Crédito Recíproco","","","","","",""
"Convênio de Taubaté","0","Q18462090","http://www.wikidata.org/entity/Q18462090","Taubaté Agreement","Q155","1906 treaty"
"Convênio Internacional do Café","","","","","",""
"Cooperação Agrícola","","","","","",""
"Cooperação Amazônica","","","","","",""
"Cooperação Científica","","","","","",""
"Cooperação Comercial","","","","","",""
"Cooperação de Longo Prazo","","","","","",""
"Cooperação do Exército","","","","","",""
"Cooperação Econômica","0","Q170481","http://www.wikidata.org/entity/Q170481","Asia-Pacific Economic Cooperation","Q334","international economic forum"
"Cooperação Econômica e Técnica Internacional","","","","","",""
"Cooperação Econômica Européia","","","","","",""
"Cooperação Econômica Internacional","","","","","",""
"Cooperação Espacial","","","","","",""
"Cooperação Intelectual","","","","","",""
"Cooperação Intermunicipal","","","","","",""
"Cooperação Internacional","0","Q9378718","http://www.wikidata.org/entity/Q9378718","international cooperation","","group interaction across various nations in the pursuit of common goals or interests"
"Cooperação Internacional","1","Q865909","http://www.wikidata.org/entity/Q865909","development aid","","programs designed to improve the political, economic and social situation in developing countries"
"Cooperação Internacional","2","Q2996599","http://www.wikidata.org/entity/Q2996599","cooperação internacional policial","",""
"Cooperação Internacional da Secretaria de Planejamento","","","","","",""
"Cooperação no trabalho intelectual","","","","","",""
"Cooperação Regional de Autoridades Marítimas","","","","","",""
"Cooperação sul-sul","0","Q210519","http://www.wikidata.org/entity/Q210519","South-South cooperation","","geopolitical concept"
"Cooperação sul-sul","1","Q58159565","http://www.wikidata.org/entity/Q58159565","COOPERAÇÃO SUL-SUL EM EDUCAÇÃO E RELAÇÕES BRASIL-PALOP","",""
"Cooperação Técnica Internacional","","","","","",""
"Cooperação Transfronteiriça","","","","","",""
"CSLL","0","Q9859353","http://www.wikidata.org/entity/Q9859353","CSLL","Q155",""
"Decreto Federal","0","Q66823364","http://www.wikidata.org/entity/Q66823364","Decree No. 9,356, of April 26, 2018","Q155",""
"Decreto Federal","1","Q63700624","http://www.wikidata.org/entity/Q63700624","Decreto Federal do Brasil 9785 de 2019","Q155",""
"Decreto Federal","2","Q19535856","http://www.wikidata.org/entity/Q19535856","Decreto Federal do Brasil 119-A de 1889","Q155",""
"Decreto n° 9.853","","","","","",""
"Decreto Presidencial","0","Q66974930","http://www.wikidata.org/entity/Q66974930","Brazilian presidential decree","Q155","Presidential Decree of the Federative Republic of Brazil"
"Decreto Presidencial","1","Q3704598","http://www.wikidata.org/entity/Q3704598","decreto del presidente della Repubblica","Q38","act enacted by the president of Italian Republic"
"Decreto Presidencial","2","Q63700624","http://www.wikidata.org/entity/Q63700624","Decreto Presidencial nº 9.785/2019","Q155",""
"Decreto-Lei","0","Q6453643","http://www.wikidata.org/entity/Q6453643","decree law","",""
"Decreto-Lei","1","Q108063437","http://www.wikidata.org/entity/Q108063437","Decree-Law 42536 of September 28, 1959","Q45","promulgates amendments to the Administrative Code, approved by Decree-Law No. 31095 of December 31, 1940"
"Decreto-Lei","2","Q108045630","http://www.wikidata.org/entity/Q108045630","Decreto-Lei nº 142/2008","","environmental legislation of Portugal"
"Desoneração Tributária do Transporte","","","","","",""
"Desvinculação das Receitas da União","","","","","",""
"Desvinculação de Receitas da União","0","Q10265730","http://www.wikidata.org/entity/Q10265730","Desvinculação de Receitas da União","Q155",""
"Desvinculação de Recursos da União","","","","","",""
"Desvinculação dos Recursos Orçamentários","","","","","",""
"Diretrizes Curriculares","","","","","",""
"Diretrizes da nova política do Brasil","","","","","",""
"Diretrizes de Governo","","","","","",""
"Diretrizes gerais do Programa Nacional de Desburocratização","","","","","",""
"Disposições Especiais","","","","","",""
"Disposições Transitórias","","","","","",""
"Disposições Transitórias da Constituição","","","","","",""
"Emenda Acióli Filho","","","","","",""
"Emenda Calmon","","","","","",""
"Emenda Cconstitucional","","","","","",""
"Emenda Constitucional","0","Q53463","http://www.wikidata.org/entity/Q53463","constitutional amendment","","formal change to the text of the written constitution of a nation or state"
"Emenda Constitucional","1","Q13624481","http://www.wikidata.org/entity/Q13624481","Constitutional Amendment 72 to the Brazilian Constitution of 1988","","Brazilian 2013 law regarding domestic workers's conditions"
"Emenda Constitucional","2","Q28679917","http://www.wikidata.org/entity/Q28679917","Emenda Constitucional do Teto dos Gastos Públicos","",""
"Emenda Constitucional Calmon","","","","","",""
"Emenda Constitucional Dante de Oliveira","0","Q10272366","http://www.wikidata.org/entity/Q10272366","Emenda Constitucional Dante de Oliveira","Q155",""
"Emenda Constitucional de Revisão","","","","","",""
"Emenda Constitucional de Revisão","","","","","",""
"Emenda Constitucional N.o","0","Q13624481","http://www.wikidata.org/entity/Q13624481","Constitutional Amendment 72 to the Brazilian Constitution of 1988","","Brazilian 2013 law regarding domestic workers's conditions"
"Emenda Constitucional N.o","1","Q28679917","http://www.wikidata.org/entity/Q28679917","Emenda Constitucional do Teto dos Gastos Públicos","",""
"Emenda Constitucional N.o","2","Q61001375","http://www.wikidata.org/entity/Q61001375","Emenda Constitucional n.º 78 à Constituição brasileira de 1988","Q155",""
"Emenda Constucional","","","","","",""
"Emenda da Reeleição","","","","","",""
"Emenda Dante de Oliveira","0","Q10272366","http://www.wikidata.org/entity/Q10272366","Emenda Dante de Oliveira","Q155",""
"Emenda Hickenlooper","","","","","",""
"Emenda Martinez","","","","","",""
"Emendas da Comissão da Organização Eleitoral","","","","","",""
"Empreender-JP","","","","","",""
"Enade","0","Q10278586","http://www.wikidata.org/entity/Q10278586","Enade","Q155",""
"Enade","1","Q19771260","http://www.wikidata.org/entity/Q19771260","Enade: estudantes põem em dúvida eficácia da prova na qualificação dos cursos","","Wikinews article"
"Enade","2","Q97450535","http://www.wikidata.org/entity/Q97450535","Enade será realizado no domingo; locais de prova já podem ser consultados","","Wikinews article"
"Enem","0","Q5419278","http://www.wikidata.org/entity/Q5419278","Exame Nacional do Ensino Médio","Q155","Brazilian standardized test for higher learning admission"
"Enem","1","Q25894075","http://www.wikidata.org/entity/Q25894075","Enem","Q252","village in Mappi Regency, South Papua, Indonesia"
"Enem","2","Q1341134","http://www.wikidata.org/entity/Q1341134","Enem","Q159","human settlement in Takhtamukaysky District, Republic of Adygea, Russia"
"Erradicação da Pobreza","","","","","",""
"Erradicação do Trabalho Escravo","","","","","",""
"Erradicação do Trabalho Infantil","","","","","",""
"Esquema Aranha","","","","","",""
"Estatuto da Cidade","0","Q5123449","http://www.wikidata.org/entity/Q5123449","City Statute","Q155","Brazilian federal law 10.257"
"Estatuto da Criança e do Adolescente","0","Q10275512","http://www.wikidata.org/entity/Q10275512","Child and Adolescent Statute","Q155",""
"Estatuto da Igualdade Racial","0","Q10275513","http://www.wikidata.org/entity/Q10275513","Estatuto da Igualdade Racial","Q155",""
"Estatuto da Lavoura Canavieira","","","","","",""
"Estatuto da Magistratura","","","","","",""
"Estatuto da Microempresa","","","","","",""
"Estatuto da Mulher","","","","","",""
"Estatuto da Mulher Casada","","","","","",""
"Estatuto da Pessoa com Deficiência","0","Q25442498","http://www.wikidata.org/entity/Q25442498","Law No. 13146 of July 6, 2015","Q155","Brazilian law"
"Estatuto da Terra","0","Q10275514","http://www.wikidata.org/entity/Q10275514","Estatuto da Terra","",""
"Estatuto das Cidades","0","Q5123449","http://www.wikidata.org/entity/Q5123449","City Statute","Q155","Brazilian federal law 10.257"
"Estatuto das Sociedades Indígenas","","","","","",""
"Estatuto das Universidades Brasileiras","","","","","",""
"Estatuto do Desarmamento","0","Q10275516","http://www.wikidata.org/entity/Q10275516","Estatuto do Desarmamento","Q29",""
"Estatuto do Desporto e no Congresso Nacional","","","","","",""
"Estatuto do Distrito Federal","","","","","",""
"Estatuto do Estrangeiro","","","","","",""
"Estatuto do Funcionalismo","","","","","",""
"Estatuto do Funcionalismo Municipal","","","","","",""
"Estatuto do Idoso","0","Q10275519","http://www.wikidata.org/entity/Q10275519","Estatuto do idoso","Q155",""
"Estatuto do Índio","0","Q899321","http://www.wikidata.org/entity/Q899321","Estatuto do Índio","Q155",""
"Estatuto do Jornalista","","","","","",""
"Estatuto do Magistério Superior","","","","","",""
"Estatuto do Menor e do Adolescente","","","","","",""
"Estatuto do Ministério Público da União","","","","","",""
"Estatuto do Nascituro","0","Q10275515","http://www.wikidata.org/entity/Q10275515","Estatuto do Nascituro","",""
"Estatuto do Penitenciário","","","","","",""
"Estatuto do Petróleo","0","Q10275522","http://www.wikidata.org/entity/Q10275522","Estatuto do petróleo (Brasil)","Q155",""
"Estatuto do Portador de Necessidades Especiais","","","","","",""
"Estatuto do PSOL","","","","","",""
"Estatuto do Torcedor","0","Q10275517","http://www.wikidata.org/entity/Q10275517","Estatuto do Torcedor","Q155",""
"Estatuto do Trabalhador Rural","","","","","",""
"Estatuto dos Cassados","","","","","",""
"Estatuto dos Cassados Políticos","","","","","",""
"Estatuto dos Estrangeiros","","","","","",""
"Estatuto dos Funcionários","","","","","",""
"Estatuto dos Funcionários Públicos","","","","","",""
"Estatuto dos Militares","","","","","",""
"Estatuto dos Portadores de Deficiência","","","","","",""
"Estatuto dos Portugueses no Brasil","","","","","",""
"Estatuto dos Servidores Judiciários","","","","","",""
"Estatuto Internacional do Mestre","","","","","",""
"Estatuto Nacional dos Partidos Políticos","","","","","",""
"Estatuto Racial","","","","","",""
"Estudo do Desenvolvimento Econômico e Social","","","","","",""
"Estudos de Solos Tecnologia dos Materiais Ltda","","","","","",""
"Estudos Econômicos da Fundação Brasil Central","","","","","",""
"Exame Nacional de Cursos","0","Q10278586","http://www.wikidata.org/entity/Q10278586","Exame Nacional de Cursos","Q155",""
"Exame Nacional de Desempenho dos Estudantes","0","Q10278586","http://www.wikidata.org/entity/Q10278586","Exame nacional de desempenho dos estudantes","Q155",""
"Exame Nacional do Ensino Médio","0","Q5419278","http://www.wikidata.org/entity/Q5419278","Exame Nacional do Ensino Médio","Q155","Brazilian standardized test for higher learning admission"
"Exame Nacional do Ensino Médio","0","Q5419278","http://www.wikidata.org/entity/Q5419278","Exame Nacional do Ensino Médio","Q155","Brazilian standardized test for higher learning admission"
"Favela-Bairro","0","Q1398893","http://www.wikidata.org/entity/Q1398893","Favela-Bairro","Q155","urbanization program in Rio de Janeiro, Brazil"
"FGTS","0","Q10286479","http://www.wikidata.org/entity/Q10286479","Fundo de Garantia do Tempo de Serviço","Q155","Brazilian government fund to support laid off workers"
"FGTS","1","Q320033","http://www.wikidata.org/entity/Q320033","severance package","","pay and benefits an employee receives from their employer upon dismissal or layoff"
"Ficha Limpa","0","Q5446506","http://www.wikidata.org/entity/Q5446506","Ficha Limpa","Q155","Brazilian electoral law"
"FIES","0","Q10286475","http://www.wikidata.org/entity/Q10286475","Fundo de Financiamento ao Estudante do Ensino Superior","Q155",""
"FIES","1","Q14690392","http://www.wikidata.org/entity/Q14690392","Fies","Q30","unincorporated community in Hopkins County, Kentucky"
"FIES","2","Q37546286","http://www.wikidata.org/entity/Q37546286","Fies","","family name"
"Financiamento à Pequena e Média Empresa","","","","","",""
"Financiamento da Seguridade Social","","","","","",""
"Financiamento Estudantil","","","","","",""
"Fipeme","","","","","",""
"Fixação da Aposentadoria","","","","","",""
"Fixação de Forças","","","","","",""
"Fixação do Salário Mínimo","","","","","",""
"Fome Zero","0","Q582496","http://www.wikidata.org/entity/Q582496","Fome Zero","Q155","program intended to eradicate hunger and extreme poverty in Brazil"
"Fomento Agrícola","","","","","",""
"Fomento Agrícola Federal","","","","","",""
"Fórmula Jobim","","","","","",""
"Fórmula Levi Carneiro","","","","","",""
"Fórmula Mineira","","","","","",""
"Fórmula Pilla","","","","","",""
"Fórmula Pilla-Santos","","","","","",""
"Fórmula Simões Lopes","","","","","",""
"Formulação da Nacionalidade Brasileira","","","","","",""
"Formulação de Novas Medidas de Cooperação Econômica","","","","","",""
"Fundo Africano de Desenvolvimento","","","","","",""
"Fundo Clima","","","","","",""
"Fundo Constitucional","0","Q10286465","http://www.wikidata.org/entity/Q10286465","Constitutional Fund for Financing of the Northeast","Q155","Brazilian government fund"
"Fundo das Nações","0","Q740308","http://www.wikidata.org/entity/Q740308","UNICEF","","specialised agency of United Nations"
"Fundo das Nações","1","Q19771358","http://www.wikidata.org/entity/Q19771358","Fundo das Nações Unidas só tem US$ 100 mil para combater ebola","","Wikinews article"
"Fundo de Amparo","0","Q10286472","http://www.wikidata.org/entity/Q10286472","Worker's Support Fund","Q155","Brazilian government fund"
"Fundo de Amparo do Trabalhador","","","","","",""
"Fundo de Aposentadoria Programada Individual","","","","","",""
"Fundo de Assistência","","","","","",""
"Fundo de Assistência Parlamentar","","","","","",""
"Fundo de Assistência Social","","","","","",""
"Fundo de Compensação de Variações Salariais","0","Q10286473","http://www.wikidata.org/entity/Q10286473","Fundo de Compensação de Variações Salariais","Q155",""
"Fundo de Construção da Cidade Universitária","","","","","",""
"Fundo de Desenvolvimento da Amazônia","","","","","",""
"Fundo de Desenvolvimento do Nordeste","","","","","",""
"Fundo de Desenvolvimento Econômico","","","","","",""
"Fundo de Desenvolvimento Social","","","","","",""
"Fundo de Eletrificação","","","","","",""
"Fundo de Estabilidade Fiscal","","","","","",""
"Fundo de Estabilizacão Fiscal","","","","","",""
"Fundo de Estabilização Fiscal","","","","","",""
"Fundo de Garantia","0","Q10286479","http://www.wikidata.org/entity/Q10286479","Fundo de Garantia do Tempo de Serviço","Q155","Brazilian government fund to support laid off workers"
"Fundo de Garantia","1","Q10286476","http://www.wikidata.org/entity/Q10286476","Fundo de Garantia de Depósitos","Q45",""
"Fundo de Garantia","2","Q320033","http://www.wikidata.org/entity/Q320033","severance package","","pay and benefits an employee receives from their employer upon dismissal or layoff"
"FUNDO DE GARANTIA DO TEMPO DE SERVIÇO","0","Q10286479","http://www.wikidata.org/entity/Q10286479","Fundo de Garantia do Tempo de Serviço","Q155","Brazilian government fund to support laid off workers"
"FUNDO DE GARANTIA DO TEMPO DE SERVIÇO","1","Q320033","http://www.wikidata.org/entity/Q320033","severance package","","pay and benefits an employee receives from their employer upon dismissal or layoff"
"Fundo de Investimento Cultural","","","","","",""
"Fundo de Investimento do Nordeste","0","Q105529307","http://www.wikidata.org/entity/Q105529307","Fundo de Investimento do Nordeste","Q155",""
"Fundo de Investimento Social","","","","","",""
"Fundo de Investimentos","0","Q105529307","http://www.wikidata.org/entity/Q105529307","Fundo de Investimentos do Nordeste","Q155",""
"Fundo de Investimentos de Crédito Produtivo e Popular","","","","","",""
"Fundo de Investimentos do Nordeste","0","Q105529307","http://www.wikidata.org/entity/Q105529307","Fundo de Investimentos do Nordeste","Q155",""
"Fundo de Marinha Mercante","","","","","",""
"Fundo de Participação","0","Q10286484","http://www.wikidata.org/entity/Q10286484","Fundo de Participação dos Municípios","Q155",""
"Fundo de Participação","1","Q10286482","http://www.wikidata.org/entity/Q10286482","Fundo de Participação de Estados e Distrito Federal","Q155",""
"Fundo de Participação dos Estados","","","","","",""
"Fundo de Participação dos Municípios","0","Q10286484","http://www.wikidata.org/entity/Q10286484","Fundo de Participação dos Municípios","Q155",""
"Fundo de Pensão","0","Q182103","http://www.wikidata.org/entity/Q182103","pension fund","","plan, fund, or scheme which provides retirement income"
"Fundo de Reaparelhamento Econômico","","","","","",""
"Fundo de Universalização dos Serviços de Telecomunicações","0","Q18479724","http://www.wikidata.org/entity/Q18479724","Fundo de Universalização dos Serviços de Telecomunicações","Q155",""
"Fundo dos Ágios","","","","","",""
"Fundo Especial","0","Q61001080","http://www.wikidata.org/entity/Q61001080","Fundo Especial de Financiamento de Campanha","Q155",""
"Fundo Estadual de Construções Escolares","","","","","",""
"Fundo Estadual de Previdência do Parlamentar","","","","","",""
"Fundo Federal de Eletrificação","","","","","",""
"Fundo Geral de Turismo","","","","","",""
"Fundo Imobiliário","","","","","",""
"Fundo Internacional de Emergência","","","","","",""
"Fundo Internacional para a Promoção da Cultura","","","","","",""
"Fundo Monetário Internacional","0","Q7804","http://www.wikidata.org/entity/Q7804","International Monetary Fund","Q30","international organisation"
"Fundo Monetário Nacional","","","","","",""
"Fundo Multilateral de Investimento","","","","","",""
"Fundo Municipal de Telefones","","","","","",""
"Fundo Mútuo de Privatização","","","","","",""
"Fundo Nacional","0","Q333515","http://www.wikidata.org/entity/Q333515","National Trust","Q145","conservation organization in England, Wales and Northern Ireland"
"Fundo Nacional","1","Q478050","http://www.wikidata.org/entity/Q478050","US National Endowment for the Humanities","Q30","foundation"
"Fundo Nacional","2","Q1967116","http://www.wikidata.org/entity/Q1967116","National Endowment for the Arts","Q30","independent agency of the United States federal government"
"Fundo Nacional de Cultura","","","","","",""
"Fundo Nacional de Desenvolvimento","0","Q10286468","http://www.wikidata.org/entity/Q10286468","Fundo Nacional de Desenvolvimento da Educação","Q155","Brazil"
"Fundo Nacional de Desenvolvimento","1","Q111917825","http://www.wikidata.org/entity/Q111917825","National Fund for Scientific and Technological Development","Q155","government agency of Brazil"
"Fundo Nacional de Desenvolvimento da Educação","0","Q10286468","http://www.wikidata.org/entity/Q10286468","Fundo Nacional de Desenvolvimento da Educação","Q155","Brazil"
"Fundo Nacional de Desenvolvimento da Educação Básica","","","","","",""
"Fundo Nacional de Desenvolvimento do Semiárido","","","","","",""
"Fundo Nacional de Desenvolvimento Florestal","","","","","",""
"Fundo Nacional de Desenvolvimento Regional","","","","","",""
"Fundo Nacional de Desestatização","","","","","",""
"Fundo Nacional de Saúde","0","Q106545442","http://www.wikidata.org/entity/Q106545442","Fundo Nacional de Saúde","Q155",""
"Fundo Nacional de Telecomunicações","","","","","",""
"Fundo Ouro de Ações","","","","","",""
"Fundo para a Revitalização Hidroambiental e o Desenvolvimento Sustentável da Bacia do Rio São Francisco","","","","","",""
"Fundo Soberano do Brasil","0","Q7571596","http://www.wikidata.org/entity/Q7571596","Sovereign Fund of Brazil","Q155","sovereign wealth fund of Brazil"
"Fundo Social de Emegência","","","","","",""
"Fundo Social de Emergência","","","","","",""
"Fundos de Investimento","","","","","",""
"Fundos Marinhos","","","","","",""
"Fundos Multimercado","","","","","",""
"Fundos Mútuos de Participação","","","","","",""
"Fundos Setoriais de Desenvolvimento Científico","","","","","",""
"Garantia da Constituição","","","","","",""
"Garantia das Instituições","","","","","",""
"Garantias do Homem","","","","","",""
"Geicon","","","","","",""
"General Agreement on Tariffs and Trade","0","Q194284","http://www.wikidata.org/entity/Q194284","General Agreement on Tariffs and Trade","","multilateral agreement regulating international trade"
"General Agreement on Tariffs and Trade","1","Q115107549","http://www.wikidata.org/entity/Q115107549","General agreement on tariffs and trade","","scientific article published in 1988"
"General Agreement on Tariffs and Trade","2","Q100578020","http://www.wikidata.org/entity/Q100578020","General Agreement on Tariffs and Trade (Designation and Immunities) Order, 1994","Q27","Irish Statutory Instrument S.I. No. 465/1994"
"Gratuidade da Prestação de Serviços e Saúde","","","","","",""
"ICMS","0","Q10301581","http://www.wikidata.org/entity/Q10301581","ICMS","Q155",""
"ICMS","1","Q30263814","http://www.wikidata.org/entity/Q30263814","Institute of Materials Science of Seville","Q29","facility in Seville, Spain"
"ICMS","2","Q45921994","http://www.wikidata.org/entity/Q45921994","Innovations in Corrosion and Materials Science","Q29999","scientific journal"
"IDH","0","Q38994","http://www.wikidata.org/entity/Q38994","Human Development Index","","composite statistic of life expectancy, education, and income indices"
"IDH","1","Q261968","http://www.wikidata.org/entity/Q261968","isocitrate dehydrogenase","","class of enzymes"
"IDH","2","Q9003976","http://www.wikidata.org/entity/Q9003976","Intermediate Disturbance Hypothesis","","hypothesis in ecology"
"Iedes","0","Q3151949","http://www.wikidata.org/entity/Q3151949","Institute for the Study of Economic and Social Development","Q142",""
"Imposto de Renda da Pessoa Jurídica","","","","","",""
"Imposto Predial e Territorial Urbano","0","Q1057250","http://www.wikidata.org/entity/Q1057250","land value tax","","levy on the unimproved value of land"
"Imposto Predial Territorial Urbano e Rural","","","","","",""
"Imposto sobre Circulação de Mercadorias e Prestação de Serviços","","","","","",""
"Imposto Territorial Rural","0","Q10301593","http://www.wikidata.org/entity/Q10301593","Imposto territorial rural","Q155",""
"Incentivo à Adoção de Regras de Governança Corporativa","","","","","",""
"Indice de Desenvolvimento Humano","0","Q38994","http://www.wikidata.org/entity/Q38994","Human Development Index","","composite statistic of life expectancy, education, and income indices"
"Indice de Desenvolvimento Humano","1","Q105841518","http://www.wikidata.org/entity/Q105841518","Índice de Desenvolvimento Humano Municipal","",""
"Índice Geral de Preços","0","Q17947714","http://www.wikidata.org/entity/Q17947714","Índice Geral de Preços recua para 0,45% em abril","","Wikinews article"
"IOF","0","Q58967","http://www.wikidata.org/entity/Q58967","Israel Defense Forces","Q801","combined military forces of Israel"
"IOF","1","Q59445465","http://www.wikidata.org/entity/Q59445465","Oscar Freire Institute","Q155",""
"IOF","2","Q10301588","http://www.wikidata.org/entity/Q10301588","IOF","Q155",""
"IPTU","0","Q1057250","http://www.wikidata.org/entity/Q1057250","land value tax","","levy on the unimproved value of land"
"IPTU","1","Q48854785","http://www.wikidata.org/entity/Q48854785","IPTU","Q155",""
"IPTU","2","Q97619302","http://www.wikidata.org/entity/Q97619302","Iptuci","Q29",""
"ITR","0","Q941","http://www.wikidata.org/entity/Q941","yttrium","","chemical element with symbol Y and atomic number 39"
"ITR","1","Q10301593","http://www.wikidata.org/entity/Q10301593","ITR","Q155",""
"ITR","2","Q411229","http://www.wikidata.org/entity/Q411229","itraconazole","","group of stereoisomers"
"LEASE","0","Q36884510","http://www.wikidata.org/entity/Q36884510","Lease","","family name"
"LEASE","1","Q18614416","http://www.wikidata.org/entity/Q18614416","Lease","","616th strip of the webcomic xkcd"
"LEASE","2","Q192899","http://www.wikidata.org/entity/Q192899","finance lease","","financial product"
"Lei","0","Q820655","http://www.wikidata.org/entity/Q820655","statute","","formal written document that creates law, including acts, executive orders, and by-laws"
"Lei","1","Q49371","http://www.wikidata.org/entity/Q49371","legislation","","the process or product of enrolling, enacting, or promulgating law by a legislature, parliament, or analogous governing body"
