"title","seq","qid","qurl","qlabel","qcountry","qdescr"
"Lei","2","Q2168308","http://www.wikidata.org/entity/Q2168308","Lei","","Chinese family name (雷)"
"Lei 4320","","","","","",""
"Lei Agrária","0","Q341744","http://www.wikidata.org/entity/Q341744","Agrarian law","",""
"Lei Agrária Nacional","","","","","",""
"Lei Antigreve","","","","","",""
"Lei Antitruste","0","Q326498","http://www.wikidata.org/entity/Q326498","competition law","","law that promotes or seeks to maintain market competition by regulating anti-competitive conduct by companies"
"Lei Antitruste","1","Q3277149","http://www.wikidata.org/entity/Q3277149","United States antitrust law","","collection of federal and state government laws, which regulates the conduct and organization of business corporations, generally to promote fair competition for the benefit of consumers"
"Lei Antitruste","2","Q4775343","http://www.wikidata.org/entity/Q4775343","Antitrust Act","","Wikimedia disambiguation page"
"Lei Calógeras","","","","","",""
"Lei Camata","","","","","",""
"Lei Caó","0","Q258545","http://www.wikidata.org/entity/Q258545","Cao Lei","","weightlifter"
"Lei Caó","1","Q60991919","http://www.wikidata.org/entity/Q60991919","Lei Cao","","researcher (materials)"
"Lei Caó","2","Q90723823","http://www.wikidata.org/entity/Q90723823","Lei Cao","","researcher (ORCID 0000-0002-9676-7366)"
"Lei Celerada","0","Q10316954","http://www.wikidata.org/entity/Q10316954","Lei celerada","Q155",""
"Lei Complementar","0","Q10316956","http://www.wikidata.org/entity/Q10316956","Supplementary Law","Q155",""
"Lei Complementar","1","Q19556951","http://www.wikidata.org/entity/Q19556951","Lei Complementar Federal do Brasil 14 de 1973","Q155",""
"Lei Complementar","2","Q19553114","http://www.wikidata.org/entity/Q19553114","Lei complementar estadual da Bahia 32 de 2009","Q155",""
"Lei Complementar","0","Q10316956","http://www.wikidata.org/entity/Q10316956","Supplementary Law","Q155",""
"Lei Complementar","1","Q19556951","http://www.wikidata.org/entity/Q19556951","Lei Complementar Federal do Brasil 14 de 1973","Q155",""
"Lei Complementar","2","Q19553114","http://www.wikidata.org/entity/Q19553114","Lei complementar estadual da Bahia 32 de 2009","Q155",""
"Lei Constitucional","0","Q106377163","http://www.wikidata.org/entity/Q106377163","Lei Constitucional","","law that is ennacted or sanctioned in accordance to the Constitution"
"Lei Constitucional","0","Q106377163","http://www.wikidata.org/entity/Q106377163","Lei Constitucional","","law that is ennacted or sanctioned in accordance to the Constitution"
"Lei da Anistia","0","Q10316962","http://www.wikidata.org/entity/Q10316962","Law No. 6683 of August 28, 1979","Q155","Brazilian law"
"Lei da Magistratura","","","","","",""
"Lei da Mordaça","0","Q28677742","http://www.wikidata.org/entity/Q28677742","Escola sem Partido","Q155",""
"Lei da Mordaça","1","Q2657662","http://www.wikidata.org/entity/Q2657662","Gag Law","","an act passed in 1948 to suppress the independence movement in Puerto Rico"
"Lei da Reforma Agrária","","","","","",""
"Lei da Reforma Bancária","","","","","",""
"Lei da Reforma Monetária","","","","","",""
"Lei da Reforma Universitária","","","","","",""
"Lei da Remessa de Lucros","","","","","",""
"Lei da Reserva Compulsória","","","","","",""
"Lei da Usura","0","Q10316966","http://www.wikidata.org/entity/Q10316966","Lei da usura","Q155",""
"Lei da Vacinação Obrigatória","","","","","",""
"Lei das Contravenções","","","","","",""
"Lei das Contravenções Penais","","","","","",""
"Lei das Inelegibilidades","","","","","",""
"Lei das S/As","","","","","",""
"Lei das Sociedades Anônimas","","","","","",""
"Lei das Sociedades por Ações","0","Q10316972","http://www.wikidata.org/entity/Q10316972","Law No. 6404 of December 15, 1976","Q155","Brazilian law"
"Lei das Tarifas","","","","","",""
"Lei das Telecomunicações","","","","","",""
"Lei de Acesso à Informação","0","Q18470527","http://www.wikidata.org/entity/Q18470527","Access to Information Law","Q155","Brazilian law"
"Lei de Acidentes do Trabalho","","","","","",""
"Lei de Alimentos aos Filhos Naturais","","","","","",""
"Lei de Amparo ao Trabalhador Brasileiro Nato","","","","","",""
"Lei de Anistia","0","Q2575412","http://www.wikidata.org/entity/Q2575412","Lei de Anistia (Suriname)","",""
"Lei de Aposentadoria e Pensões","","","","","",""
"Lei de Biossegurança","","","","","",""
"Lei de Censura","","","","","",""
"Lei de Comercialização","","","","","",""
"Lei de Concessão dos Serviços Públicos","","","","","",""
"Lei de Direitos Autorais","","","","","",""
"Lei de Diretrizes","0","Q10316978","http://www.wikidata.org/entity/Q10316978","Lei de diretrizes orçamentárias","Q155",""
"Lei de Diretrizes","1","Q10316980","http://www.wikidata.org/entity/Q10316980","Lei de Diretrizes e Bases da Educação Nacional","Q155",""
"Lei de Diretrizes","2","Q17197799","http://www.wikidata.org/entity/Q17197799","Lei de Diretrizes e Bases da Educação Nacional","","Wikimedia disambiguation page"
"Lei de Diretrizes e Bases","0","Q10316980","http://www.wikidata.org/entity/Q10316980","Lei de Diretrizes e Bases da Educação Nacional","Q155",""
"Lei de Diretrizes e Bases","1","Q17197799","http://www.wikidata.org/entity/Q17197799","Lei de Diretrizes e Bases da Educação Nacional","","Wikimedia disambiguation page"
"Lei de Diretrizes e Bases da Educação","0","Q10316980","http://www.wikidata.org/entity/Q10316980","Lei de Diretrizes e Bases da Educação Nacional","Q155",""
"Lei de Diretrizes e Bases da Educação","1","Q17197799","http://www.wikidata.org/entity/Q17197799","Lei de Diretrizes e Bases da Educação Nacional","","Wikimedia disambiguation page"
"Lei de Diretrizes e Bases da Educação Nacional","0","Q10316980","http://www.wikidata.org/entity/Q10316980","Lei de Diretrizes e Bases da Educação Nacional","Q155",""
"Lei de Diretrizes e Bases da Educação Nacional","1","Q17197799","http://www.wikidata.org/entity/Q17197799","Lei de Diretrizes e Bases da Educação Nacional","","Wikimedia disambiguation page"
"Lei de Diretrizes Orçamentárias","0","Q10316978","http://www.wikidata.org/entity/Q10316978","Lei de diretrizes orçamentárias","Q155",""
"Lei de Economia Popular","","","","","",""
"Lei de Empréstimo e Arrendamento","","","","","",""
"Lei de Falências","","","","","",""
"Lei de Férias","","","","","",""
"Lei de Fidelidade Partidária","","","","","",""
"Lei de Greve","","","","","",""
"Lei de Imprensa","0","Q6805989","http://www.wikidata.org/entity/Q6805989","media regulation","","control or guidance of mass media by governments and other bodies"
"Lei de Incentivo ao Esporte","","","","","",""
"Lei de Inelegibilidades","","","","","",""
"Lei de Informática","","","","","",""
"Lei de Inovação Tecnológica","0","Q10316983","http://www.wikidata.org/entity/Q10316983","Law No. 10973 of December 2, 2004","Q155","Brazilian law"
"Lei de Interpretação","0","Q108076754","http://www.wikidata.org/entity/Q108076754","Lei de interpretação autêntica","",""
"Lei de Irrigação","","","","","",""
"Lei de Itaipu","","","","","",""
"Lei de Licitações","0","Q106397132","http://www.wikidata.org/entity/Q106397132","Lei de Licitações e Contratos Administrativos","Q155",""
"Lei de Loteamento de Terrenos","","","","","",""
"Lei de Mercado de Capitais","","","","","",""
"Lei de Modernização dos Portos","","","","","",""
"Lei de Organização do Exército","","","","","",""
"Lei de Organização Judiciária","","","","","",""
"Lei de Produtos Orgânicos","","","","","",""
"Lei de Proteção","0","Q8031044","http://www.wikidata.org/entity/Q8031044","Women's Protection Bill","","Pakistani law passed in 2006"
"Lei de Proteção","1","Q3258591","http://www.wikidata.org/entity/Q3258591","Immigration and Refugee Protection Act","Q16","Law of Canada"
"Lei de Proteção à Fauna","","","","","",""
"Lei de Proteção aos Animais","","","","","",""
"Lei de Proteção dos Cultivares","","","","","",""
"Lei de Redistribuição","","","","","",""
"Lei de Redistribuição do ICMS","","","","","",""
"Lei de Reforma Agrária","","","","","",""
"Lei de Reforma Bancária","","","","","",""
"Lei de Reforma do Mercado de Capitais","","","","","",""
"Lei de Reformulação Partidária","","","","","",""
"Lei de Remessa de Lucros","","","","","",""
"Lei de Renda Mínima para a Educação","","","","","",""
"Lei de Reserva de Mercado","","","","","",""
"Lei de Responsabilidade Fiscal","0","Q10316984","http://www.wikidata.org/entity/Q10316984","Fiscal Responsibility Law (Brazil)","Q155",""
"Lei de Responsabilidade Fiscal","0","Q10316984","http://www.wikidata.org/entity/Q10316984","Fiscal Responsibility Law (Brazil)","Q155",""
"Lei de Responsabilidade Social do Desporto Brasileiro","","","","","",""
"Lei de Segurança","0","Q95976070","http://www.wikidata.org/entity/Q95976070","Law of the People's Republic of China on Safeguarding National Security in the Hong Kong Special Administrative Region","Q148","A Chinese law enacted on 2300 HKT, June 30, 2020, only in Hong Kong, for Safeguarding National Security"
"Lei de Segurança","1","Q28681032","http://www.wikidata.org/entity/Q28681032","Law No. 7170 of December 14, 1983","Q155","Brazilian law"
"Lei de Segurança","2","Q10316989","http://www.wikidata.org/entity/Q10316989","Lei de Segurança Nacional","Q155",""
"Lei de Segurança Nacional","0","Q28681032","http://www.wikidata.org/entity/Q28681032","Law No. 7170 of December 14, 1983","Q155","Brazilian law"
"Lei de Segurança Nacional","1","Q10316989","http://www.wikidata.org/entity/Q10316989","Lei de Segurança Nacional","Q155",""
"Lei de Segurança Nacional","2","Q95976070","http://www.wikidata.org/entity/Q95976070","Law of the People's Republic of China on Safeguarding National Security in the Hong Kong Special Administrative Region","Q148","A Chinese law enacted on 2300 HKT, June 30, 2020, only in Hong Kong, for Safeguarding National Security"
"Lei de Sindicalização do Ministério do Trabalho","","","","","",""
"Lei de Tarifa Alfandegária","","","","","",""
"Lei de Tarifas","","","","","",""
"Lei de Terras","0","Q56345307","http://www.wikidata.org/entity/Q56345307","Lei de Terras","Q155",""
"Lei de Terras","1","Q117543415","http://www.wikidata.org/entity/Q117543415","Lei de Terras Indigenas","Q155","environmental law in Brazil"
"Lei de TV a Cabo","","","","","",""
"Lei Denis","","","","","",""
"Lei do Audiovisual","0","Q10316999","http://www.wikidata.org/entity/Q10316999","Law No. 8685 of July 20, 1993","Q155","Brazilian law"
"Lei do Casamento Religioso","","","","","",""
"Lei do Concubinato","","","","","",""
"Lei do Divórcio","","","","","",""
"Lei do Ensino Militar","","","","","",""
"Lei do Imposto de Renda","","","","","",""
"Lei do Imposto Único","","","","","",""
"Lei do Passe Livre","","","","","",""
"Lei do Reajustamento Econômico","","","","","",""
"Lei do Salário Mínimo","","","","","",""
"Lei do Saneamento","","","","","",""
"Lei do Sistema Nacional de Saúde","","","","","",""
"Lei do Sorteio Militar","","","","","",""
"Lei do Ventre Livre","0","Q1812241","http://www.wikidata.org/entity/Q1812241","Law of Free Birth","Q155","1871 act in Brazil taking a step towards slavery abolishing"
"Lei do Ventre Livre","1","Q2821699","http://www.wikidata.org/entity/Q2821699","abolitionism in Brazil","Q155","history of slavery abolitionism in Brazil"
"Lei dos Atos Contrários à Economia Nacional","","","","","",""
"Lei dos Crimes contra a Economia Popular","","","","","",""
"Lei dos Serviços da Justiça Federal","","","","","",""
"Lei Eleitoral","0","Q2534790","http://www.wikidata.org/entity/Q2534790","election act","","act defining how an election is done"
"Lei Elói Chaves","","","","","",""
"Lei Emival Caiado","","","","","",""
"Lei Etelvino Lins","","","","","",""
"Lei Falcão","0","Q10316942","http://www.wikidata.org/entity/Q10316942","Law No. 6339 of July 1, 1976","Q155","Brazilian law"
"Lei Federal","0","Q1006612","http://www.wikidata.org/entity/Q1006612","federal law","","body of law created by the federal government of a country"
"Lei Federal","1","Q3067874","http://www.wikidata.org/entity/Q3067874","Federal Food, Drug, and Cosmetic Act","Q30","acts of the United States Congress that authorized the Food and Drug Administration to oversee the safety of food, drugs, medical devices, and cosmetics"
"Lei Federal","2","Q7161826","http://www.wikidata.org/entity/Q7161826","Pelé Law","Q155","Brazilian law"
"Lei Geral","0","Q10275506","http://www.wikidata.org/entity/Q10275506","Lei Geral","Q155",""
"Lei Geral","1","Q1077153","http://www.wikidata.org/entity/Q1077153","Combined gas law","","combination of Charles', Boyle's and Gay-Lussac's gas laws"
"Lei Geral","2","Q56355493","http://www.wikidata.org/entity/Q56355493","Lei Geral de Proteção de Dados Pessoais (Brazilian General Data Protection Law)","Q155","Brazilian law regulating personal data and privacy"
"Lei Geral de Telecomunicações","0","Q61002768","http://www.wikidata.org/entity/Q61002768","Lei Geral de Telecomunicações","",""
"Lei Kandir","0","Q10316947","http://www.wikidata.org/entity/Q10316947","Lei Kandir","Q155",""
"Lei Malaia","","","","","",""
"Lei McMahon","","","","","",""
"Lei Mínima","","","","","",""
"Lei nº 1.102","","","","","",""
"Lei nº 1.806","","","","","",""
"Lei nº 4.024/196","","","","","",""
"Lei nº 4.024/1961","","","","","",""
"Lei nº 4.131","","","","","",""
"Lei nº 4.390","","","","","",""
"Lei nº 5.692/1971","","","","","",""
"Lei nº 6.151","","","","","",""
"Lei nº 6.203","","","","","",""
"Lei nº 6.404","","","","","",""
"Lei nº 7.701","","","","","",""
"Lei nº 8.383/91","","","","","",""
"Lei nº 9.394/1996","","","","","",""
"Lei Orgânica","0","Q2076487","http://www.wikidata.org/entity/Q2076487","organic law","","law forming the foundation of a government, corporation, or other organisation's structure"
"Lei Orgânica","1","Q19553102","http://www.wikidata.org/entity/Q19553102","Lei Orgânica do Município de São Paulo","Q155",""
"Lei Orgânica","2","Q20058941","http://www.wikidata.org/entity/Q20058941","Lei Orgânica do Município de Teresina","Q155",""
"Lei Orgânica da Segurança Alimentar e Nutricional","","","","","",""
"Lei Orgânica do Ensino","","","","","",""
"Lei Orgânica dos Municípios","","","","","",""
"Lei Orgânica dos Partidos","","","","","",""
"Lei Orgânica dos Partidos Políticos","","","","","",""
"Lei Orgânica dos Serviços Sociais do Brasil","","","","","",""
"Lei Rouanet","0","Q7370735","http://www.wikidata.org/entity/Q7370735","Rouanet Law","Q155","Brazilian federal law"
"Lei Rouanet","0","Q7370735","http://www.wikidata.org/entity/Q7370735","Rouanet Law","Q155","Brazilian federal law"
"Lei Suplicy","0","Q112119504","http://www.wikidata.org/entity/Q112119504","Lei Suplicy","",""
"Lei Zico","","","","","",""
"Leis de Promoções","","","","","",""
"Lend Lease Act","0","Q207637","http://www.wikidata.org/entity/Q207637","Lend-Lease","Q30","United States foreign policy during World War II"
"Lend Lease Act","1","Q19095745","http://www.wikidata.org/entity/Q19095745","Lend-Lease Acts","",""
"Lend Lease Act","2","Q114163608","http://www.wikidata.org/entity/Q114163608","Lend-Lease Act","","Wikimedia disambiguation page"
"Letra do Tesouro Nacional","0","Q10317633","http://www.wikidata.org/entity/Q10317633","Letra do Tesouro Nacional","",""
"Letra do Tesouro Nacional","1","Q107196256","http://www.wikidata.org/entity/Q107196256","national treasury bills","","kind of financial instrument"
"LFR","0","Q2058283","http://www.wikidata.org/entity/Q2058283","lead-cooled fast reactor","","type of nuclear reactor cooled by molten lead"
"LFR","1","Q18041883","http://www.wikidata.org/entity/Q18041883","ITLN1","","protein-coding gene in the species Homo sapiens"
"LFR","2","Q18251737","http://www.wikidata.org/entity/Q18251737","Itln1","","protein-coding gene in the species Mus musculus"
"Liberdade de Imprensa","0","Q22688","http://www.wikidata.org/entity/Q22688","freedom of the press","","freedom of communication and expression through mediums including various electronic media and published materials"
"Liberdade de Imprensa","1","Q19766914","http://www.wikidata.org/entity/Q19766914","Liberdade de imprensa não é ""liberdade de insultar""","","Wikinews article"
"Liberdade de Imprensa","2","Q97450324","http://www.wikidata.org/entity/Q97450324","Liberdade de imprensa ameaçada em Moçambique","","Wikinews article"
"Liberdades Populares","","","","","",""
"Liberdades Sindicais","","","","","",""
"Licença Maternidade","0","Q3122539","http://www.wikidata.org/entity/Q3122539","Licença-maternidade","",""
"Losan","0","Q41159","http://www.wikidata.org/entity/Q41159","rhombus","","quadrilateral in which all sides have the same length"
"Losan","1","Q96656457","http://www.wikidata.org/entity/Q96656457","Losan","","male given name"
"Losan","2","Q121622217","http://www.wikidata.org/entity/Q121622217","Losan","Q213","Czech company"
"Manifesto de Agosto","","","","","",""
"Medida Provisória","0","Q7252768","http://www.wikidata.org/entity/Q7252768","provisory measure","Q155","constitutional power of the President of Brazil"
"Medida Provisória","1","Q105999387","http://www.wikidata.org/entity/Q105999387","Executive Order","Q155","2020 film directed by Lázaro Ramos"
"Medida Provisória","2","Q106460745","http://www.wikidata.org/entity/Q106460745","Medida Provisória nº 2.021-4 de 28/07/2000","",""
"Medida Provisória N.","","","","","",""
"Medidas Provisórias","","","","","",""
"Missão Abbink","","","","","",""
"Missão Anchieta","","","","","",""
"Missão Aranha","","","","","",""
"Missão Brasileira de Assistência Técnica","","","","","",""
"Missão Brasileira de Comércio","","","","","",""
"Missão Centenário","0","Q3859260","http://www.wikidata.org/entity/Q3859260","Missão Centenário","",""
"Missão Colby","","","","","",""
"Missão Comercial Brasil-Bolívia","","","","","",""
"Missão Comercial Brasileira","","","","","",""
"Missão Comercial de Medicamentos Genéricos","","","","","",""
"Missão Cooke","","","","","",""
"Missão Criança","","","","","",""
"Missão Cruls","0","Q97609851","http://www.wikidata.org/entity/Q97609851","Missão Cruls","Q155",""
"Missão Cultural","","","","","",""
"Missão Cultural Brasileira","","","","","",""
"Missão Cultural do Brasil","","","","","",""
"Missão de Cooperação Eleitoral","","","","","",""
"Missão de Estabilização das Nações Unidas","","","","","",""
"Missão de Estudo e Visita","","","","","",""
"Missão de Instrução Brasileira","","","","","",""
"Missão de Instrução Militar do Exército","","","","","",""
"Missão de Observação Eleitoral","","","","","",""
"Missão de Paz","0","Q219575","http://www.wikidata.org/entity/Q219575","United Nations peacekeeping","Q31","the monitoring and observation of peace processes in post-conflict areas"
"Missão de Paz","1","Q110377597","http://www.wikidata.org/entity/Q110377597","Missão de paz das Nações Unidas","",""
"Missão de Segurança Mútua","","","","","",""
"Missão do Brasil da Indústria Automobilística","","","","","",""
"Missão do político","","","","","",""
"Missão do Povo de Deus","","","","","",""
"Missão e Compromisso","","","","","",""
"Missão Econômica","","","","","",""
"Missão Econômica Brasileira","","","","","",""
"Missão Econômica Holandesa","","","","","",""
"Missão Espacial Completa Brasileira","0","Q10331084","http://www.wikidata.org/entity/Q10331084","Complete Brazilian Space Mission","Q155",""
"Missão Especial","0","Q2608099","http://www.wikidata.org/entity/Q2608099","Miracle Run","Q30","2004 television film directed by David Greene"
"Missão Especial Canadense","","","","","",""
"Missão Especial Russa","","","","","",""
"Missão Francesa","0","Q3316787","http://www.wikidata.org/entity/Q3316787","Missão Artística Francesa","Q155","Gruppe französischer Künstler und Handwerker, die vom portugiesischen König Dom João VI nach Brasilien kamen"
"Missão Góis Monteiro","","","","","",""
"Missão Governamental","","","","","",""
"Missão Indígena","","","","","",""
"Missão Indígena do Surumu","","","","","",""
"Missão Maurício Cardoso","","","","","",""
"Missão Médica Brasileira","","","","","",""
"Missão Médica Militar","","","","","",""
"Missão Melo Franco","","","","","",""
"Missão Militar","0","Q3316839","http://www.wikidata.org/entity/Q3316839","French military mission to Japan","Q142","military training mission to Japan from Imperial France (1867-1868)"
"Missão Militar","1","Q97365144","http://www.wikidata.org/entity/Q97365144","Missão Militar Francesa no Brasil","Q155",""
"Missão Militar","2","Q106546827","http://www.wikidata.org/entity/Q106546827","Missão Militar Francesa na Força Pública de São Paulo","Q155",""
"Missão Militar Brasileira","","","","","",""
"Missão Militar Brasileira de Instrução","","","","","",""
"Missão Militar de Instrução","","","","","",""
"Missão Militar Francesa","0","Q3316839","http://www.wikidata.org/entity/Q3316839","French military mission to Japan","Q142","military training mission to Japan from Imperial France (1867-1868)"
"Missão Militar Francesa","1","Q97365144","http://www.wikidata.org/entity/Q97365144","Missão Militar Francesa no Brasil","Q155",""
"Missão Militar Francesa","2","Q106546827","http://www.wikidata.org/entity/Q106546827","Missão Militar Francesa na Força Pública de São Paulo","Q155",""
"Missão Militar Norte-Americana","","","","","",""
"Missão Naval","","","","","",""
"Missão Naval Americana","","","","","",""
"Missão Naval Norte-Americana","","","","","",""
"Missão Negrão de Lima","","","","","",""
"Missão Niemeyer","","","","","",""
"Missão Oficial do Governo Brasileiro","","","","","",""
"Missão Osvaldo Aranha","","","","","",""
"Missão ou demissão","","","","","",""
"Missão parlamentar","","","","","",""
"Missão Permanente","0","Q2360219","http://www.wikidata.org/entity/Q2360219","permanent mission","","type of diplomatic mission"
"Missão Portela","","","","","",""
"Missão Rondon","","","","","",""
"Missão Sarney","","","","","",""
"Missão secreta em Igaci","","","","","",""
"Missão Sousa Costa","","","","","",""
"Missão Soviética de Boa Vontade","","","","","",""
"Missão Técnica Americana","","","","","",""
"Missão Universitária de Administração e Negócios","","","","","",""
"Missão Universitária Norte-Americana","","","","","",""
"Negociação do Comitê Interamericano Econômico","","","","","",""
"Negociações Comerciais","0","Q10363658","http://www.wikidata.org/entity/Q10363658","Multilateral trade negotiations","",""
"Negociações Comerciais Multilaterais da Rodada Uruguai","","","","","",""
"Negociações Kennedy","","","","","",""
"Norma Brasileira","","","","","",""
"Norma Operacional Básica","0","Q10337390","http://www.wikidata.org/entity/Q10337390","Norma Operacional Básica de Recursos Humanos do Sistema Único de Saúde","Q155",""
"Norma Técnica Prevenção","","","","","",""
"Normas","0","Q105700259","http://www.wikidata.org/entity/Q105700259","International Workshop on Normative Multiagent Systems","","conference series"
"Normas","1","Q290378","http://www.wikidata.org/entity/Q290378","internet standard","","normative specification of a technology or methodology applicable to the Internet"
"Normas","2","Q855317","http://www.wikidata.org/entity/Q855317","peremptory norm","","compelling law (international) that cannot be derogated"
"Normas Gerais","","","","","",""
"Normas Operacionais Básicas","","","","","",""
"operação gaiola","","","","","",""
"operação Popeye","0","Q10341144","http://www.wikidata.org/entity/Q10341144","Operation Popeye (Brazil)","Q155",""
"operação silêncio","0","Q10341167","http://www.wikidata.org/entity/Q10341167","Operação silêncio","",""
"Operação Tambaqui","","","","","",""
"Pacto de Ação Conjunta","","","","","",""
"Pacto de Pedras Altas","0","Q10343446","http://www.wikidata.org/entity/Q10343446","Pacto de Pedras Altas","Q155",""
"Pacto de Unidade e Ação","","","","","",""
"PACTO DE UNIDADE E AÇÃO","","","","","",""
"Pacto de Unidade Intersindical","","","","","",""
"PACTO DE UNIDADE INTERSINDICAL","","","","","",""
"PAPP","0","Q21449791","http://www.wikidata.org/entity/Q21449791","Papp","","family name"
"PAPP","1","Q503763","http://www.wikidata.org/entity/Q503763","Pappenheim","Q183","town in Bavaria, Germany"
"PAPP","2","Q18545180","http://www.wikidata.org/entity/Q18545180","Constantin Papp","","Romanian botanist (1896-1972)"
"Parâmetros Curriculares Nacionais","0","Q10345744","http://www.wikidata.org/entity/Q10345744","Parâmetros curriculares nacionais","Q155",""
"Parâmetros Curriculares Nacionais","1","Q19554514","http://www.wikidata.org/entity/Q19554514","Parâmetros Curriculares Nacionais para o Ensino Médio","",""
"Parâmetros Curriculares Nacionais","2","Q17197866","http://www.wikidata.org/entity/Q17197866","Parâmetros Curriculares Nacionais","","Wikimedia disambiguation page"
"PASEP","0","Q132","http://www.wikidata.org/entity/Q132","Sunday","","day of the week"
"PASEP","1","Q43812","http://www.wikidata.org/entity/Q43812","passport","","travel document usually issued by a country's government"
"PASEP","2","Q184664","http://www.wikidata.org/entity/Q184664","tithe","","tax of about 10% paid, in kind or in cash, to a civil or religious institution, known since antiquity"
"Pasep","0","Q132","http://www.wikidata.org/entity/Q132","Sunday","","day of the week"
"Pasep","1","Q43812","http://www.wikidata.org/entity/Q43812","passport","","travel document usually issued by a country's government"
"Pasep","2","Q184664","http://www.wikidata.org/entity/Q184664","tithe","","tax of about 10% paid, in kind or in cash, to a civil or religious institution, known since antiquity"
"PEC das domésticas","","","","","",""
"PEC do terceiro mandato","","","","","",""
"PEC-37","0","Q18279698","http://www.wikidata.org/entity/Q18279698","PEC 37","Q155",""
"PED","0","Q570730","http://www.wikidata.org/entity/Q570730","platform screen door","","in subway stations, a door that separates the platform from the train, due to architectural constraints, climate control, or for safety"
"PED","1","Q14655191","http://www.wikidata.org/entity/Q14655191","Ped","Q252","village in Klungkung Regency, Bali, Indonesia"
"PED","2","Q7922","http://www.wikidata.org/entity/Q7922","pedagogy","","theory and practice of education"
"PIS","0","Q156874","http://www.wikidata.org/entity/Q156874","Law and Justice","Q36","political party in Poland"
"PIS","1","Q860263","http://www.wikidata.org/entity/Q860263","Pis","Q142","commune in Gers, France"
"PIS","2","Q8679","http://www.wikidata.org/entity/Q8679","Pisces","","zodiac constellation straddling the celestial equator"
"PIS","0","Q156874","http://www.wikidata.org/entity/Q156874","Law and Justice","Q36","political party in Poland"
"PIS","1","Q860263","http://www.wikidata.org/entity/Q860263","Pis","Q142","commune in Gers, France"
"PIS","2","Q8679","http://www.wikidata.org/entity/Q8679","Pisces","","zodiac constellation straddling the celestial equator"
"PL","0","Q36","http://www.wikidata.org/entity/Q36","Poland","Q36","country in Central Europe"
"PL","1","Q2731720","http://www.wikidata.org/entity/Q2731720","Liberal Party","Q155","political party in Brazil founded in 2006"
"PL","2","Q809","http://www.wikidata.org/entity/Q809","Polish","Q36","West Slavic language"
"PL2330/11","","","","","",""
"PL8035/10","","","","","",""
"Plano","0","Q51689","http://www.wikidata.org/entity/Q51689","Plano","Q30","city in Collin and Denton counties in the U.S. state of Texas"
"Plano","1","Q17285","http://www.wikidata.org/entity/Q17285","plane","","flat, two-dimensional surface"
"Plano","2","Q1371819","http://www.wikidata.org/entity/Q1371819","plan","","outline of a strategy for achievement of an objective"
"Plano 2000","","","","","",""
"Plano 2010","","","","","",""
"Plano 2015","","","","","",""
"Plano 90","","","","","",""
"Plano 95","","","","","",""
"Plano Agrário Estadual","","","","","",""
"Plano Agrícola e Pecuário","0","Q17936892","http://www.wikidata.org/entity/Q17936892","Plano Agrícola e Pecuário destinará R$ 78 bilhões para a safra 2008/2009","","Wikinews article"
"Plano Agropecuário e Florestal de Rondônia","","","","","",""
"Plano Amazônia Sustentável","0","Q10350285","http://www.wikidata.org/entity/Q10350285","Sustainable Amazonia Plan","Q155","Brazil"
"Plano Aranha","","","","","",""
"Plano Badajos","","","","","",""
"Plano Baker","0","Q3901983","http://www.wikidata.org/entity/Q3901983","Baker Plan","","proposed solution to the Western Sahara conflict"
"Plano Baruch às Nações Unidas","","","","","",""
"Plano Básico de Desenvolvimento Científico e Tecnológico","","","","","",""
"Plano Brady","0","Q897104","http://www.wikidata.org/entity/Q897104","Brady Bonds","Q414",""
"Plano Brasil em Ação","","","","","",""
"Plano Brasil Novo","0","Q6136493","http://www.wikidata.org/entity/Q6136493","Plano Collor","Q155","Eeconomic reforms during the presidency of Fernando Collor de Mello"
"Plano Bresser","0","Q10350288","http://www.wikidata.org/entity/Q10350288","Plano Bresser","Q155",""
"Plano Bush","","","","","",""
"Plano Cavallo","0","Q4789392","http://www.wikidata.org/entity/Q4789392","Argentine Currency Board","Q414","Law in Argentina"
"Plano Cohen","0","Q10350289","http://www.wikidata.org/entity/Q10350289","Cohen Plan","Q155",""
"Plano Collor","0","Q6136493","http://www.wikidata.org/entity/Q6136493","Plano Collor","Q155","Eeconomic reforms during the presidency of Fernando Collor de Mello"
"Plano Collor","0","Q6136493","http://www.wikidata.org/entity/Q6136493","Plano Collor","Q155","Eeconomic reforms during the presidency of Fernando Collor de Mello"
"Plano Collor I","","","","","",""
"Plano Collor II","","","","","",""
"Plano Colômbia","0","Q1702988","http://www.wikidata.org/entity/Q1702988","Plan Colombia","Q739","United States foreign aid, military and diplomatic initiative in Colombia"
"Plano Cruzado","0","Q6077316","http://www.wikidata.org/entity/Q6077316","Cruzado Plan","Q155","One of Brazilian macroeconomic reforms plans"
"Plano Cruzado","1","Q10350293","http://www.wikidata.org/entity/Q10350293","Plano Cruzado II","Q155",""
"Plano Cruzado I","0","Q10350293","http://www.wikidata.org/entity/Q10350293","Plano Cruzado II","Q155",""
"Plano Cruzado II","0","Q10350293","http://www.wikidata.org/entity/Q10350293","Plano Cruzado II","Q155",""
"Plano da Casa Própria Popular","","","","","",""
"Plano da Cidade","","","","","",""
"Plano da Cidade de Recife","","","","","",""
"Plano da Lavoura Cacaueira","","","","","",""
"Plano da Pastoral de Conjunto","","","","","",""
"Plano da Universidade do Brasil","","","","","",""
