"title","seq","qid","qurl","qlabel","qcountry","qdescr"
"PARTIDO POPULAR SOCIALISTA","1","Q615603","http://www.wikidata.org/entity/Q615603","Green Left","Q35","left-wing political party in Denmark"
"PARTIDO POPULAR SOCIALISTA","2","Q753446","http://www.wikidata.org/entity/Q753446","Popular Socialist Party","Q96","political party"
"Partido Popular Socialista Brasileiro","","","","","",""
"Partido Progressista","0","Q732852","http://www.wikidata.org/entity/Q732852","Progressive Party","Q155","political party in Brazil"
"Partido Progressista","1","Q2454674","http://www.wikidata.org/entity/Q2454674","Progressive Party","Q34266","political party in the Russian Empire"
"Partido Progressista","2","Q1412211","http://www.wikidata.org/entity/Q1412211","Progressive Party","Q45","political party in Portugal"
"PARTIDO PROGRESSISTA","0","Q732852","http://www.wikidata.org/entity/Q732852","Progressive Party","Q155","political party in Brazil"
"PARTIDO PROGRESSISTA","1","Q2454674","http://www.wikidata.org/entity/Q2454674","Progressive Party","Q34266","political party in the Russian Empire"
"PARTIDO PROGRESSISTA","2","Q1412211","http://www.wikidata.org/entity/Q1412211","Progressive Party","Q45","political party in Portugal"
"Partido Progressista Brasileiro","0","Q732852","http://www.wikidata.org/entity/Q732852","Progressive Party","Q155","political party in Brazil"
"Partido Progressista Brasileiro","1","Q60591850","http://www.wikidata.org/entity/Q60591850","Brazilian Progressive Party","Q155","former Brazilian political party, current Progressistas (1995 - 2003)"
"PARTIDO PROGRESSISTA BRASILEIRO","0","Q732852","http://www.wikidata.org/entity/Q732852","Progressive Party","Q155","political party in Brazil"
"PARTIDO PROGRESSISTA BRASILEIRO","1","Q60591850","http://www.wikidata.org/entity/Q60591850","Brazilian Progressive Party","Q155","former Brazilian political party, current Progressistas (1995 - 2003)"
"PARTIDO PROGRESSISTA DA PARAÍBA","","","","","",""
"PARTIDO PROGRESSISTA DE ALAGOAS","","","","","",""
"Partido Progressista de Minas","","","","","",""
"PARTIDO PROGRESSISTA DE MINAS GERAIS","","","","","",""
"PARTIDO PROGRESSISTA DEMOCRÁTICO","0","Q1185876","http://www.wikidata.org/entity/Q1185876","Democratic Progressive Party","Q1020","political party in Malawi"
"Partido Progressista do Acre","","","","","",""
"Partido Progressista do Brasil","","","","","",""
"Partido Progressista do Povo","0","Q212158","http://www.wikidata.org/entity/Q212158","Progressive Party of Working People","Q229","communist party in Cyprus"
"Partido Progressista Mineiro","","","","","",""
"PARTIDO PROGRESSISTA PIAUIENSE","","","","","",""
"Partido Progressista Radical","","","","","",""
"PARTIDO PROGRESSISTA RADICAL DO RIO DE JANEIRO","","","","","",""
"Partido Progressista Reformador","0","Q30301452","http://www.wikidata.org/entity/Q30301452","Partido Progressista Reformador","Q155",""
"Partido Progressista Reformador","1","Q3366642","http://www.wikidata.org/entity/Q3366642","Reform Progressive Party","Q155","Brazilian political party (1993-1995)"
"PARTIDO PROGRESSISTA REFORMADOR","0","Q30301452","http://www.wikidata.org/entity/Q30301452","Partido Progressista Reformador","Q155",""
"PARTIDO PROGRESSISTA REFORMADOR","1","Q3366642","http://www.wikidata.org/entity/Q3366642","Reform Progressive Party","Q155","Brazilian political party (1993-1995)"
"Partido Progressista Renovador","0","Q3366642","http://www.wikidata.org/entity/Q3366642","Reform Progressive Party","Q155","Brazilian political party (1993-1995)"
"Partido Progressita","","","","","",""
"Partido Proletário","0","Q6157798","http://www.wikidata.org/entity/Q6157798","Japan Proletarian Party","Q188712","Japanese leftist political party"
"Partido Proletário Brasileiro","","","","","",""
"Partido Proletário do Brasil","","","","","",""
"PARTIDO PROLETÁRIO DO BRASIL","","","","","",""
"PARTIDO PROLETÁRIO DO ESPÍRITO SANTO","","","","","",""
"Partido Proletário do Estado","","","","","",""
"Partido Proletário do Estado do Rio","","","","","",""
"PARTIDO PROLETÁRIO DO RIO DE JANEIRO","","","","","",""
"PARTIDO RADICAL DEMOCRÁTICO DE SÃO PAULO","","","","","",""
"PARTIDO REFORMADOR TRABALHISTA","0","Q10345667","http://www.wikidata.org/entity/Q10345667","Partido Reformador Trabalhista","Q155",""
"Partido Regenerador","0","Q2137407","http://www.wikidata.org/entity/Q2137407","Regenerator Party","Q45","political party in Portugal"
"Partido Regenerador","1","Q75660","http://www.wikidata.org/entity/Q75660","Liberal Regenerator Party","Q45","political party"
"PARTIDO REGENERADOR PAULISTA","","","","","",""
"Partido Reivindicador Proletário","","","","","",""
"PARTIDO RENOVADOR DO DISTRITO FEDERAL","","","","","",""
"PARTIDO RENOVADOR PROGRESSISTA","0","Q25431409","http://www.wikidata.org/entity/Q25431409","Partido Renovador Progressista","Q155",""
"Partido Renovador Trabalhista Brasileiro","0","Q2453861","http://www.wikidata.org/entity/Q2453861","Brazilian Labour Renewal Party","Q155","Brazilian political party"
"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","0","Q2453861","http://www.wikidata.org/entity/Q2453861","Brazilian Labour Renewal Party","Q155","Brazilian political party"
"Partido Republicano","0","Q29468","http://www.wikidata.org/entity/Q29468","Republican Party","Q30","American political party"
"Partido Republicano","1","Q3366676","http://www.wikidata.org/entity/Q3366676","Franch Republican Party","Q142","French political party"
"Partido Republicano","2","Q7314618","http://www.wikidata.org/entity/Q7314618","Republican Party","Q750","Bolivian political party"
"PARTIDO REPUBLICANO","0","Q29468","http://www.wikidata.org/entity/Q29468","Republican Party","Q30","American political party"
"PARTIDO REPUBLICANO","1","Q3366676","http://www.wikidata.org/entity/Q3366676","Franch Republican Party","Q142","French political party"
"PARTIDO REPUBLICANO","2","Q7314618","http://www.wikidata.org/entity/Q7314618","Republican Party","Q750","Bolivian political party"
"PARTIDO REPUBLICANO BAIANO","0","Q18481227","http://www.wikidata.org/entity/Q18481227","Partido Republicano Baiano","Q155",""
"Partido Republicano Brasileiro","0","Q926973","http://www.wikidata.org/entity/Q926973","Republicans","Q155","Brazilian political party"
"Partido Republicano Brasileiro","1","Q61953250","http://www.wikidata.org/entity/Q61953250","Partido Republicano Brasileiro","Q155","fund under the custody of the Brazilian National Archives"
"PARTIDO REPUBLICANO BRASILEIRO","0","Q926973","http://www.wikidata.org/entity/Q926973","Republicans","Q155","Brazilian political party"
"PARTIDO REPUBLICANO BRASILEIRO","1","Q61953250","http://www.wikidata.org/entity/Q61953250","Partido Republicano Brasileiro","Q155","fund under the custody of the Brazilian National Archives"
"Partido Republicano Brasileiro-PRB","","","","","",""
"PARTIDO REPUBLICANO CASTILHISTA","","","","","",""
"Partido Republicano Catarinense","0","Q10345671","http://www.wikidata.org/entity/Q10345671","Partido Republicano Catarinense","Q155",""
"Partido Republicano Conciliador","","","","","",""
"Partido Republicano Conservador","0","Q9056293","http://www.wikidata.org/entity/Q9056293","Conservative Republican Party","Q29","conservative Spanish political party"
"Partido Republicano Conservador","1","Q5163092","http://www.wikidata.org/entity/Q5163092","Conservative Republican Party","Q155","political party in Brazil"
"Partido Republicano Conservador","2","Q2752891","http://www.wikidata.org/entity/Q2752891","Liberal Republican Right","Q29","political party in Spain"
"Partido Republicano Constitucional Mineiro","","","","","",""
"Partido Republicano da Bahia","","","","","",""
"Partido Republicano da Mocidade de Belo Horizonte","","","","","",""
"Partido Republicano da Paraíba","","","","","",""
"PARTIDO REPUBLICANO DE ALAGOAS","","","","","",""
"Partido Republicano de Barreiros","","","","","",""
"Partido Republicano de Goiás","","","","","",""
"Partido Republicano de Pernambucano","","","","","",""
"Partido Republicano de Pernambuco","","","","","",""
"PARTIDO REPUBLICANO DE SANTA CATARINA","","","","","",""
"PARTIDO REPUBLICANO DE SERGIPE","","","","","",""
"Partido Republicano Democrata","0","Q108429285","http://www.wikidata.org/entity/Q108429285","Partido Republicano Democrata da Bahia","Q155",""
"PARTIDO REPUBLICANO DEMOCRATA DA BAHIA","0","Q108429285","http://www.wikidata.org/entity/Q108429285","Partido Republicano Democrata da Bahia","Q155",""
"PARTIDO REPUBLICANO DEMOCRÁTICO","0","Q103931478","http://www.wikidata.org/entity/Q103931478","Partido Democrata","Q155","former Brazilian political party (Amazonas)"
"PARTIDO REPUBLICANO DEMOCRÁTICO","1","Q18481232","http://www.wikidata.org/entity/Q18481232","Partido Republicano Democrático","Q155",""
"PARTIDO REPUBLICANO DEMOCRÁTICO","2","Q3125165","http://www.wikidata.org/entity/Q3125165","Democratic Federal Republican Party","Q29","Spanish political party (1869-1910)"
"PARTIDO REPUBLICANO DO AMAZONAS","","","","","",""
"Partido Republicano do Ceará","","","","","",""
"PARTIDO REPUBLICANO DO MARANHÃO","","","","","",""
"Partido Republicano do Pará","","","","","",""
"PARTIDO REPUBLICANO DO PARANÁ","","","","","",""
"PARTIDO REPUBLICANO DO PIAUÍ","","","","","",""
"Partido Republicano Federal","0","Q10345674","http://www.wikidata.org/entity/Q10345674","Federal Republican Party","Q155",""
"Partido Republicano Federal","1","Q3125165","http://www.wikidata.org/entity/Q3125165","Democratic Federal Republican Party","Q29","Spanish political party (1869-1910)"
"Partido Republicano Federal","2","Q11698089","http://www.wikidata.org/entity/Q11698089","Partido Republicano Federal de Mallorca","Q29",""
"Partido Republicano Federal da Paraíba","","","","","",""
"Partido Republicano Federal de Pernambuco","","","","","",""
"PARTIDO REPUBLICANO FEDERAL DO RIO GRANDE DO NORTE","","","","","",""
"Partido Republicano Fluminense","0","Q7335317","http://www.wikidata.org/entity/Q7335317","Rio Republican Party","Q155","political party in Brazil"
"PARTIDO REPUBLICANO FLUMINENSE","0","Q7335317","http://www.wikidata.org/entity/Q7335317","Rio Republican Party","Q155","political party in Brazil"
"Partido Republicano Liberal","0","Q2054660","http://www.wikidata.org/entity/Q2054660","Republican Liberal Party","Q45","Defunct political party in Portugal"
"Partido Republicano Liberal","1","Q10345673","http://www.wikidata.org/entity/Q10345673","Partido Republicano Liberal","Q155",""
"Partido Republicano Liberal","2","Q6540796","http://www.wikidata.org/entity/Q6540796","Liberal Republican Party","Q30","American political party (1870-1872)"
"PARTIDO REPUBLICANO LIBERAL DA BAHIA","","","","","",""
"Partido Republicano Liberal Rio-Grandense","","","","","",""
"PARTIDO REPUBLICANO LIBERAL RIO-GRANDENSE","","","","","",""
"Partido Republicano Libertador","","","","","",""
"PARTIDO REPUBLICANO LIBERTADOR DA PARAÍBA","","","","","",""
"PARTIDO REPUBLICANO MATO-GROSSENSE","","","","","",""
"Partido Republicano Mineiro","0","Q834073","http://www.wikidata.org/entity/Q834073","Mineiro Republican Party","Q155","political party"
"PARTIDO REPUBLICANO MINEIRO","0","Q834073","http://www.wikidata.org/entity/Q834073","Mineiro Republican Party","Q155","political party"
"Partido Republicano Municipal de São Gonçalo","","","","","",""
"Partido Republicano Nacionalista","0","Q847883","http://www.wikidata.org/entity/Q847883","Nationalist Republican Party","Q45","political party in Portugal"
"Partido Republicano Nacionalista","1","Q3751669","http://www.wikidata.org/entity/Q3751669","Basque Nationalist Republican Party","Q29","political party in Basque Country"
"Partido Republicano Nacionalista","2","Q2232487","http://www.wikidata.org/entity/Q2232487","Nationalist Republican Party","Q730","political party in Suriname"
"PARTIDO REPUBLICANO NACIONALISTA DO CEARÁ","","","","","",""
"Partido Republicano Paranaense","","","","","",""
"Partido Republicano Paulista","0","Q7314669","http://www.wikidata.org/entity/Q7314669","Republican Party of São Paulo","Q155","former Brazilian conservative political party in the state of São Paulo"
"PARTIDO REPUBLICANO PAULISTA","0","Q7314669","http://www.wikidata.org/entity/Q7314669","Republican Party of São Paulo","Q155","former Brazilian conservative political party in the state of São Paulo"
"Partido Republicano Progressista","0","Q960955","http://www.wikidata.org/entity/Q960955","Progressive Republican Party","Q155","former political party in Brazil"
"Partido Republicano Progressista","1","Q1858420","http://www.wikidata.org/entity/Q1858420","Progressive Republican Party","Q43","former political party in Turkey"
"Partido Republicano Progressista","2","Q48879370","http://www.wikidata.org/entity/Q48879370","Partido Republicano Progressista","Q155",""
"PARTIDO REPUBLICANO PROGRESSISTA","0","Q960955","http://www.wikidata.org/entity/Q960955","Progressive Republican Party","Q155","former political party in Brazil"
"PARTIDO REPUBLICANO PROGRESSISTA","1","Q1858420","http://www.wikidata.org/entity/Q1858420","Progressive Republican Party","Q43","former political party in Turkey"
"PARTIDO REPUBLICANO PROGRESSISTA","2","Q48879370","http://www.wikidata.org/entity/Q48879370","Partido Republicano Progressista","Q155",""
"PARTIDO REPUBLICANO PROGRESSISTA DO CEARÁ","","","","","",""
"PARTIDO REPUBLICANO REGENERADOR DO DISTRITO FEDERAL","","","","","",""
"Partido Republicano Rio Grandense","0","Q3366688","http://www.wikidata.org/entity/Q3366688","Republican Party of Rio Grande do Sul","Q155","political party in Brazil"
"Partido Republicano Rio-Grandense","0","Q3366688","http://www.wikidata.org/entity/Q3366688","Republican Party of Rio Grande do Sul","Q155","political party in Brazil"
"PARTIDO REPUBLICANO RIO-GRANDENSE","0","Q3366688","http://www.wikidata.org/entity/Q3366688","Republican Party of Rio Grande do Sul","Q155","political party in Brazil"
"Partido Republicano Social","0","Q2095948","http://www.wikidata.org/entity/Q2095948","Republican-Socialist Party","Q142","political party in France"
"Partido Republicano Social","1","Q2116865","http://www.wikidata.org/entity/Q2116865","Irish Republican Socialist Party","Q27","socialist party active in Ireland"
"Partido Republicano Social","2","Q2576807","http://www.wikidata.org/entity/Q2576807","Irish Socialist Republican Party","","former Irish political party"
"Partido Republicano Social de Goiás","","","","","",""
"PARTIDO REPUBLICANO SOCIAL DE PERNAMBUCO","","","","","",""
"Partido Republicano Trabalhista","0","Q18481236","http://www.wikidata.org/entity/Q18481236","Partido Republicano Trabalhista","Q155",""
"PARTIDO REPUBLICANO TRABALHISTA","0","Q18481236","http://www.wikidata.org/entity/Q18481236","Partido Republicano Trabalhista","Q155",""
"Partido Revolucionário Anticomunista","","","","","",""
"Partido Revolucionário Comunista","0","Q10345676","http://www.wikidata.org/entity/Q10345676","Partido Revolucionário Comunista","Q155","Brazil"
"Partido Revolucionário dos Trabalhadores","0","Q10345680","http://www.wikidata.org/entity/Q10345680","Worker's Revolutionary Party","Q155","Brazilian political party"
"Partido Revolucionário dos Trabalhadores","1","Q5202448","http://www.wikidata.org/entity/Q5202448","Workers' Revolutionary Party (Portugal)","Q45","political party in Portugal"
"Partido Revolucionário dos Trabalhadores","2","Q1173661","http://www.wikidata.org/entity/Q1173661","Workers' Revolutionary Party","","Wikimedia disambiguation page"
"Partido Revolucionário Institucional","0","Q682969","http://www.wikidata.org/entity/Q682969","Institutional Revolutionary Party","Q96","Mexican political party"
"Partido Rural Trabalhista","","","","","",""
"PARTIDO RURAL TRABALHISTA","","","","","",""
"Partido Rural Trabalhista-PRT","","","","","",""
"PARTIDO RURALISTA BRASILEIRO","","","","","",""
"Partido Sem Nome","","","","","",""
"Partido Social","0","Q49768","http://www.wikidata.org/entity/Q49768","Social Democratic Party of Germany","Q183","center-left political party in Germany"
"Partido Social","1","Q138198","http://www.wikidata.org/entity/Q138198","Spanish Socialist Workers' Party","Q29","political party in Spain"
"Partido Social","2","Q105112","http://www.wikidata.org/entity/Q105112","Swedish Social Democratic Party","Q34","political party in Sweden"
"PARTIDO SOCIAL AGRÁRIO DO RIO DE JANEIRO","","","","","",""
"Partido Social Cristão","0","Q2626213","http://www.wikidata.org/entity/Q2626213","Social Christian Party","Q155","Conservative political party in Brazil"
"Partido Social Cristão","1","Q692131","http://www.wikidata.org/entity/Q692131","Christian Social Party","Q40","political party in Austria-Hungary and Austria from 1891–1934"
"PARTIDO SOCIAL CRISTÃO","0","Q2626213","http://www.wikidata.org/entity/Q2626213","Social Christian Party","Q155","Conservative political party in Brazil"
"PARTIDO SOCIAL CRISTÃO","1","Q692131","http://www.wikidata.org/entity/Q692131","Christian Social Party","Q40","political party in Austria-Hungary and Austria from 1891–1934"
"Partido Social Cristão-PSC","","","","","",""
"Partido Social da Democracia Brasileira","","","","","",""
"Partido Social Democrata","0","Q105112","http://www.wikidata.org/entity/Q105112","Swedish Social Democratic Party","Q34","political party in Sweden"
"Partido Social Democrata","1","Q752435","http://www.wikidata.org/entity/Q752435","Social Democratic Party","Q218","Romanian political party"
"Partido Social Democrata","2","Q212101","http://www.wikidata.org/entity/Q212101","Social Democrats","Q35","centre-left Danish political party"
"Partido Social Democrata Brasileiro","","","","","",""
"Partido Social Democrata Cristão","0","Q2653287","http://www.wikidata.org/entity/Q2653287","Christian Democracy","Q155","political party"
"PARTIDO SOCIAL DEMOCRATA CRISTÃO","0","Q2653287","http://www.wikidata.org/entity/Q2653287","Christian Democracy","Q155","political party"
"PARTIDO SOCIAL DEMOCRATA DO PARÁ","","","","","",""
"Partido Social Democrático","0","Q105112","http://www.wikidata.org/entity/Q105112","Swedish Social Democratic Party","Q34","political party in Sweden"
"Partido Social Democrático","1","Q2626216","http://www.wikidata.org/entity/Q2626216","Social Democratic Party (1945)","Q155","political party of Brazil (1945-1965)"
"Partido Social Democrático","2","Q2054750","http://www.wikidata.org/entity/Q2054750","Social Democratic Party (2011)","Q155","political party in Brazil"
"PARTIDO SOCIAL DEMOCRÁTICO","0","Q105112","http://www.wikidata.org/entity/Q105112","Swedish Social Democratic Party","Q34","political party in Sweden"
"PARTIDO SOCIAL DEMOCRÁTICO","1","Q2626216","http://www.wikidata.org/entity/Q2626216","Social Democratic Party (1945)","Q155","political party of Brazil (1945-1965)"
"PARTIDO SOCIAL DEMOCRÁTICO","2","Q2054750","http://www.wikidata.org/entity/Q2054750","Social Democratic Party (2011)","Q155","political party in Brazil"
"Partido Social Democrático Brasileiro","","","","","",""
"Partido Social Democrático Cristão","","","","","",""
"Partido Social Democrático da Bahia","0","Q108940891","http://www.wikidata.org/entity/Q108940891","Social Democratic Party of Bahia","Q155","extinct Brazilian political party"
"PARTIDO SOCIAL DEMOCRÁTICO DA BAHIA","0","Q108940891","http://www.wikidata.org/entity/Q108940891","Social Democratic Party of Bahia","Q155","extinct Brazilian political party"
"Partido Social Democrático de Pernambuco","","","","","",""
"PARTIDO SOCIAL DEMOCRÁTICO DE PERNAMBUCO","","","","","",""
"Partido Social Democrático de Sergipe","0","Q112040359","http://www.wikidata.org/entity/Q112040359","Partido Social Democrático de Sergipe","",""
"PARTIDO SOCIAL DEMOCRÁTICO DE SERGIPE","0","Q112040359","http://www.wikidata.org/entity/Q112040359","Partido Social Democrático de Sergipe","",""
"Partido Social Democrático do Ceará","","","","","",""
"PARTIDO SOCIAL DEMOCRÁTICO DO CEARÁ","","","","","",""
"PARTIDO SOCIAL DEMOCRÁTICO DO ESPÍRITO SANTO","","","","","",""
"Partido Social Democrático do Maranhão","","","","","",""
"PARTIDO SOCIAL DEMOCRÁTICO DO MARANHÃO","","","","","",""
"Partido Social Democrático do Paraná","","","","","",""
"PARTIDO SOCIAL DEMOCRÁTICO DO PARANÁ","","","","","",""
"PARTIDO SOCIAL DEMOCRÁTICO DO RIO GRANDE DO NORTE","","","","","",""
"Partido Social Evolucionista","","","","","",""
"PARTIDO SOCIAL EVOLUCIONISTA DE SANTA CATARINA","","","","","",""
"Partido Social Liberal","0","Q2366265","http://www.wikidata.org/entity/Q2366265","Social Liberal Party","Q155","national-conservative political party in Brazil"
"Partido Social Liberal","1","Q1249448","http://www.wikidata.org/entity/Q1249448","Croatian Social Liberal Party","Q224","Croatian political party"
"Partido Social Liberal","2","Q9056311","http://www.wikidata.org/entity/Q9056311","Partido Social-Liberal","","Wikimedia disambiguation page"
"PARTIDO SOCIAL LIBERAL","0","Q2366265","http://www.wikidata.org/entity/Q2366265","Social Liberal Party","Q155","national-conservative political party in Brazil"
"PARTIDO SOCIAL LIBERAL","1","Q1249448","http://www.wikidata.org/entity/Q1249448","Croatian Social Liberal Party","Q224","Croatian political party"
"PARTIDO SOCIAL LIBERAL","2","Q9056311","http://www.wikidata.org/entity/Q9056311","Partido Social-Liberal","","Wikimedia disambiguation page"
"PARTIDO SOCIAL LIBERAL DO DISTRITO FEDERAL","","","","","",""
"Partido Social Nacionalista","0","Q106547188","http://www.wikidata.org/entity/Q106547188","Partido Social Nacionalista","Q155",""
"Partido Social Nacionalista","1","Q767681","http://www.wikidata.org/entity/Q767681","Syrian Social Nationalist Party","Q858","nationalist political party in Syria and Lebanon"
"PARTIDO SOCIAL NACIONALISTA","0","Q106547188","http://www.wikidata.org/entity/Q106547188","Partido Social Nacionalista","Q155",""
"PARTIDO SOCIAL NACIONALISTA","1","Q767681","http://www.wikidata.org/entity/Q767681","Syrian Social Nationalist Party","Q858","nationalist political party in Syria and Lebanon"
"Partido Social Nacionalista do Paraná","","","","","",""
"PARTIDO SOCIAL NACIONALISTA DO PARANÁ","","","","","",""
"Partido Social Nacionalista do Piauí","","","","","",""
"PARTIDO SOCIAL NACIONALISTA DO PIAUÍ","","","","","",""
"PARTIDO SOCIAL NACIONALISTA DO RIO GRANDE DO NORTE","","","","","",""
"Partido Social Progressista","0","Q7550752","http://www.wikidata.org/entity/Q7550752","Social Progressive Party","Q155","extinct Brazilian political party (1946 - 1954)"
"Partido Social Progressista","1","Q10345681","http://www.wikidata.org/entity/Q10345681","Partido Social Progressista (1987)","Q155",""
"Partido Social Progressista","2","Q47537531","http://www.wikidata.org/entity/Q47537531","Partido Social Progressista","","Wikimedia disambiguation page"
"PARTIDO SOCIAL PROGRESSISTA","0","Q7550752","http://www.wikidata.org/entity/Q7550752","Social Progressive Party","Q155","extinct Brazilian political party (1946 - 1954)"
"PARTIDO SOCIAL PROGRESSISTA","1","Q10345681","http://www.wikidata.org/entity/Q10345681","Partido Social Progressista (1987)","Q155",""
"PARTIDO SOCIAL PROGRESSISTA","2","Q47537531","http://www.wikidata.org/entity/Q47537531","Partido Social Progressista","","Wikimedia disambiguation page"
"PARTIDO SOCIAL PROGRESSISTA DE SERGIPE","","","","","",""
"PARTIDO SOCIAL PROGRESSISTA DO DISTRITO FEDERAL","","","","","",""
"Partido Social Republicano","0","Q56354896","http://www.wikidata.org/entity/Q56354896","Partido Social Repúblicano","Q155",""
"Partido Social Republicano","1","Q4921442","http://www.wikidata.org/entity/Q4921442","Social Republican Party","Q1054184","political party in Cambodia"
"Partido Social Republicano","2","Q6064334","http://www.wikidata.org/entity/Q6064334","Partido Social Republicano","Q298",""
"PARTIDO SOCIAL REPUBLICANO DE GOIÁS","","","","","",""
"Partido Social Republicano de Pernambuco","","","","","",""
"PARTIDO SOCIAL REPUBLICANO DO RIO DE JANEIRO","","","","","",""
"Partido Social Trabalhista","0","Q2601478","http://www.wikidata.org/entity/Q2601478","Social Labour Party","Q155","extinct brazilian political party existent between 1946 and 1965"
"Partido Social Trabalhista","1","Q28678919","http://www.wikidata.org/entity/Q28678919","Partido Social Trabalhista","Q155",""
"Partido Social Trabalhista","2","Q28680900","http://www.wikidata.org/entity/Q28680900","Partido Social Trabalhista","Q155",""
"PARTIDO SOCIAL TRABALHISTA","0","Q2601478","http://www.wikidata.org/entity/Q2601478","Social Labour Party","Q155","extinct brazilian political party existent between 1946 and 1965"
"PARTIDO SOCIAL TRABALHISTA","1","Q28678919","http://www.wikidata.org/entity/Q28678919","Partido Social Trabalhista","Q155",""
"PARTIDO SOCIAL TRABALHISTA","2","Q28680900","http://www.wikidata.org/entity/Q28680900","Partido Social Trabalhista","Q155",""
"Partido Social Trabalhista Nacional","","","","","",""
"Partido Social Trabalhista Renovador","","","","","",""
"Partido Socialismo","0","Q1754827","http://www.wikidata.org/entity/Q1754827","Socialism and Freedom Party","Q155","political party in Brazil"
"Partido Socialismo","1","Q6064345","http://www.wikidata.org/entity/Q6064345","Socialism and Liberty Party (Venezuela)","Q717",""
"Partido Socialismo","2","Q4026915","http://www.wikidata.org/entity/Q4026915","Party for Socialism and Liberation","Q30","Communist and Marxist-Leninist political party in the United States"
"PARTIDO SOCIALISMO E LIBERDADE","0","Q1754827","http://www.wikidata.org/entity/Q1754827","Socialism and Freedom Party","Q155","political party in Brazil"
"PARTIDO SOCIALISMO E LIBERDADE","1","Q6064345","http://www.wikidata.org/entity/Q6064345","Socialism and Liberty Party (Venezuela)","Q717",""
"Partido Socialista","0","Q170972","http://www.wikidata.org/entity/Q170972","Socialist Party","Q142","French political party (1969–present)"
"Partido Socialista","1","Q849580","http://www.wikidata.org/entity/Q849580","Socialist Party","Q55","Dutch political party"
"Partido Socialista","2","Q847263","http://www.wikidata.org/entity/Q847263","Socialist Party","Q45","Portuguese political party (1973– )"
"PARTIDO SOCIALISTA","0","Q170972","http://www.wikidata.org/entity/Q170972","Socialist Party","Q142","French political party (1969–present)"
"PARTIDO SOCIALISTA","1","Q849580","http://www.wikidata.org/entity/Q849580","Socialist Party","Q55","Dutch political party"
"PARTIDO SOCIALISTA","2","Q847263","http://www.wikidata.org/entity/Q847263","Socialist Party","Q45","Portuguese political party (1973– )"
"Partido Socialista Agrário","0","Q10345685","http://www.wikidata.org/entity/Q10345685","Partido Socialista Agrário Renovador Trabalhista","Q155","Brazil"
"PARTIDO SOCIALISTA AGRÁRIO E RENOVADOR TRABALHISTA","","","","","",""
"PARTIDO SOCIALISTA BRASILEIRO","0","Q2054789","http://www.wikidata.org/entity/Q2054789","Brazilian Socialist Party","Q155","political party in Brazil"
"PARTIDO SOCIALISTA BRASILEIRO","1","Q10275318","http://www.wikidata.org/entity/Q10275318","Partido Socialista Brasileiro","Q155",""
"PARTIDO SOCIALISTA BRASILEIRO","2","Q106547189","http://www.wikidata.org/entity/Q106547189","Partido Socialista Brasileiro","Q155",""
"PARTIDO SOCIALISTA BRASILEIRO DE SÃO PAULO","","","","","",""
"PARTIDO SOCIALISTA BRASILEIRO DO CEARÁ","","","","","",""
"Partido Socialista Cearense","","","","","",""
"Partido Socialista Cristão","","","","","",""
"Partido Socialista da Argentina","","","","","",""
"Partido Socialista da República","","","","","",""
"Partido Socialista de François Mitterrand","","","","","",""
"PARTIDO SOCIALISTA DE PERNAMBUCO","","","","","",""
"PARTIDO SOCIALISTA DO AMAZONAS","","","","","",""
"PARTIDO SOCIALISTA DO BRASIL","0","Q10345690","http://www.wikidata.org/entity/Q10345690","Partido Socialista do Brasil","Q155",""
"PARTIDO SOCIALISTA DO DISTRITO FEDERAL","","","","","",""
"PARTIDO SOCIALISTA DO MARANHÃO","","","","","",""
"Partido Socialista do Piauí","","","","","",""
"Partido Socialista dos Trabalhadores","0","Q405492","http://www.wikidata.org/entity/Q405492","Socialist Workers Party","Q145","political party in Britain"
"Partido Socialista dos Trabalhadores","1","Q581177","http://www.wikidata.org/entity/Q581177","Socialist Workers Party","Q30","political party in the United States"
"Partido Socialista dos Trabalhadores","2","Q833437","http://www.wikidata.org/entity/Q833437","Worker's Socialist Party","Q414","far-left political party in Argentina"
"Partido Socialista dos Trabalhadores Unificado","0","Q2453869","http://www.wikidata.org/entity/Q2453869","United Socialist Workers' Party","Q155","political party in Brazil"
"Partido Socialista dos Trabalhadores Unificados","0","Q2453869","http://www.wikidata.org/entity/Q2453869","United Socialist Workers' Party","Q155","political party in Brazil"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADOS","0","Q2453869","http://www.wikidata.org/entity/Q2453869","United Socialist Workers' Party","Q155","political party in Brazil"
"Partido Socialista Fluminense","","","","","",""
"PARTIDO SOCIALISTA FLUMINENSE","","","","","",""
"Partido Socialista Francês","0","Q170972","http://www.wikidata.org/entity/Q170972","Socialist Party","Q142","French political party (1969–present)"
"Partido Socialista Francês","1","Q2379359","http://www.wikidata.org/entity/Q2379359","French Socialist Party","Q142","political party in France (1902-05)"
"Partido Socialista Francês","2","Q3366753","http://www.wikidata.org/entity/Q3366753","Socialist Party of France","","Wikimedia disambiguation page"
"Partido Socialista Popular","0","Q615603","http://www.wikidata.org/entity/Q615603","Green Left","Q35","left-wing political party in Denmark"
"Partido Socialista Popular","1","Q371402","http://www.wikidata.org/entity/Q371402","Communist Party of Cuba","Q241","Communist party in Cuba"
