"title","seq","qid","qurl","qlabel","qcountry","qdescr"
"Partido da República","0","Q2731720","http://www.wikidata.org/entity/Q2731720","Liberal Party","Q155","political party in Brazil founded in 2006"
"Partido da República","1","Q750962","http://www.wikidata.org/entity/Q750962","Republic","Q4628","Political party in the Faroe Islands"
"PARTIDO DA REPÚBLICA","0","Q2731720","http://www.wikidata.org/entity/Q2731720","Liberal Party","Q155","political party in Brazil founded in 2006"
"PARTIDO DA REPÚBLICA","1","Q750962","http://www.wikidata.org/entity/Q750962","Republic","Q4628","Political party in the Faroe Islands"
"Partido da Revolução dos Trabalhadores","","","","","",""
"Partido da Revolução Mexicana","","","","","",""
"Partido da Social Democracia","0","Q1322897","http://www.wikidata.org/entity/Q1322897","Brazilian Social Democracy Party","Q155","political party in Brazil"
"Partido da Social Democracia","1","Q2653287","http://www.wikidata.org/entity/Q2653287","Christian Democracy","Q155","political party"
"Partido da Social Democracia Brasil","0","Q1322897","http://www.wikidata.org/entity/Q1322897","Brazilian Social Democracy Party","Q155","political party in Brazil"
"Partido da Social Democracia Brasileira","0","Q1322897","http://www.wikidata.org/entity/Q1322897","Brazilian Social Democracy Party","Q155","political party in Brazil"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","0","Q1322897","http://www.wikidata.org/entity/Q1322897","Brazilian Social Democracy Party","Q155","political party in Brazil"
"Partido da Social Democracia Brasileira do Paraná","","","","","",""
"Partido da Social Democracia Brasileiro","","","","","",""
"Partido da Social Democracia Cristã","0","Q2653287","http://www.wikidata.org/entity/Q2653287","Christian Democracy","Q155","political party"
"Partido da Social Democrático","","","","","",""
"Partido da Social-democracia Brasileira","0","Q1322897","http://www.wikidata.org/entity/Q1322897","Brazilian Social Democracy Party","Q155","political party in Brazil"
"Partido da Solidariedade Nacional","0","Q2453205","http://www.wikidata.org/entity/Q2453205","Humanist Party of Solidarity","Q155","political party in Brazil"
"Partido da Solidariedade Nacional","1","Q10345705","http://www.wikidata.org/entity/Q10345705","National Solidarity Party","Q45","Defunct political party in Portugal"
"Partido das Reformas Sociais","0","Q10345709","http://www.wikidata.org/entity/Q10345709","Partido das Reformas Sociais","Q155",""
"PARTIDO DAS REFORMAS SOCIAIS","0","Q10345709","http://www.wikidata.org/entity/Q10345709","Partido das Reformas Sociais","Q155",""
"Partido de Ação Nacional","0","Q251077","http://www.wikidata.org/entity/Q251077","Nationalist Movement Party","Q43","far-right political party in Turkey"
"Partido de Jesus Cristo","","","","","",""
"Partido de Mobilização Nacional","","","","","",""
"Partido de Orientação Trabalhista","","","","","",""
"Partido de Reconstrução Nacional","","","","","",""
"Partido de Reedificação","0","Q1636064","http://www.wikidata.org/entity/Q1636064","Party of the Reconstruction of the National Order","Q155","political party in Brazil"
"PARTIDO DE REEDIFICAÇÃO DA ORDEM NACIONAL","0","Q1636064","http://www.wikidata.org/entity/Q1636064","Party of the Reconstruction of the National Order","Q155","political party in Brazil"
"Partido de Reforma Democrática","","","","","",""
"Partido de Renovação Democrática","","","","","",""
"Partido de Renovação Nacional","","","","","",""
"Partido de Renovação Popular","","","","","",""
"Partido de Reprepresentação Popular","","","","","",""
"Partido de Representação Popular","0","Q7141106","http://www.wikidata.org/entity/Q7141106","Party of Popular Representation","Q155","political party in Brazil"
"PARTIDO DE REPRESENTAÇÃO POPULAR","0","Q7141106","http://www.wikidata.org/entity/Q7141106","Party of Popular Representation","Q155","political party in Brazil"
"Partido Democrata","0","Q29552","http://www.wikidata.org/entity/Q29552","Democratic Party","Q30","American political party"
"Partido Democrata","1","Q816863","http://www.wikidata.org/entity/Q816863","Democratic Party","Q229","political party in Cyprus"
"Partido Democrata","2","Q1029792","http://www.wikidata.org/entity/Q1029792","Democratic Party","Q32","political party in Luxembourg"
"Partido Democrata Cristão","0","Q1138982","http://www.wikidata.org/entity/Q1138982","Christian Democrats","Q33","registered political party in Finland"
"Partido Democrata Cristão","1","Q1166025","http://www.wikidata.org/entity/Q1166025","Christian Democratic Party","Q20","political party in Norway"
"Partido Democrata Cristão","2","Q659461","http://www.wikidata.org/entity/Q659461","Christian Democratic People's Party","Q39","political party in Switzerland (CVP/PDC/PPD)"
"PARTIDO DEMOCRATA CRISTÃO","0","Q1138982","http://www.wikidata.org/entity/Q1138982","Christian Democrats","Q33","registered political party in Finland"
"PARTIDO DEMOCRATA CRISTÃO","1","Q1166025","http://www.wikidata.org/entity/Q1166025","Christian Democratic Party","Q20","political party in Norway"
"PARTIDO DEMOCRATA CRISTÃO","2","Q659461","http://www.wikidata.org/entity/Q659461","Christian Democratic People's Party","Q39","political party in Switzerland (CVP/PDC/PPD)"
"Partido Democrata Cristão da Alemanha Ocidental","","","","","",""
"Partido Democrata Cristão do Brasil","","","","","",""
"Partido Democrata Cristão-PDC","","","","","",""
"Partido Democrata da Bahia","","","","","",""
"Partido Democrata de Alagoas","","","","","",""
"Partido Democrata do Ceará","","","","","",""
"Partido Democrata Trabalhista","","","","","",""
"Partido Democrático","0","Q29552","http://www.wikidata.org/entity/Q29552","Democratic Party","Q30","American political party"
"Partido Democrático","1","Q47729","http://www.wikidata.org/entity/Q47729","Democratic Party","Q38","Italian political party"
"Partido Democrático","2","Q281986","http://www.wikidata.org/entity/Q281986","Democratic Party","Q403","political party in Serbia"
"Partido Democrático Brasileiro","","","","","",""
"Partido Democrático Cristão","","","","","",""
"Partido Democrático da Paraíba","","","","","",""
"Partido Democrático de Esquerda","","","","","",""
"Partido Democrático de Pernambuco","","","","","",""
"PARTIDO DEMOCRÁTICO DE SÃO PAULO","","","","","",""
"Partido Democrático do Ceará","","","","","",""
"PARTIDO DEMOCRÁTICO DO DISTRITO FEDERAL","","","","","",""
"Partido Democrático do Maranhão","","","","","",""
"PARTIDO DEMOCRÁTICO DO RIO DE JANEIRO","","","","","",""
"Partido Democrático e Social","","","","","",""
"PARTIDO DEMOCRÁTICO INDEPENDENTE","0","Q10345625","http://www.wikidata.org/entity/Q10345625","Partido Democrático Independente","Q155",""
"Partido Democrático Nacional","0","Q48854900","http://www.wikidata.org/entity/Q48854900","Partido Democrático Nacional","Q155",""
"Partido Democrático Nacional","1","Q10594775","http://www.wikidata.org/entity/Q10594775","National Democratic Party","Q30","political party in the United States"
"Partido Democrático Nacional","2","Q2420320","http://www.wikidata.org/entity/Q2420320","National Democratic Party","Q730","political party in Suriname"
"PARTIDO DEMOCRATICO NACIONAL","0","Q48854900","http://www.wikidata.org/entity/Q48854900","Partido Democrático Nacional","Q155",""
"PARTIDO DEMOCRATICO NACIONAL","1","Q2420320","http://www.wikidata.org/entity/Q2420320","National Democratic Party","Q730","political party in Suriname"
"PARTIDO DEMOCRATICO NACIONAL","2","Q10594775","http://www.wikidata.org/entity/Q10594775","National Democratic Party","Q30","political party in the United States"
"PARTIDO DEMOCRÁTICO NACIONAL","0","Q48854900","http://www.wikidata.org/entity/Q48854900","Partido Democrático Nacional","Q155",""
"PARTIDO DEMOCRÁTICO NACIONAL","1","Q10594775","http://www.wikidata.org/entity/Q10594775","National Democratic Party","Q30","political party in the United States"
"PARTIDO DEMOCRÁTICO NACIONAL","2","Q2420320","http://www.wikidata.org/entity/Q2420320","National Democratic Party","Q730","political party in Suriname"
"Partido Democrático Republicano","0","Q10345627","http://www.wikidata.org/entity/Q10345627","Democratic Republican Party","Q45","centrist political party in Portugal"
"Partido Democrático Republicano","1","Q483127","http://www.wikidata.org/entity/Q483127","Democratic-Republican Party","Q884","political party in South Korea during military dictatorship"
"Partido Democrático Social","0","Q1713552","http://www.wikidata.org/entity/Q1713552","Democratic Social Party","Q155","Brazilian political party"
"Partido Democrático Social","1","Q5255827","http://www.wikidata.org/entity/Q5255827","Democratic Socialist Party","Q1007","former political party in Guinea-Bissau"
"Partido Democrático Social","2","Q25449067","http://www.wikidata.org/entity/Q25449067","Partido Democrático Socialista para Salvação Guineense","",""
"PARTIDO DEMOCRÁTICO SOCIAL","0","Q1713552","http://www.wikidata.org/entity/Q1713552","Democratic Social Party","Q155","Brazilian political party"
"PARTIDO DEMOCRÁTICO SOCIAL","1","Q5255827","http://www.wikidata.org/entity/Q5255827","Democratic Socialist Party","Q1007","former political party in Guinea-Bissau"
"PARTIDO DEMOCRÁTICO SOCIAL","2","Q25449067","http://www.wikidata.org/entity/Q25449067","Partido Democrático Socialista para Salvação Guineense","",""
"PARTIDO DEMOCRÁTICO SOCIALISTA DO DISTRITO FEDERAL","","","","","",""
"Partido Democrático Trabalhista","0","Q1414708","http://www.wikidata.org/entity/Q1414708","Democratic Labour Party","Q155","Brazilian political party"
"Partido Democrático Trabalhista","1","Q7821014","http://www.wikidata.org/entity/Q7821014","Tongan Democratic Labor Party","Q678","Political party in Tonga"
"PARTIDO DEMOCRÁTICO TRABALHISTA","0","Q1414708","http://www.wikidata.org/entity/Q1414708","Democratic Labour Party","Q155","Brazilian political party"
"PARTIDO DEMOCRÁTICO TRABALHISTA","1","Q7821014","http://www.wikidata.org/entity/Q7821014","Tongan Democratic Labor Party","Q678","Political party in Tonga"
"Partido Democrático Trabalhista-PDT","","","","","",""
"Partido Democrático Universitário da Bahia","","","","","",""
"Partido do Brasil Novo","","","","","",""
"Partido do Índio Brasileiro","","","","","",""
"Partido do Movimento Democrata Brasileiro","","","","","",""
"Partido do Movimento Democrático Brasileiro","0","Q1322751","http://www.wikidata.org/entity/Q1322751","Democratic Movement Party","Q155","big tent political party in Brazil"
"PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO","0","Q1322751","http://www.wikidata.org/entity/Q1322751","Democratic Movement Party","Q155","big tent political party in Brazil"
"Partido do Partido da Social Democracia Brasileira","","","","","",""
"PARTIDO DO POVO","0","Q1128374","http://www.wikidata.org/entity/Q1128374","Inuit Ataqatigiit","Q223","political party in Greenland"
"PARTIDO DO POVO","1","Q27273216","http://www.wikidata.org/entity/Q27273216","People's Party","Q189","political party in Iceland founded in 2016"
"PARTIDO DO POVO","2","Q10230","http://www.wikidata.org/entity/Q10230","Bharatiya Janata Party","Q668","Indian political party"
"Partido do Povo Brasileiro","0","Q10345714","http://www.wikidata.org/entity/Q10345714","Partido do Povo Brasileiro","Q155",""
"PARTIDO DO POVO BRASILEIRO","0","Q10345714","http://www.wikidata.org/entity/Q10345714","Partido do Povo Brasileiro","Q155",""
"Partido do Socialismo","0","Q152554","http://www.wikidata.org/entity/Q152554","Party of Democratic Socialism","Q183","former political party in Germany"
"Partido do Solidarismo Libertador","0","Q10345716","http://www.wikidata.org/entity/Q10345716","Partido do Solidarismo Libertador","Q155",""
"PARTIDO DO SOLIDARISMO LIBERTADOR","0","Q10345716","http://www.wikidata.org/entity/Q10345716","Partido do Solidarismo Libertador","Q155",""
"Partido do Trabalhismo Democrático","","","","","",""
"Partido do Trabalhista Brasileiro","","","","","",""
"Partido do Trabalho da Albânia","","","","","",""
"Partido dos Aposentados","0","Q7141137","http://www.wikidata.org/entity/Q7141137","Party of the Nation's Retirees","Q155","political party in Brazil"
"Partido dos Aposentados da Nação","0","Q7141137","http://www.wikidata.org/entity/Q7141137","Party of the Nation's Retirees","Q155","political party in Brazil"
"PARTIDO DOS CAPACETES DE AÇO","","","","","",""
"Partido dos Democratas","0","Q342240","http://www.wikidata.org/entity/Q342240","Democrat","","Wikimedia disambiguation page"
"PARTIDO DOS EMPREGADOS DO COMÉRCIO DA BAHIA","","","","","",""
"Partido dos Trabalhadores","0","Q657089","http://www.wikidata.org/entity/Q657089","Workers' Party","Q155","political party in Brazil"
"Partido dos Trabalhadores","1","Q628594","http://www.wikidata.org/entity/Q628594","Workers' Party","Q142","former political party in France"
"Partido dos Trabalhadores","2","Q190219","http://www.wikidata.org/entity/Q190219","Norwegian Labour Party","Q20","Norwegian political party"
"PARTIDO DOS TRABALHADORES","0","Q657089","http://www.wikidata.org/entity/Q657089","Workers' Party","Q155","political party in Brazil"
"PARTIDO DOS TRABALHADORES","1","Q628594","http://www.wikidata.org/entity/Q628594","Workers' Party","Q142","former political party in France"
"PARTIDO DOS TRABALHADORES","2","Q190219","http://www.wikidata.org/entity/Q190219","Norwegian Labour Party","Q20","Norwegian political party"
"Partido dos Trabalhadores do Brasil","","","","","",""
"Partido Ecológico Nacional","0","Q10345629","http://www.wikidata.org/entity/Q10345629","Patriota","Q155","political party in Brazil"
"PARTIDO ECOLÓGICO SOCIAL","0","Q10345628","http://www.wikidata.org/entity/Q10345628","Partido Ecológico Social","Q155",""
"Partido Economista","0","Q20053770","http://www.wikidata.org/entity/Q20053770","Partido Economista Democrático do Distrito Federal","Q155",""
"Partido Economista de Alagoas","","","","","",""
"PARTIDO ECONOMISTA DE PERNAMBUCO","","","","","",""
"Partido Economista Democrático","0","Q20053770","http://www.wikidata.org/entity/Q20053770","Partido Economista Democrático do Distrito Federal","Q155",""
"PARTIDO ECONOMISTA DEMOCRÁTICO DE ALAGOAS","","","","","",""
"PARTIDO ECONOMISTA DEMOCRÁTICO DO DISTRITO FEDERAL","0","Q20053770","http://www.wikidata.org/entity/Q20053770","Partido Economista Democrático do Distrito Federal","Q155",""
"PARTIDO ECONOMISTA DO BRASIL","","","","","",""
"PARTIDO ECONOMISTA DO RIO DE JANEIRO","","","","","",""
"PARTIDO ESPORTISTA BRASILEIRO","","","","","",""
"Partido Evolucionista","0","Q1720273","http://www.wikidata.org/entity/Q1720273","Evolutionist Party","Q45","former Portuguese political party"
"PARTIDO EVOLUCIONISTA DA BAHIA","","","","","",""
"PARTIDO EVOLUCIONISTA DE MATO GROSSO","","","","","",""
"Partido Evolucionista do Estado","","","","","",""
"PARTIDO EVOLUCIONISTA DO RIO DE JANEIRO","","","","","",""
"Partido Fascista Italiano","","","","","",""
"Partido Federalista","0","Q42189","http://www.wikidata.org/entity/Q42189","Federalist Party","Q30","first political party in the United States"
"Partido Federalista","1","Q972613","http://www.wikidata.org/entity/Q972613","European Federalist Party","","European political party (2011-)"
"Partido Federalista","2","Q10345632","http://www.wikidata.org/entity/Q10345632","Partido Federalista do Rio Grande do Sul","Q155",""
"Partido Federalista Brasileiro","","","","","",""
"Partido Geral dos Trabalhadores","0","Q3056426","http://www.wikidata.org/entity/Q3056426","General Party of the Workers","Q155","political party in Brazil"
"Partido Humanista da Solidariedade","0","Q2453205","http://www.wikidata.org/entity/Q2453205","Humanist Party of Solidarity","Q155","political party in Brazil"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","0","Q2453205","http://www.wikidata.org/entity/Q2453205","Humanist Party of Solidarity","Q155","political party in Brazil"
"Partido Humanista Democrático","","","","","",""
"PARTIDO HUMANISTA NACIONAL","0","Q10345633","http://www.wikidata.org/entity/Q10345633","Partido Humanista Nacional","Q155",""
"Partido Humanista Social","","","","","",""
"PARTIDO INDEPENDENTE 9 DE JULHO","","","","","",""
"Partido Justicialista","0","Q1053668","http://www.wikidata.org/entity/Q1053668","Justicialist Party","Q414","political party in Argentina"
"Partido Justicialista de Perón","","","","","",""
"Partido Liberal","0","Q622441","http://www.wikidata.org/entity/Q622441","Liberal Party","Q145","British political party, 1859–1988"
"Partido Liberal","1","Q500190","http://www.wikidata.org/entity/Q500190","Liberal Party","Q20","Norwegian political party"
"Partido Liberal","2","Q2731720","http://www.wikidata.org/entity/Q2731720","Liberal Party","Q155","political party in Brazil founded in 2006"
"PARTIDO LIBERAL AUTONOMISTA DO DISTRITO FEDERAL","","","","","",""
"Partido Liberal Catarinense","0","Q10345639","http://www.wikidata.org/entity/Q10345639","Partido Liberal Catarinense","Q155",""
"PARTIDO LIBERAL CRISTÃO","0","Q97176616","http://www.wikidata.org/entity/Q97176616","PCL","Q155",""
"PARTIDO LIBERAL DE PERNAMBUCO","0","Q97280353","http://www.wikidata.org/entity/Q97280353","Partido Liberal de Pernambuco","Q155",""
"Partido Liberal Democrata","0","Q9624","http://www.wikidata.org/entity/Q9624","Liberal Democrats","Q145","political party in the United Kingdom"
"Partido Liberal Democrata","1","Q232595","http://www.wikidata.org/entity/Q232595","Liberal Democratic Party","Q17","Japanese political party"
"Partido Liberal Democrata","2","Q6540639","http://www.wikidata.org/entity/Q6540639","Liberal Democratic Party","Q45","political party in Portugal"
"PARTIDO LIBERAL DO AMAZONAS","","","","","",""
"PARTIDO LIBERAL DO PARÁ","","","","","",""
"Partido Liberal Fluminense","","","","","",""
"PARTIDO LIBERAL HUMANISTA","0","Q30937650","http://www.wikidata.org/entity/Q30937650","Partido Liberal Humanista","Q155",""
"Partido Liberal Mato-Grossense","","","","","",""
"Partido Liberal Paranaense","","","","","",""
"Partido Liberal Progressista","0","Q10345640","http://www.wikidata.org/entity/Q10345640","Liga Progressista","Q155","Brazil"
"Partido Liberal Progressista","1","Q2566823","http://www.wikidata.org/entity/Q2566823","Progressive Liberal Party","Q778","political party"
"PARTIDO LIBERAL PROGRESSISTA","0","Q10345640","http://www.wikidata.org/entity/Q10345640","Liga Progressista","Q155","Brazil"
"PARTIDO LIBERAL PROGRESSISTA","1","Q2566823","http://www.wikidata.org/entity/Q2566823","Progressive Liberal Party","Q778","political party"
"Partido Liberal Radical Autêntico","0","Q2735114","http://www.wikidata.org/entity/Q2735114","Authentic Radical Liberal Party","Q733","Modern liberal political party in Paraguay"
"PARTIDO LIBERAL SOCIAL FLUMINENSE","","","","","",""
"Partido Liberal Socialista","","","","","",""
"PARTIDO LIBERAL TRABALHISTA","0","Q97176627","http://www.wikidata.org/entity/Q97176627","Partido Liberal Trabalhista","Q155",""
"Partido Liberdade","0","Q970952","http://www.wikidata.org/entity/Q970952","Liberty and Refoundation","Q783","Honduran political party"
"PARTIDO LIBERDADE E TRABALHO","","","","","",""
"Partido Libertador","0","Q3366514","http://www.wikidata.org/entity/Q3366514","Liberator Party","Q155","political party in Brazil"
"Partido Libertador","1","Q54263202","http://www.wikidata.org/entity/Q54263202","Valor","Q774","political party in Guatemala"
"Partido Libertador Carioca","","","","","",""
"Partido Libertador de Goiás","","","","","",""
"PARTIDO LIBERTADOR POPULAR CARIOCA","","","","","",""
"Partido Movimento Democrático Brasileiro","","","","","",""
"Partido Municipalista","0","Q10345644","http://www.wikidata.org/entity/Q10345644","Brazilian Municipalist Party","Q155","Brazilian political party"
"Partido Municipalista","1","Q10345645","http://www.wikidata.org/entity/Q10345645","Partido Municipalista Social Democrático","Q155",""
"Partido Municipalista","2","Q10345646","http://www.wikidata.org/entity/Q10345646","Partido Municipalista Comunitário","Q155",""
"Partido Municipalista Brasileiro","0","Q10345644","http://www.wikidata.org/entity/Q10345644","Brazilian Municipalist Party","Q155","Brazilian political party"
"PARTIDO MUNICIPALISTA BRASILEIRO","0","Q10345644","http://www.wikidata.org/entity/Q10345644","Brazilian Municipalist Party","Q155","Brazilian political party"
"PARTIDO MUNICIPALISTA COMUNITÁRIO","0","Q10345646","http://www.wikidata.org/entity/Q10345646","Partido Municipalista Comunitário","Q155",""
"Partido Municipalista Nacional","","","","","",""
"Partido Municipalista Renovador","","","","","",""
"PARTIDO MUNICIPALISTA SOCIAL DEMOCRÁTICO","0","Q10345645","http://www.wikidata.org/entity/Q10345645","Partido Municipalista Social Democrático","Q155",""
"Partido Nacional","0","Q1549793","http://www.wikidata.org/entity/Q1549793","National Party","Q77","political party in Uruguay"
"Partido Nacional","1","Q740718","http://www.wikidata.org/entity/Q740718","National Party","Q258","1914–1997 political party known for implementing apartheid"
"Partido Nacional","2","Q3480145","http://www.wikidata.org/entity/Q3480145","National Party","Q34","political party in the upper house of Swedish parliament"
"PARTIDO NACIONAL DA MOCIDADE","","","","","",""
"PARTIDO NACIONAL DE ALAGOAS","","","","","",""
"Partido Nacional de Salvação Pública","","","","","",""
"PARTIDO NACIONAL DO TRABALHO","","","","","",""
"Partido Nacional dos Aposentados","0","Q10345647","http://www.wikidata.org/entity/Q10345647","Partido Nacional dos Aposentados","Q155",""
"Partido Nacional dos Aposentados","1","Q18481220","http://www.wikidata.org/entity/Q18481220","Retirees' National Party of Brazil","Q155","political party in Brazil"
"PARTIDO NACIONAL DOS APOSENTADOS","0","Q10345647","http://www.wikidata.org/entity/Q10345647","Partido Nacional dos Aposentados","Q155",""
"PARTIDO NACIONAL DOS APOSENTADOS","1","Q18481220","http://www.wikidata.org/entity/Q18481220","Retirees' National Party of Brazil","Q155","political party in Brazil"
"PARTIDO NACIONAL DOS APOSENTADOS DO BRASIL","0","Q18481220","http://www.wikidata.org/entity/Q18481220","Retirees' National Party of Brazil","Q155","political party in Brazil"
"Partido Nacional Fascista","0","Q139596","http://www.wikidata.org/entity/Q139596","National Fascist Party","Q172579","Italian political party, created by Benito Mussolini as the political expression of fascism"
"Partido Nacional Fascista","1","Q6972572","http://www.wikidata.org/entity/Q6972572","National Fascist Party","Q414","political party in Argentina"
"Partido Nacional Fascista","2","Q18417872","http://www.wikidata.org/entity/Q18417872","Partido Nacional Fascista","Q298",""
"Partido Nacional Fascista de Mussolini","","","","","",""
"Partido Nacional Revolucionário","0","Q682969","http://www.wikidata.org/entity/Q682969","Institutional Revolutionary Party","Q96","Mexican political party"
"Partido Nacional Revolucionário","1","Q6064154","http://www.wikidata.org/entity/Q6064154","Partido Nacional Revolucionario","Q96","Mexiquito"
"Partido Nacional Revolucionário","2","Q23636034","http://www.wikidata.org/entity/Q23636034","National Revolutionary Party","Q884","South Korean political party"
"Partido Nacional Sindicalista","","","","","",""
"Partido Nacional Socialista","0","Q7320","http://www.wikidata.org/entity/Q7320","Nazi Party","Q41304","far-right political party in Germany active between 1920 and 1945"
"Partido Nacional Socialista","1","Q707428","http://www.wikidata.org/entity/Q707428","National Socialist Workers' Party of Denmark","Q35","political party"
"Partido Nacional Socialista","2","Q3366521","http://www.wikidata.org/entity/Q3366521","Swedish National Socialist Party","Q34","political party"
"PARTIDO NACIONAL SOCIALISTA DO PIAUÍ","","","","","",""
"PARTIDO NACIONAL SOCIALISTA DO RIO GRANDE DO NORTE","","","","","",""
"Partido Nacionalista","0","Q594056","http://www.wikidata.org/entity/Q594056","Nationalist Party","Q233","political party in Malta"
"Partido Nacionalista","1","Q302210","http://www.wikidata.org/entity/Q302210","Nacionalista Party","Q928","conservative political party in the Philippines"
"Partido Nacionalista","2","Q31113","http://www.wikidata.org/entity/Q31113","Kuomintang","Q865","Republic of China political party"
"Partido Nacionalista Associacionista Cooperativista","","","","","",""
"PARTIDO NACIONALISTA DE MINAS GERAIS","","","","","",""
"PARTIDO NACIONALISTA DE SÃO PAULO","","","","","",""
"PARTIDO NACIONALISTA DEMOCRÁTICO","0","Q10345651","http://www.wikidata.org/entity/Q10345651","Partido Nacionalista Democrático","Q155","Brazil"
"PARTIDO NACIONALISTA DEMOCRÁTICO","1","Q11242626","http://www.wikidata.org/entity/Q11242626","Democratic Nationalist Party","Q884","conservative political party in South Korea"
"Partido Nacionalista do Piauí","","","","","",""
"Partido Nacionalista do Rio Grande","","","","","",""
"Partido Nacionalista dos Trabalhadores","0","Q10345654","http://www.wikidata.org/entity/Q10345654","Partido Nacionalista dos Trabalhadores","Q155",""
"Partido Nacionalista dos Trabalhadores","1","Q10345653","http://www.wikidata.org/entity/Q10345653","Partido Nacionalista dos Trabalhadores Brasileiros","Q155",""
"PARTIDO NACIONALISTA DOS TRABALHADORES","0","Q10345654","http://www.wikidata.org/entity/Q10345654","Partido Nacionalista dos Trabalhadores","Q155",""
"PARTIDO NACIONALISTA DOS TRABALHADORES","1","Q10345653","http://www.wikidata.org/entity/Q10345653","Partido Nacionalista dos Trabalhadores Brasileiros","Q155",""
"Partido Nacionalista dos Trabalhadores Brasileiros","0","Q10345653","http://www.wikidata.org/entity/Q10345653","Partido Nacionalista dos Trabalhadores Brasileiros","Q155",""
"PARTIDO NACIONALISTA DOS TRABALHADORES BRASILEIROS","0","Q10345653","http://www.wikidata.org/entity/Q10345653","Partido Nacionalista dos Trabalhadores Brasileiros","Q155",""
"Partido Nacionalista Mineiro","","","","","",""
"Partido Nacionalista Piauiense","","","","","",""
"Partido Nazista","0","Q465904","http://www.wikidata.org/entity/Q465904","American Nazi Party","Q30","fascist political party in the United States"
"Partido Obrero de Unificación Marxista","0","Q668699","http://www.wikidata.org/entity/Q668699","Workers' Party of Marxist Unification","Q29","political party in Spain"
"Partido Operário Comunista","0","Q9056234","http://www.wikidata.org/entity/Q9056234","Partido Operário Comunista","Q155","Brazilian extraparlamentary political group"
"Partido Operário Leninista","0","Q18481225","http://www.wikidata.org/entity/Q18481225","Partido Operário Leninista","Q155",""
"PARTIDO OPERÁRIO REVOLUCIONÁRIO","0","Q3561795","http://www.wikidata.org/entity/Q3561795","Workers Revolutionary Party","Q41","Greek political party"
"PARTIDO OPERÁRIO REVOLUCIONÁRIO","1","Q10345657","http://www.wikidata.org/entity/Q10345657","Partido Operário Revolucionário Trotskista","Q155",""
"Partido Operário Social Democrata","0","Q204911","http://www.wikidata.org/entity/Q204911","Russian Social Democratic Labour Party","Q34266","political party in the Russian Empire"
"Partido Operário Social Democrata","1","Q105112","http://www.wikidata.org/entity/Q105112","Swedish Social Democratic Party","Q34","political party in Sweden"
"Partido Operário Trabalhista","","","","","",""
"PARTIDO ORIENTADOR TRABALHISTA","0","Q86733166","http://www.wikidata.org/entity/Q86733166","Orienting Labour Party","Q155","political party"
"PARTIDO PARLAMENTARISTA NACIONAL","0","Q10345658","http://www.wikidata.org/entity/Q10345658","Partido Parlamentarista Nacional","Q155",""
"Partido Popular","0","Q185088","http://www.wikidata.org/entity/Q185088","People's Party","Q29","political party in Spain"
"Partido Popular","1","Q3776987","http://www.wikidata.org/entity/Q3776987","People's Party","Q36","Polish political party (1931-1949)"
"Partido Popular","2","Q206395","http://www.wikidata.org/entity/Q206395","United Seychelles Party","Q1042","political party in Seychelles"
"PARTIDO POPULAR","0","Q185088","http://www.wikidata.org/entity/Q185088","People's Party","Q29","political party in Spain"
"PARTIDO POPULAR","1","Q3776987","http://www.wikidata.org/entity/Q3776987","People's Party","Q36","Polish political party (1931-1949)"
"PARTIDO POPULAR","2","Q206395","http://www.wikidata.org/entity/Q206395","United Seychelles Party","Q1042","political party in Seychelles"
"Partido Popular Brasileiro","","","","","",""
"PARTIDO POPULAR DA BAHIA","0","Q118213960","http://www.wikidata.org/entity/Q118213960","Partido Popular da Bahia","",""
"PARTIDO POPULAR DO ACRE","","","","","",""
"PARTIDO POPULAR DO AMAZONAS","","","","","",""
"PARTIDO POPULAR DO DISTRITO FEDERAL","","","","","",""
"PARTIDO POPULAR DO PARÁ","","","","","",""
"PARTIDO POPULAR DO RIO GRANDE DO NORTE","","","","","",""
"Partido Popular Paulista","0","Q10345660","http://www.wikidata.org/entity/Q10345660","Partido Popular Paulista","Q155",""
"Partido Popular Progressista","0","Q1972521","http://www.wikidata.org/entity/Q1972521","People's Progressive Party","Q734","political party in Guyana"
"Partido Popular Progressista","1","Q206395","http://www.wikidata.org/entity/Q206395","United Seychelles Party","Q1042","political party in Seychelles"
"Partido Popular Radical","","","","","",""
"PARTIDO POPULAR RADICAL DO RIO DE JANEIRO","","","","","",""
"Partido Popular Sindicalista","0","Q7662306","http://www.wikidata.org/entity/Q7662306","Syndicalist Popular Party","Q155",""
"PARTIDO POPULAR SINDICALISTA","0","Q7662306","http://www.wikidata.org/entity/Q7662306","Syndicalist Popular Party","Q155",""
"Partido Popular Socialista","0","Q2598527","http://www.wikidata.org/entity/Q2598527","Cidadania","Q155","political party in Brazil"
"Partido Popular Socialista","1","Q615603","http://www.wikidata.org/entity/Q615603","Green Left","Q35","left-wing political party in Denmark"
"Partido Popular Socialista","2","Q753446","http://www.wikidata.org/entity/Q753446","Popular Socialist Party","Q96","political party"
"PARTIDO POPULAR SOCIALISTA","0","Q2598527","http://www.wikidata.org/entity/Q2598527","Cidadania","Q155","political party in Brazil"
