"title","filename","verbete","seq","qid","qurl","qlabel","qcountry","qdescr"
"Miguel Correia","10938","https://github.com/cpdoc/dhbb/blob/master/text/10938.text","1","Q58873408","http://www.wikidata.org/entity/Q58873408","Miguel Correia","","researcher ORCID ID = 0000-0002-1496-8165"
"Miguel Correia","10938","https://github.com/cpdoc/dhbb/blob/master/text/10938.text","2","Q58692247","http://www.wikidata.org/entity/Q58692247","Miguel Correia","","researcher ORCID ID = 0000-0001-7873-5531"
"Serafim Correia","10939","https://github.com/cpdoc/dhbb/blob/master/text/10939.text","0","Q24394858","http://www.wikidata.org/entity/Q24394858","Serafim Guimarães","Q45","Portuguese physician and pharmacologist"
"Nélson Do Carmo","1094","https://github.com/cpdoc/dhbb/blob/master/text/1094.text","0","Q108550766","http://www.wikidata.org/entity/Q108550766","Nelson do Carmo","","brazilian businessman and politician"
"Ana  Corso","10940","https://github.com/cpdoc/dhbb/blob/master/text/10940.text","","","","","",""
"Fernando  Coruja","10941","https://github.com/cpdoc/dhbb/blob/master/text/10941.text","","","","","",""
"André Costa","10942","https://github.com/cpdoc/dhbb/blob/master/text/10942.text","0","Q2847556","http://www.wikidata.org/entity/Q2847556","André Costa","Q142","French historian and journalist"
"André Costa","10942","https://github.com/cpdoc/dhbb/blob/master/text/10942.text","1","Q16490271","http://www.wikidata.org/entity/Q16490271","André Costa","Q155","Brazilian politician"
"André Costa","10942","https://github.com/cpdoc/dhbb/blob/master/text/10942.text","2","Q64852473","http://www.wikidata.org/entity/Q64852473","Andre Luis Braga Costa","Q155","politician from Brazil"
"Bosco Costa","10943","https://github.com/cpdoc/dhbb/blob/master/text/10943.text","0","Q59000912","http://www.wikidata.org/entity/Q59000912","Bosco Costa","Q155","Brazilian politician"
"Duciomar Costa","10944","https://github.com/cpdoc/dhbb/blob/master/text/10944.text","0","Q10268952","http://www.wikidata.org/entity/Q10268952","Duciomar Costa","Q155","Brazilian politician"
"Elaine  Costa","10945","https://github.com/cpdoc/dhbb/blob/master/text/10945.text","","","","","",""
"Jorge Costa","10946","https://github.com/cpdoc/dhbb/blob/master/text/10946.text","0","Q465049","http://www.wikidata.org/entity/Q465049","Jorge Costa","Q45","Portuguese footballer"
"Jorge Costa","10946","https://github.com/cpdoc/dhbb/blob/master/text/10946.text","1","Q61822415","http://www.wikidata.org/entity/Q61822415","Jorge Costa","","researcher ORCID ID = 0000-0001-8732-6887"
"Jorge Costa","10946","https://github.com/cpdoc/dhbb/blob/master/text/10946.text","2","Q6277865","http://www.wikidata.org/entity/Q6277865","Jorge Costa","","Wikimedia disambiguation page"
"João Roberto Vieira Da Costa","10947","https://github.com/cpdoc/dhbb/blob/master/text/10947.text","0","Q30938309","http://www.wikidata.org/entity/Q30938309","João Roberto Vieira da Costa","Q155",""
"Laerte Teixeira Da Costa","10948","https://github.com/cpdoc/dhbb/blob/master/text/10948.text","0","Q109779223","http://www.wikidata.org/entity/Q109779223","Laerte Teixeira da Costa","Q155","person identified in the Museu da Pessoa collection"
"Luciana Costa","10949","https://github.com/cpdoc/dhbb/blob/master/text/10949.text","0","Q108216055","http://www.wikidata.org/entity/Q108216055","Luciana Costa","",""
"Luciana Costa","10949","https://github.com/cpdoc/dhbb/blob/master/text/10949.text","1","Q64832347","http://www.wikidata.org/entity/Q64832347","Luciana de Almeida Costa","Q155","politician from Brazil"
"Luciana Costa","10949","https://github.com/cpdoc/dhbb/blob/master/text/10949.text","2","Q58337263","http://www.wikidata.org/entity/Q58337263","Luciana Costa","","researcher, ORCID id # 0000-0003-4897-7104"
"Sousa Carmo","1095","https://github.com/cpdoc/dhbb/blob/master/text/1095.text","","","","","",""
"Silvio Costa","10950","https://github.com/cpdoc/dhbb/blob/master/text/10950.text","0","Q23823129","http://www.wikidata.org/entity/Q23823129","Silvio Serafim Costa","Q155","brazilian professor and politician from the state of Pernambuco"
"Silvio Costa","10950","https://github.com/cpdoc/dhbb/blob/master/text/10950.text","1","Q27999257","http://www.wikidata.org/entity/Q27999257","Sílvio Costa Filho","Q155","Brazilian pedagogue and politician, federal deputy for Pernambuco"
"Silvio Costa","10950","https://github.com/cpdoc/dhbb/blob/master/text/10950.text","2","Q102435511","http://www.wikidata.org/entity/Q102435511","Silvius Constantius","",""
"Vladimir Costa","10951","https://github.com/cpdoc/dhbb/blob/master/text/10951.text","0","Q90682794","http://www.wikidata.org/entity/Q90682794","Vladimir E Costa","","researcher (ORCID 0000-0003-3889-7514)"
"Vladimir Costa","10951","https://github.com/cpdoc/dhbb/blob/master/text/10951.text","1","Q86457002","http://www.wikidata.org/entity/Q86457002","Vladimir Costa Silva","","researcher"
"Vladimir Costa","10951","https://github.com/cpdoc/dhbb/blob/master/text/10951.text","2","Q102075702","http://www.wikidata.org/entity/Q102075702","Vladimir Costas Jáuregui","","researcher"
"Álvaro Augusto Ribeiro Da Costa","10952","https://github.com/cpdoc/dhbb/blob/master/text/10952.text","","","","","",""
"Índio Da Costa","10953","https://github.com/cpdoc/dhbb/blob/master/text/10953.text","0","Q771782","http://www.wikidata.org/entity/Q771782","Antônio Pedro de Siqueira Indio da Costa","Q155","Brazilian lawyer and politician"
"Luciano Coutinho","10954","https://github.com/cpdoc/dhbb/blob/master/text/10954.text","0","Q6696799","http://www.wikidata.org/entity/Q6696799","Luciano Coutinho","Q155","economist"
"Ricardo Coutinho","10955","https://github.com/cpdoc/dhbb/blob/master/text/10955.text","0","Q7322605","http://www.wikidata.org/entity/Q7322605","Ricardo Coutinho","Q155","Brazilian politician"
"Ricardo Coutinho","10955","https://github.com/cpdoc/dhbb/blob/master/text/10955.text","1","Q12354522","http://www.wikidata.org/entity/Q12354522","Ricardo Coutinho Rodrigues","Q717",""
"Zenaldo Coutinho","10956","https://github.com/cpdoc/dhbb/blob/master/text/10956.text","0","Q10395008","http://www.wikidata.org/entity/Q10395008","Zenaldo Coutinho","Q155","Brazilian lawyer"
"Zenaldo Coutinho","10956","https://github.com/cpdoc/dhbb/blob/master/text/10956.text","1","Q64832494","http://www.wikidata.org/entity/Q64832494","Zenaldo Rodrigues Coutinho Junior","Q155","politician from Brazil"
"Assis Do Couto","10957","https://github.com/cpdoc/dhbb/blob/master/text/10957.text","0","Q16336809","http://www.wikidata.org/entity/Q16336809","Assis do Couto","Q155","Brazilian politician"
"Luís Couto","10958","https://github.com/cpdoc/dhbb/blob/master/text/10958.text","0","Q10321381","http://www.wikidata.org/entity/Q10321381","Luís Couto dos Santos","Q155",""
"Mario Couto","10959","https://github.com/cpdoc/dhbb/blob/master/text/10959.text","0","Q10334410","http://www.wikidata.org/entity/Q10334410","Mário Couto","Q155","Brazilian politician"
"Alcides Carneiro","1096","https://github.com/cpdoc/dhbb/blob/master/text/1096.text","0","Q9600126","http://www.wikidata.org/entity/Q9600126","Alcides Carneiro","Q155","Brazilian politician"
"Vilson Covatti","10960","https://github.com/cpdoc/dhbb/blob/master/text/10960.text","","","","","",""
"Renato Cozzolino","10961","https://github.com/cpdoc/dhbb/blob/master/text/10961.text","0","Q23892721","http://www.wikidata.org/entity/Q23892721","Renato Cozzolino","Q155","Brazilian politician"
"Renato Cozzolino","10961","https://github.com/cpdoc/dhbb/blob/master/text/10961.text","1","Q61990134","http://www.wikidata.org/entity/Q61990134","Renato Cozzolino Harb","Q155","Brazilian politician"
"Marcelo Crivella","10962","https://github.com/cpdoc/dhbb/blob/master/text/10962.text","0","Q6756538","http://www.wikidata.org/entity/Q6756538","Marcelo Crivella","Q155","Brazilian politician and pentecostal leader"
"Marcelo Crivella","10962","https://github.com/cpdoc/dhbb/blob/master/text/10962.text","1","Q97448992","http://www.wikidata.org/entity/Q97448992","Marcelo Crivella: prefeito do Rio de Janeiro manipulou reportagem de jornalista, aponta editorial da TV Globo","",""
"Antônio Cruz","10963","https://github.com/cpdoc/dhbb/blob/master/text/10963.text","0","Q2279642","http://www.wikidata.org/entity/Q2279642","Antonio Cruz","","Wikimedia disambiguation page"
"Antônio Cruz","10963","https://github.com/cpdoc/dhbb/blob/master/text/10963.text","1","Q98768654","http://www.wikidata.org/entity/Q98768654","António Cruz","Q45","[ 1911-1989 ]"
"Antônio Cruz","10963","https://github.com/cpdoc/dhbb/blob/master/text/10963.text","2","Q55996273","http://www.wikidata.org/entity/Q55996273","António Cruz","",""
"Eduardo  Cunha","10964","https://github.com/cpdoc/dhbb/blob/master/text/10964.text","","","","","",""
"Odair Cunha","10965","https://github.com/cpdoc/dhbb/blob/master/text/10965.text","0","Q10340213","http://www.wikidata.org/entity/Q10340213","Odair Cunha","Q155","Brazilian politician"
"Vieira Da Cunha","10966","https://github.com/cpdoc/dhbb/blob/master/text/10966.text","0","Q10390529","http://www.wikidata.org/entity/Q10390529","Vieira da Cunha","Q155","Brazilian politician"
"Ariel Cunto","10967","https://github.com/cpdoc/dhbb/blob/master/text/10967.text","","","","","",""
"Carlos Cury","10968","https://github.com/cpdoc/dhbb/blob/master/text/10968.text","","","","","",""
"Jovino Cândido","10969","https://github.com/cpdoc/dhbb/blob/master/text/10969.text","0","Q27839480","http://www.wikidata.org/entity/Q27839480","Jovino Cândido","Q155","Brazilian politician"
"Jovino Cândido","10969","https://github.com/cpdoc/dhbb/blob/master/text/10969.text","1","Q64846793","http://www.wikidata.org/entity/Q64846793","Jovino Cândido da Silva","Q155","politician from Brazil"
"Aluísio Carneiro","1097","https://github.com/cpdoc/dhbb/blob/master/text/1097.text","","","","","",""
"Paulo César","10970","https://github.com/cpdoc/dhbb/blob/master/text/10970.text","0","Q1471484","http://www.wikidata.org/entity/Q1471484","Paulo Cesar","","Wikimedia disambiguation page"
"Paulo César","10970","https://github.com/cpdoc/dhbb/blob/master/text/10970.text","1","Q10294368","http://www.wikidata.org/entity/Q10294368","Paulo César","Q45","Portuguese photographer"
"Paulo César","10970","https://github.com/cpdoc/dhbb/blob/master/text/10970.text","2","Q111170567","http://www.wikidata.org/entity/Q111170567","Paulo César","",""
"D’Ângelo, Chico","10971","https://github.com/cpdoc/dhbb/blob/master/text/10971.text","","","","","",""
"João Eduardo Dado","10972","https://github.com/cpdoc/dhbb/blob/master/text/10972.text","","","","","",""
"Dagoberto","10973","https://github.com/cpdoc/dhbb/blob/master/text/10973.text","0","Q21401405","http://www.wikidata.org/entity/Q21401405","Dagoberto","","male given name"
"Dagoberto","10973","https://github.com/cpdoc/dhbb/blob/master/text/10973.text","1","Q22968296","http://www.wikidata.org/entity/Q22968296","Dagobert","","frankish prince son of Childeric I"
"Dagoberto","10973","https://github.com/cpdoc/dhbb/blob/master/text/10973.text","2","Q22979283","http://www.wikidata.org/entity/Q22979283","Dagobert","","frankish prince"
"Elimar Damasceno","10974","https://github.com/cpdoc/dhbb/blob/master/text/10974.text","0","Q94787445","http://www.wikidata.org/entity/Q94787445","Elimar Damasceno","Q155","Brazilian politician"
"De Angelis, Ovídio","10975","https://github.com/cpdoc/dhbb/blob/master/text/10975.text","","","","","",""
"Deley","10976","https://github.com/cpdoc/dhbb/blob/master/text/10976.text","0","Q5253617","http://www.wikidata.org/entity/Q5253617","Delei","Q155","Brazilian footballer and manager"
"Deley","10976","https://github.com/cpdoc/dhbb/blob/master/text/10976.text","1","Q37467714","http://www.wikidata.org/entity/Q37467714","Deley","","family name"
"Deley","10976","https://github.com/cpdoc/dhbb/blob/master/text/10976.text","2","Q118848399","http://www.wikidata.org/entity/Q118848399","Deley","Q155",""
"Júlio Delgado","10977","https://github.com/cpdoc/dhbb/blob/master/text/10977.text","0","Q10313418","http://www.wikidata.org/entity/Q10313418","Júlio Delgado","Q155","Brazilian politician"
"Júlio Delgado","10977","https://github.com/cpdoc/dhbb/blob/master/text/10977.text","1","Q40386451","http://www.wikidata.org/entity/Q40386451","Julio Delgado","","researcher"
"Júlio Delgado","10977","https://github.com/cpdoc/dhbb/blob/master/text/10977.text","2","Q102342469","http://www.wikidata.org/entity/Q102342469","Julio Delgado","","Ph.D. Université Pierre-et-Marie-Curie - Paris VI 2005"
"Orlando  Desconsi","10978","https://github.com/cpdoc/dhbb/blob/master/text/10978.text","","","","","",""
"Doutor Benedito Dias","10979","https://github.com/cpdoc/dhbb/blob/master/text/10979.text","","","","","",""
"Armando Carneiro","1098","https://github.com/cpdoc/dhbb/blob/master/text/1098.text","0","Q109239300","http://www.wikidata.org/entity/Q109239300","Armando Carneiro","",""
"Cláudio Dias","10980","https://github.com/cpdoc/dhbb/blob/master/text/10980.text","0","Q16236089","http://www.wikidata.org/entity/Q16236089","Claudio Dias","Q145","English association football player (born 1994)"
"José Carlos Dias","10981","https://github.com/cpdoc/dhbb/blob/master/text/10981.text","0","Q10309086","http://www.wikidata.org/entity/Q10309086","José Carlos Dias","Q155","Brazilian lawyer"
"José Carlos Dias","10981","https://github.com/cpdoc/dhbb/blob/master/text/10981.text","1","Q64846729","http://www.wikidata.org/entity/Q64846729","Jose Carlos Dias Loureiro","Q155","politician from Brazil"
"José Carlos Dias","10981","https://github.com/cpdoc/dhbb/blob/master/text/10981.text","2","Q9013754","http://www.wikidata.org/entity/Q9013754","José Carlos Días","Q155","Brazilian association football player"
"Wellington Dias","10982","https://github.com/cpdoc/dhbb/blob/master/text/10982.text","0","Q7981381","http://www.wikidata.org/entity/Q7981381","Wellington Dias","Q155","Brazilian politician"
"Wellington Dias","10982","https://github.com/cpdoc/dhbb/blob/master/text/10982.text","1","Q7981315","http://www.wikidata.org/entity/Q7981315","Wellington ""Megaton"" Dias","Q155","Brazilian martial artist"
"Wellington Dias","10982","https://github.com/cpdoc/dhbb/blob/master/text/10982.text","2","Q10393367","http://www.wikidata.org/entity/Q10393367","Wellington Vicente Dias","Q155","Brazilian association football player"
"Ronaldo Dimas","10983","https://github.com/cpdoc/dhbb/blob/master/text/10983.text","0","Q10364358","http://www.wikidata.org/entity/Q10364358","Ronaldo Dimas","Q155","Brazilian politician"
"Marisa Almeida Del Diniz’Isola","10984","https://github.com/cpdoc/dhbb/blob/master/text/10984.text","","","","","",""
"Flávio Dino","10985","https://github.com/cpdoc/dhbb/blob/master/text/10985.text","0","Q10283063","http://www.wikidata.org/entity/Q10283063","Flávio Dino","Q155","Brazilian lawyer, former judge, politician and professor; 63rd Governor of Maranhão and Minister of Justice and Public Security of Brazil"
"Flávio Dino","10985","https://github.com/cpdoc/dhbb/blob/master/text/10985.text","1","Q97449107","http://www.wikidata.org/entity/Q97449107","Flávio Dino exonera três servidores no Estado do Maranhão após denúncias de irregularidades","","Wikinews article"
"Cida Diogo","10986","https://github.com/cpdoc/dhbb/blob/master/text/10986.text","0","Q16337201","http://www.wikidata.org/entity/Q16337201","Cida Diogo","Q155","Brazilian politician"
"Carlos Alberto Direito","10987","https://github.com/cpdoc/dhbb/blob/master/text/10987.text","0","Q5041694","http://www.wikidata.org/entity/Q5041694","Carlos Alberto Menezes Direito","Q155","Brazilian judge"
"José Divino","10988","https://github.com/cpdoc/dhbb/blob/master/text/10988.text","0","Q109982437","http://www.wikidata.org/entity/Q109982437","José Divino de Souza","Q155","person identified in the Museu da Pessoa collection"
"José Divino","10988","https://github.com/cpdoc/dhbb/blob/master/text/10988.text","1","Q61879703","http://www.wikidata.org/entity/Q61879703","Jose Divino de Melo","Q155","Brazilian politician"
"Barbosa Carneiro","1099","https://github.com/cpdoc/dhbb/blob/master/text/1099.text","","","","","",""
"Natan Donadon","10990","https://github.com/cpdoc/dhbb/blob/master/text/10990.text","0","Q16337975","http://www.wikidata.org/entity/Q16337975","Natan Donadon","Q155","Brazilian politician"
"Doutor Evilásio","10991","https://github.com/cpdoc/dhbb/blob/master/text/10991.text","","","","","",""
"Doutor Gomes","10992","https://github.com/cpdoc/dhbb/blob/master/text/10992.text","","","","","",""
"Doutor Heleno","10993","https://github.com/cpdoc/dhbb/blob/master/text/10993.text","","","","","",""
"Doutor Hélio","10994","https://github.com/cpdoc/dhbb/blob/master/text/10994.text","0","Q5964218","http://www.wikidata.org/entity/Q5964218","Hélio de Oliveira Santos","Q155","Brazilian politician"
"Doutor Nechar","10995","https://github.com/cpdoc/dhbb/blob/master/text/10995.text","","","","","",""
"Doutor Rosinha","10996","https://github.com/cpdoc/dhbb/blob/master/text/10996.text","","","","","",""
"Doutor Talmir","10997","https://github.com/cpdoc/dhbb/blob/master/text/10997.text","","","","","",""
"Doutor Ubiali","10998","https://github.com/cpdoc/dhbb/blob/master/text/10998.text","0","Q10325312","http://www.wikidata.org/entity/Q10325312","Marco Ubiali","Q155","Brazilian congressman"
"Doutora Clair","10999","https://github.com/cpdoc/dhbb/blob/master/text/10999.text","","","","","",""
"Abi-Ramia, Junot","11","https://github.com/cpdoc/dhbb/blob/master/text/11.text","","","","","",""
"José Maria Alkmin","110","https://github.com/cpdoc/dhbb/blob/master/text/110.text","0","Q678842","http://www.wikidata.org/entity/Q678842","José Maria Alkmin","Q155","Vice-President of Brazil (1901-1974)"
"Carlos Da Silveira Carneiro","1100","https://github.com/cpdoc/dhbb/blob/master/text/1100.text","","","","","",""
"Mariângela Duarte","11000","https://github.com/cpdoc/dhbb/blob/master/text/11000.text","0","Q97013750","http://www.wikidata.org/entity/Q97013750","Mariângela Duarte","Q155",""
"Carlos Dunga","11001","https://github.com/cpdoc/dhbb/blob/master/text/11001.text","0","Q24691753","http://www.wikidata.org/entity/Q24691753","Carlos Dunga","Q155","Brazilian politician"
"Carlos Dunga","11001","https://github.com/cpdoc/dhbb/blob/master/text/11001.text","1","Q215890","http://www.wikidata.org/entity/Q215890","Dunga","Q155","Brazilian association football player and manager"
"Paulo Duque","11002","https://github.com/cpdoc/dhbb/blob/master/text/11002.text","0","Q10346556","http://www.wikidata.org/entity/Q10346556","Paulo Duque","Q155","Brazilian politician"
"D’Ávila, Manuela","11003","https://github.com/cpdoc/dhbb/blob/master/text/11003.text","","","","","",""
"Sampaio Dória","11004","https://github.com/cpdoc/dhbb/blob/master/text/11004.text","","","","","",""
"José Edmar","11005","https://github.com/cpdoc/dhbb/blob/master/text/11005.text","0","Q28678431","http://www.wikidata.org/entity/Q28678431","José Edmar","Q155","politician"
"José Edmar","11005","https://github.com/cpdoc/dhbb/blob/master/text/11005.text","1","Q16337685","http://www.wikidata.org/entity/Q16337685","José Edmar Brito Miranda","Q155","Brazilian politician"
"Carlos Eduardo","11006","https://github.com/cpdoc/dhbb/blob/master/text/11006.text","0","Q30144585","http://www.wikidata.org/entity/Q30144585","Carlos Eduardo","","male given name"
"Carlos Eduardo","11006","https://github.com/cpdoc/dhbb/blob/master/text/11006.text","1","Q17859502","http://www.wikidata.org/entity/Q17859502","Carlos Eduardo","","Wikimedia disambiguation page"
"Carlos Eduardo","11006","https://github.com/cpdoc/dhbb/blob/master/text/11006.text","2","Q16337074","http://www.wikidata.org/entity/Q16337074","Carlos Eduardo Alves","Q155","Brazilian politician"
"José Carlos Elias","11007","https://github.com/cpdoc/dhbb/blob/master/text/11007.text","0","Q109982413","http://www.wikidata.org/entity/Q109982413","José Carlos Elias","Q155","person identified in the Museu da Pessoa collection"
"José Carlos Elias","11007","https://github.com/cpdoc/dhbb/blob/master/text/11007.text","1","Q64847633","http://www.wikidata.org/entity/Q64847633","José Carlos Elias","Q155","politician from Brazil"
"Hélio Esteves","11008","https://github.com/cpdoc/dhbb/blob/master/text/11008.text","","","","","",""
"Luís Estevão","11009","https://github.com/cpdoc/dhbb/blob/master/text/11009.text","0","Q10321409","http://www.wikidata.org/entity/Q10321409","Luís Estêvão","Q155","Brazilian politician"
"Dias Carneiro","1101","https://github.com/cpdoc/dhbb/blob/master/text/1101.text","","","","","",""
"Fernando Estima","11010","https://github.com/cpdoc/dhbb/blob/master/text/11010.text","","","","","",""
"Pedro Eugênio","11011","https://github.com/cpdoc/dhbb/blob/master/text/11011.text","0","Q18279757","http://www.wikidata.org/entity/Q18279757","Pedro Eugênio","Q155","Brazilian politician"
"Pedro Eugênio","11011","https://github.com/cpdoc/dhbb/blob/master/text/11011.text","1","Q7159566","http://www.wikidata.org/entity/Q7159566","Pedro Eugénio","Q45","Portuguese footballer"
"Pedro Eugênio","11011","https://github.com/cpdoc/dhbb/blob/master/text/11011.text","2","Q19927663","http://www.wikidata.org/entity/Q19927663","Pedro Eugenio","","Wikimedia disambiguation page"
"Fernando De Fabinho","11012","https://github.com/cpdoc/dhbb/blob/master/text/11012.text","0","Q106545137","http://www.wikidata.org/entity/Q106545137","Fernando de Fabinho","Q155","Brazilian broadcaster, businessman and politician, former federal deputy, vice-mayor of Feira de Santana"
"Rui Falcão","11013","https://github.com/cpdoc/dhbb/blob/master/text/11013.text","0","Q7378706","http://www.wikidata.org/entity/Q7378706","Rui Falcão","Q155","Brazilian politician"
"Rui Falcão","11013","https://github.com/cpdoc/dhbb/blob/master/text/11013.text","1","Q19767234","http://www.wikidata.org/entity/Q19767234","Rui Falcão defende a volta do PT às origens e às bandeiras históricas","","Wikinews article"
"Orlando Fantazzini","11014","https://github.com/cpdoc/dhbb/blob/master/text/11014.text","0","Q10341535","http://www.wikidata.org/entity/Q10341535","Orlando Fantazzini","Q155","Brazilian lawyer"
"Fabio Faria","11015","https://github.com/cpdoc/dhbb/blob/master/text/11015.text","0","Q10279146","http://www.wikidata.org/entity/Q10279146","Fabio Faria","Q155","Brazilian politician"
"Fabio Faria","11015","https://github.com/cpdoc/dhbb/blob/master/text/11015.text","1","Q961514","http://www.wikidata.org/entity/Q961514","Fábio Faria","Q45","Portuguese footballer"
"Fabio Faria","11015","https://github.com/cpdoc/dhbb/blob/master/text/11015.text","2","Q16337440","http://www.wikidata.org/entity/Q16337440","Fábio Faria de Souza","Q45","Portuguese association football player"
"Luís Fernando Faria","11016","https://github.com/cpdoc/dhbb/blob/master/text/11016.text","","","","","",""
"Beto Faro","11017","https://github.com/cpdoc/dhbb/blob/master/text/11017.text","0","Q48871854","http://www.wikidata.org/entity/Q48871854","Beto Faro","Q155","Brazilian politician"
"Clóvis Fecury","11018","https://github.com/cpdoc/dhbb/blob/master/text/11018.text","0","Q16337286","http://www.wikidata.org/entity/Q16337286","Clóvis Fecury","Q155","Brazilian politician"
"Chiquinho Feitosa","11019","https://github.com/cpdoc/dhbb/blob/master/text/11019.text","","","","","",""
"Dirceu Carneiro","1102","https://github.com/cpdoc/dhbb/blob/master/text/1102.text","0","Q10266728","http://www.wikidata.org/entity/Q10266728","Dirceu Carneiro","Q155","Brazilian politician"
"Walter Feldman","11020","https://github.com/cpdoc/dhbb/blob/master/text/11020.text","0","Q10393070","http://www.wikidata.org/entity/Q10393070","Walter Feldman","Q155","Brazilian politician"
"Walter Feldman","11020","https://github.com/cpdoc/dhbb/blob/master/text/11020.text","1","Q77353210","http://www.wikidata.org/entity/Q77353210","Walter Feldman","Q30","American illustrator"
"Walter Feldman","11020","https://github.com/cpdoc/dhbb/blob/master/text/11020.text","2","Q30728768","http://www.wikidata.org/entity/Q30728768","Walter Feldmann","Q39","Swiss composer"
"Damião Feliciano","11021","https://github.com/cpdoc/dhbb/blob/master/text/11021.text","0","Q10263827","http://www.wikidata.org/entity/Q10263827","Damião Feliciano","Q155","Brazilian physician and politician"
"Jorge Armando Felix","11022","https://github.com/cpdoc/dhbb/blob/master/text/11022.text","0","Q10308051","http://www.wikidata.org/entity/Q10308051","Jorge Armando Felix","Q155","Brazilian economist"
"José Eduardo Martins Felicio","11023","https://github.com/cpdoc/dhbb/blob/master/text/11023.text","","","","","",""
"João Antônio Felício","11024","https://github.com/cpdoc/dhbb/blob/master/text/11024.text","0","Q66759761","http://www.wikidata.org/entity/Q66759761","João Antonio Felicio","Q155","Brazilian trade unionist (1950-2020)"
"Dino Fernandes","11025","https://github.com/cpdoc/dhbb/blob/master/text/11025.text","","","","","",""
"Pedro Fernandes","11026","https://github.com/cpdoc/dhbb/blob/master/text/11026.text","0","Q10347447","http://www.wikidata.org/entity/Q10347447","Pedro Fernandes","Q45","Portuguese actor"
"Pedro Fernandes","11026","https://github.com/cpdoc/dhbb/blob/master/text/11026.text","1","Q10347448","http://www.wikidata.org/entity/Q10347448","Pedro Fernandes","Q155","Brazilian politician"
"Pedro Fernandes","11026","https://github.com/cpdoc/dhbb/blob/master/text/11026.text","2","Q30122197","http://www.wikidata.org/entity/Q30122197","Pedro Fernandes","Q45","association football player"
"Teresinha Fernandes","11027","https://github.com/cpdoc/dhbb/blob/master/text/11027.text","","","","","",""
"Ricardo Ferraço","11028","https://github.com/cpdoc/dhbb/blob/master/text/11028.text","0","Q10361128","http://www.wikidata.org/entity/Q10361128","Ricardo Ferraço","Q155","Brazilian politician"
"Ben Ferreira-Hur","11029","https://github.com/cpdoc/dhbb/blob/master/text/11029.text","","","","","",""
"Enéas Carneiro","1103","https://github.com/cpdoc/dhbb/blob/master/text/1103.text","0","Q246903","http://www.wikidata.org/entity/Q246903","Enéas Carneiro","Q155","Brazilian politician (1938–2007)"
"Juca Ferreira","11030","https://github.com/cpdoc/dhbb/blob/master/text/11030.text","0","Q10312682","http://www.wikidata.org/entity/Q10312682","Juca Ferreira","Q155","Brazilian politician"
"Juca Ferreira","11030","https://github.com/cpdoc/dhbb/blob/master/text/11030.text","1","Q17896286","http://www.wikidata.org/entity/Q17896286","Juca Ferreira é nomeado Ministro da Cultura no Brasil","","Wikinews article"
"Juvenil","11031","https://github.com/cpdoc/dhbb/blob/master/text/11031.text","0","Q1516282","http://www.wikidata.org/entity/Q1516282","juvenile","","individual organism that has not yet reached its adult form, sexual maturity, size; if transition from juvenile to fully mature is a more prolonged process (puberty for example), then individuals during this period are sometimes called subadults"
"Juvenil","11031","https://github.com/cpdoc/dhbb/blob/master/text/11031.text","1","Q10268074","http://www.wikidata.org/entity/Q10268074","Domingos Juvenil","Q155","Brazilian politician"
"Juvenil","11031","https://github.com/cpdoc/dhbb/blob/master/text/11031.text","2","Q115990422","http://www.wikidata.org/entity/Q115990422","Juvenil","","sardana by Josep Maria Bernat i Colomina"
"Pastor Manuel Ferreira","11032","https://github.com/cpdoc/dhbb/blob/master/text/11032.text","","","","","",""
"Dalva Figueiredo","11033","https://github.com/cpdoc/dhbb/blob/master/text/11033.text","0","Q10263803","http://www.wikidata.org/entity/Q10263803","Dalva Figueiredo","Q155","Brazilian politician"
"Tadeu Filippelli","11034","https://github.com/cpdoc/dhbb/blob/master/text/11034.text","0","Q10377777","http://www.wikidata.org/entity/Q10377777","Tadeu Filippelli","Q155","Brazilian politician"
"Demian Fiocca","11035","https://github.com/cpdoc/dhbb/blob/master/text/11035.text","0","Q10264945","http://www.wikidata.org/entity/Q10264945","Demian Fiocca","Q155","Brazilian economist"
"Henrique Fontana","11036","https://github.com/cpdoc/dhbb/blob/master/text/11036.text","0","Q10294757","http://www.wikidata.org/entity/Q10294757","Herique Fontana","Q155","Brazilian physician"
"Paulo Sérgio De Noronha Fontana","11037","https://github.com/cpdoc/dhbb/blob/master/text/11037.text","","","","","",""
"Eduardo Fonte","11038","https://github.com/cpdoc/dhbb/blob/master/text/11038.text","0","Q29646277","http://www.wikidata.org/entity/Q29646277","Eduardo Fontecilla","Q298","Chilean athlete"
"Eduardo Fonte","11038","https://github.com/cpdoc/dhbb/blob/master/text/11038.text","1","Q54087051","http://www.wikidata.org/entity/Q54087051","Eduardo Fontenelle","Q155",""
"Cláudio Lemos Fonteles","11039","https://github.com/cpdoc/dhbb/blob/master/text/11039.text","0","Q9786379","http://www.wikidata.org/entity/Q9786379","Claudio Lemos Fonteles","Q155","Brazilian jurist; Prosecutor General of the Brazilian Republic"
"Francisco Carneiro","1104","https://github.com/cpdoc/dhbb/blob/master/text/1104.text","0","Q104492702","http://www.wikidata.org/entity/Q104492702","Francisco Carneiro","Q45670","Portuguese nobleman, scribe of Casa da Índia"
