lemma,poscode,surface
despachante,3,despachante
despachante aduaneiro,3,despachante aduaneiro
despachante operacional de voo,3,despachante operacional de voo
despenseiro,3,despenseiro
detetive,3,detetive
detetive particular,3,detetive particular
diplomata,3,diplomata
diretor,3,diretor
diretor da agência brasileira de inteligência,3,diretor da agência brasileira de inteligência
diretor da agência nacional,3,diretor da agência nacional
diretor de criação,3,diretor de criação
diretor do departamento administrativo do serviço público,3,diretor do departamento administrativo do serviço público
diretor do departamento de imprensa e propaganda,3,diretor do departamento de imprensa e propaganda
diretor do departamento de polícia federal,3,diretor do departamento de polícia federal
diretor do departamento de propaganda e difusão cultural,3,diretor do departamento de propaganda e difusão cultural
diretor do departamento federal de segurança pública,3,diretor do departamento federal de segurança pública
diretor do departamento nacional de propaganda,3,diretor do departamento nacional de propaganda
diretor do itamaraty,3,diretor do itamaraty
diretor-geral da abin,3,diretor-geral da abin
diretor-geral do departamento de polícia federal,3,diretor-geral do departamento de polícia federal
documentalista,3,documentalista
dona de casa,3,dona de casa
economista,3,economista
educador social,3,educador social
eletricista,3,eletricista
embaixador,3,embaixador
embaixador estrangeiro,3,embaixador estrangeiro
empregado doméstico,3,empregado doméstico
empresário,3,empresário
encarregado de negócios brasil-eua,3,encarregado de negócios brasil-eua
engenheiro,3,engenheiro
engenheiro agrônomo,3,engenheiro agrônomo
engraxate,3,engraxate
enófilo,3,enófilo
escritor,3,escritor
especialista,3,especialista
estancieiro,3,estancieiro
estatístico,3,estatístico
estilista,3,estilista
faxineira,3,faxineira
ferramenteiro,3,ferramenteiro
ferreiro,3,ferreiro
filmotecário,3,filmotecário
fiscal tributário,3,fiscal tributário
fisiatra,3,fisiatra
flanelinha,3,flanelinha
fotógrafo,3,fotógrafo
freelancer,3,freelancer
funileiro,3,funileiro
futebolista,3,futebolista
gari,3,gari
garota de programa,3,garota de programa
garrafeiro,3,garrafeiro
geógrafo,3,geógrafo
geólogo,3,geólogo
gerente,3,gerente
ghost-writer,3,ghost-writer
governador,3,governador
governador militar,3,governador militar
governo militar,3,governo militar
grumete,3,grumete
guarda de caça,3,guarda de caça
guarda-costas,3,guarda-costas
hidrógrafo,3,hidrógrafo
imediato,3,imediato
imperador,3,imperador
inspetor militar,3,inspetor militar
intelectual,3,intelectual
interventor,3,interventor
jardineiro,3,jardineiro
jóquei,3,jóquei
jornalista,3,jornalista
juiz,3,juiz
juiz auditor militar,3,juiz auditor militar
juiz de alçada,3,juiz de alçada
juiz do trabalho,3,juiz do trabalho
juiz do tribunal de segurança nacional,3,juiz do tribunal de segurança nacional
juiz eleitoral,3,juiz eleitoral
juiz federal,3,juiz federal
juiz militar,3,juiz militar
juiz relator,3,juiz relator
juiz revisor,3,juiz revisor
jurista,3,jurista
leão de chácara,3,leão de chácara
legista,3,legista
leiteiro,3,leiteiro
lenhador,3,lenhador
líder de movimento,3,líder de movimento
locutor,3,locutor
magistrado,3,magistrado
manicure,3,manicure
manobrista,3,manobrista
marchand,3,marchand
mecânico,3,mecânico
médico,3,médico
médico do trabalho,3,médico do trabalho
meirinho,3,meirinho
membro da coluna prestes,3,membro da coluna prestes
membro de junta governativa,3,membro de junta governativa
membro de junta militar,3,membro de junta militar
mercador,3,mercador
mercenário,3,mercenário
mestre cervejeiro,3,mestre cervejeiro
mestre de obras,3,mestre de obras
mestre-cuca,3,mestre-cuca
metalurgista,3,metalurgista
militar,3,militar
ministro,3,ministro
ministro da ação social,3,ministro da ação social
ministro da administração,3,ministro da administração
ministro da administração federal e reforma do estado,3,ministro da administração federal e reforma do estado
ministro da aeronáutica,3,ministro da aeronáutica
ministro da agricultura,3,ministro da agricultura
ministro da assistência social,3,ministro da assistência social
ministro da casa civil da presidência da república,3,ministro da casa civil da presidência da república
ministro da casa militar da presidência da república,3,ministro da casa militar da presidência da república
ministro da ciência e tecnologia,3,ministro da ciência e tecnologia
ministro da controladoria geral da união,3,ministro da controladoria geral da união
ministro da criança,3,ministro da criança
ministro da cultura,3,ministro da cultura
ministro da defesa,3,ministro da defesa
ministro da desburocratização,3,ministro da desburocratização
ministro da economia,3,ministro da economia
ministro da educação,3,ministro da educação
ministro da fazenda,3,ministro da fazenda
ministro da guerra,3,ministro da guerra
ministro da indústria e comércio,3,ministro da indústria e comércio
"ministro da indústria, comércio e turismo",3,"ministro da indústria, comércio e turismo"
"ministro da indústria, viação e obras públicas",3,"ministro da indústria, viação e obras públicas"
ministro da infraestrutura,3,ministro da infraestrutura
ministro da integração nacional,3,ministro da integração nacional
ministro da irrigação,3,ministro da irrigação
ministro da justiça,3,ministro da justiça
ministro da marinha,3,ministro da marinha
ministro da pesca,3,ministro da pesca
ministro da política fundiária e do desenvolvimento agrário,3,ministro da política fundiária e do desenvolvimento agrário
ministro da previdência e assistência social,3,ministro da previdência e assistência social
ministro da reforma e do desenvolvimento agrário,3,ministro da reforma e do desenvolvimento agrário
ministro da reforma institucional,3,ministro da reforma institucional
ministro da saúde,3,ministro da saúde
ministro da secretaria de comunicação da presidência da república,3,ministro da secretaria de comunicação da presidência da república
ministro da secretaria geral da presidência da república,3,ministro da secretaria geral da presidência da república
ministro da viação e obras públicas,3,ministro da viação e obras públicas
ministro das cidades,3,ministro das cidades
ministro das comunicações,3,ministro das comunicações
ministro das minas e energia,3,ministro das minas e energia
ministro das relações exteriores,3,ministro das relações exteriores
ministro de assuntos estratégicos,3,ministro de assuntos estratégicos
ministro de assuntos fundiários,3,ministro de assuntos fundiários
ministro de coordenação de assuntos políticos,3,ministro de coordenação de assuntos políticos
ministro de coordenação dos organismos regionais,3,ministro de coordenação dos organismos regionais
ministro de direitos humanos,3,ministro de direitos humanos
ministro de instrução pública,3,ministro de instrução pública
ministro de orçamento e gestão,3,ministro de orçamento e gestão
ministro de política fundiária e desenvolvimento agrário,3,ministro de política fundiária e desenvolvimento agrário
ministro de projetos especiais,3,ministro de projetos especiais
ministro de relações institucionais,3,ministro de relações institucionais
ministro de viação e obras públicas,3,ministro de viação e obras públicas
ministro do bem-estar social,3,ministro do bem-estar social
ministro do desenvolvimento agrário,3,ministro do desenvolvimento agrário
ministro do desenvolvimento social e combate à fome,3,ministro do desenvolvimento social e combate à fome
ministro do desenvolvimento urbano e meio ambiente,3,ministro do desenvolvimento urbano e meio ambiente
"ministro do desenvolvimento, indústria e comércio",3,"ministro do desenvolvimento, indústria e comércio"
ministro do esporte e turismo,3,ministro do esporte e turismo
ministro do exército,3,ministro do exército
ministro do gabinete de segurança institucional da presidência da república,3,ministro do gabinete de segurança institucional da presidência da república
ministro do gabinete militar da presidência da república,3,ministro do gabinete militar da presidência da república
ministro do interior,3,ministro do interior
ministro do meio ambiente,3,ministro do meio ambiente
ministro do orçamento e gestão,3,ministro do orçamento e gestão
ministro do planejamento,3,ministro do planejamento
ministro do superior tribunal de justiça,3,ministro do superior tribunal de justiça
ministro do supremo tribunal federal,3,ministro do supremo tribunal federal
ministro do supremo tribunal militar,3,ministro do supremo tribunal militar
ministro do trabalho,3,ministro do trabalho
ministro do tribunal de contas,3,ministro do tribunal de contas
ministro do tribunal superior eleitoral,3,ministro do tribunal superior eleitoral
ministro do turismo,3,ministro do turismo
ministro dos portos,3,ministro dos portos
ministro dos transportes,3,ministro dos transportes
ministro extraordinário de assuntos estratégicos,3,ministro extraordinário de assuntos estratégicos
ministro extraordinário de coordenação de assuntos políticos,3,ministro extraordinário de coordenação de assuntos políticos
ministro extraordinário de esportes,3,ministro extraordinário de esportes
ministro extraordinário de projetos especiais,3,ministro extraordinário de projetos especiais
ministro extraordinário de reforma institucional,3,ministro extraordinário de reforma institucional
ministro extraordinário de segurança alimentar e combate à fome,3,ministro extraordinário de segurança alimentar e combate à fome
ministro extraordinário para a coordenação dos organismos regionais,3,ministro extraordinário para a coordenação dos organismos regionais
modelista,3,modelista
modelo,3,modelo
moleiro,3,moleiro
mordomo,3,mordomo
museólogo,3,museólogo
neurocientista,3,neurocientista
numismata,3,numismata
odontólogo,3,odontólogo
oficial de chancelaria,3,oficial de chancelaria
oficial de justiça,3,oficial de justiça
oficial de registro,3,oficial de registro
olheiro,3,olheiro
ombudsman,3,ombudsman
operador de caixa,3,operador de caixa
operador de controle,3,operador de controle
operador de instalações,3,operador de instalações
operador de revisão e venda,3,operador de revisão e venda
operador de telemarketing,3,operador de telemarketing
optometrista,3,optometrista
ouvidor,3,ouvidor
paralegal,3,paralegal
participante da coluna prestes,3,participante da coluna prestes
participante da revolta de aragarças,3,participante da revolta de aragarças
participante da revolta de jacareacanga,3,participante da revolta de jacareacanga
participante da revolta do contestado,3,participante da revolta do contestado
participante de revolta,3,participante de revolta
participante de revolução,3,participante de revolução
participante do atentado da rua toneleros,3,participante do atentado da rua toneleros
participante do movimento abolicionista,3,participante do movimento abolicionista
participante do movimento anarquista,3,participante do movimento anarquista
participante do movimento católico,3,participante do movimento católico
participante do movimento comunista,3,participante do movimento comunista
participante do movimento feminista,3,participante do movimento feminista
participante do movimento integralista,3,participante do movimento integralista
participante do movimento operário,3,participante do movimento operário
participante do movimento republicano,3,participante do movimento republicano
participante do movimento socialista,3,participante do movimento socialista
participante do movimento tenentista,3,participante do movimento tenentista
peão,3,peão
pecuarista,3,pecuarista
pedreiro,3,pedreiro
perfumista,3,perfumista
perito judicial,3,perito judicial
pesquisador,3,pesquisador
piloto,3,piloto
pintor,3,pintor
político,3,político
porta-voz,3,porta-voz
porteiro,3,porteiro
preceptor,3,preceptor
prefeito,3,prefeito
presidente da confederação nacional dos bispos do brasil,3,presidente da confederação nacional dos bispos do brasil
presidente da federação das indústrias do estado de são paulo,3,presidente da federação das indústrias do estado de são paulo
presidente da petrobras,3,presidente da petrobras
presidente da petrobrás,3,presidente da petrobrás
presidente da república,3,presidente da república
presidente da união nacional dos estudantes,3,presidente da união nacional dos estudantes
presidente de entidade,3,presidente de entidade
presidente do banco central,3,presidente do banco central
presidente do banco do brasil,3,presidente do banco do brasil
presidente do banco nacional da habitação,3,presidente do banco nacional da habitação
presidente do banco nacional do desenvolvimento econômico,3,presidente do banco nacional do desenvolvimento econômico
presidente do banco nacional do desenvolvimento econômico e social,3,presidente do banco nacional do desenvolvimento econômico e social
presidente do centro das indústrias do estado de são paulo,3,presidente do centro das indústrias do estado de são paulo
presidente do instituto brasileiro do café,3,presidente do instituto brasileiro do café
presidente do instituto de aposentadoria e pensões dos comerciários,3,presidente do instituto de aposentadoria e pensões dos comerciários
presidente do instituto nacional de previdência social,3,presidente do instituto nacional de previdência social
primeiro ministro,3,primeiro ministro
procurador-geral da república,3,procurador-geral da república
produtor cultural,3,produtor cultural
produtor de eventos,3,produtor de eventos
professor,3,professor
profissional da comunicação social,3,profissional da comunicação social
profissional da cultura,3,profissional da cultura
profissional da saúde,3,profissional da saúde
profissional da segurança pública,3,profissional da segurança pública
profissional da televisão,3,profissional da televisão
profissional de biblioteconomia,3,profissional de biblioteconomia
profissional de educação,3,profissional de educação
profissional de engenharia,3,profissional de engenharia
profissional de hotelaria,3,profissional de hotelaria
profissional de música,3,profissional de música
profissional do cinema,3,profissional do cinema
profissional do direito,3,profissional do direito
profissional do esporte,3,profissional do esporte
profissional do rádio,3,profissional do rádio
profissional do teatro,3,profissional do teatro
profissional do turismo,3,profissional do turismo
promotor de evento,3,promotor de evento
promotor de justiça,3,promotor de justiça
publicitário,3,publicitário
queijeiro,3,queijeiro
radialista,3,radialista
radiotelefonista,3,radiotelefonista
radiotelegrafista,3,radiotelegrafista
reitor,3,reitor
religioso,3,religioso
relojoeiro,3,relojoeiro
repórter cinematográfico,3,repórter cinematográfico
representante de classe,3,representante de classe
revendedor,3,revendedor
revisor de textos,3,revisor de textos
revoltoso,3,revoltoso
revoltoso de aragarças,3,revoltoso de aragarças
revoltoso de jacareacanga,3,revoltoso de jacareacanga
revolucionário,3,revolucionário
roteiristas,3,roteiristas
salva-vidas,3,salva-vidas
sanitarista,3,sanitarista
secretário de administração federal,3,secretário de administração federal
secretário de agricultura e pesca,3,secretário de agricultura e pesca
secretário de assuntos estratégicos,3,secretário de assuntos estratégicos
secretário de ciência e tecnologia,3,secretário de ciência e tecnologia
secretário de comunicação,3,secretário de comunicação
secretário de comunicação social da presidência da república,3,secretário de comunicação social da presidência da república
secretário de coordenação política e assuntos institucionais,3,secretário de coordenação política e assuntos institucionais
secretário de cultura,3,secretário de cultura
secretário de desportos,3,secretário de desportos
secretário de direitos humanos,3,secretário de direitos humanos
"secretário de estado da agricultura, comércio e obras públicas",3,"secretário de estado da agricultura, comércio e obras públicas"
secretário de imprensa e divulgação da presidência da república,3,secretário de imprensa e divulgação da presidência da república
secretário de meio ambiente,3,secretário de meio ambiente
secretário de planejamento,3,secretário de planejamento
secretário de planejamento de longo prazo,3,secretário de planejamento de longo prazo
secretário de políticas de promoção da igualdade racial,3,secretário de políticas de promoção da igualdade racial
secretário de políticas para as mulheres,3,secretário de políticas para as mulheres
secretário de relações institucionais,3,secretário de relações institucionais
secretário do conselho de desenvolvimento econômico e social,3,secretário do conselho de desenvolvimento econômico e social
secretário do conselho técnico de economia e finanças,3,secretário do conselho técnico de economia e finanças
secretário nacional de direitos humanos,3,secretário nacional de direitos humanos
secretário-geral,3,secretário-geral
secretário-geral da conferência nacional dos bispos do brasil,3,secretário-geral da conferência nacional dos bispos do brasil
secretário-geral da presidência da república,3,secretário-geral da presidência da república
senador,3,senador
servidor público,3,servidor público
sigilógrafo,3,sigilógrafo
sindicalista,3,sindicalista
soldado,3,soldado
solicitador,3,solicitador
superintendente da sudene,3,superintendente da sudene
superintendente da sumoc,3,superintendente da sumoc
supervisor,3,supervisor
tapeceiro,3,tapeceiro
técnico administrativo,3,técnico administrativo
técnico de farmácia,3,técnico de farmácia
técnico de hotelaria,3,técnico de hotelaria
técnico em administração,3,técnico em administração
técnico em eletroeletrônica,3,técnico em eletroeletrônica
técnico em enfermagem,3,técnico em enfermagem
técnico em enfermagem do trabalho,3,técnico em enfermagem do trabalho
técnico em hidrologia,3,técnico em hidrologia
técnico em instrumentação,3,técnico em instrumentação
técnico em regulação,3,técnico em regulação
técnico judiciário,3,técnico judiciário
técnico jurídico,3,técnico jurídico
tesoureiro,3,tesoureiro
vice-governador,3,vice-governador
vice-presidente da república,3,vice-presidente da república
ministra chefe da casa civil,3,ministra chefe da casa civil
ministra da casa civil,3,ministra da casa civil
ministra do meio ambiente,3,ministra do meio ambiente
ministro stf,3,ministro stf
ministro da casa civil josé dirceu,3,ministro da casa civil josé dirceu
ministro da defesa nélson jobim,3,ministro da defesa nélson jobim
ministro de minas e energia,3,ministro de minas e energia
ministros da justiça dos países ibero-americanos,3,ministros da justiça dos países ibero-americanos
ministros das relações exteriores americanos,3,ministros das relações exteriores americanos
ministros das relações exteriores das américas,3,ministros das relações exteriores das américas
ministros das relações exteriores das repúblicas americanas,3,ministros das relações exteriores das repúblicas americanas
ministros de estado,3,ministros de estado
ministros do trabalho dos estados da américa,3,ministros do trabalho dos estados da américa
president of brazil,3,president of brazil
presidente da comissão estadual de promoção do artesanato,3,presidente da comissão estadual de promoção do artesanato
presidente da comissão parlamentar de inquérito,3,presidente da comissão parlamentar de inquérito
presidente da comissão de agricultura,3,presidente da comissão de agricultura
presidente da comissão de constituição,3,presidente da comissão de constituição
presidente da comissão de desenvolvimento do vale,3,presidente da comissão de desenvolvimento do vale
presidente da comissão de finanças e tributação,3,presidente da comissão de finanças e tributação
presidente da comissão de fiscalização,3,presidente da comissão de fiscalização
presidente da comissão de fiscalização financeira,3,presidente da comissão de fiscalização financeira
presidente da comissão de minas e energia,3,presidente da comissão de minas e energia
presidente da comissão de saúde e saneamento,3,presidente da comissão de saúde e saneamento
presidente da comissão de transportes,3,presidente da comissão de transportes
presidente da companhia elétrica caiuá,3,presidente da companhia elétrica caiuá
presidente da companhia energética,3,presidente da companhia energética
presidente da companhia nacional de borrachas,3,presidente da companhia nacional de borrachas
presidente da companhia siderúrgica nacional,3,presidente da companhia siderúrgica nacional
presidente da companhia de crédito e financiamento,3,presidente da companhia de crédito e financiamento
presidente da companhia de desenvolvimento de londrina,3,presidente da companhia de desenvolvimento de londrina
presidente da companhia de saneamento do paraná,3,presidente da companhia de saneamento do paraná
presidente da companhia de água,3,presidente da companhia de água
presidente da confederação batista fluminense,3,presidente da confederação batista fluminense
presidente da confederação católica arquidiocesana,3,presidente da confederação católica arquidiocesana
presidente da federação alagoana de desportos,3,presidente da federação alagoana de desportos
presidente da federação maranhense de tênis,3,presidente da federação maranhense de tênis
presidente da federação nacional das empresas de seguros privados,3,presidente da federação nacional das empresas de seguros privados
presidente da federação das indústrias do estado,3,presidente da federação das indústrias do estado
presidente da fundação armando álvares penteado,3,presidente da fundação armando álvares penteado
presidente da fundação cultural,3,presidente da fundação cultural
presidente da fundação escola nacional de seguros,3,presidente da fundação escola nacional de seguros
presidente da fundação josé pedro de oliveira,3,presidente da fundação josé pedro de oliveira
presidente da fundação moinho santista,3,presidente da fundação moinho santista
presidente da fundação núcleo de tecnologia industrial,3,presidente da fundação núcleo de tecnologia industrial
presidente da fundação de ação social,3,presidente da fundação de ação social
presidente da organização das voluntárias de goiás,3,presidente da organização das voluntárias de goiás
presidente do banco do estado de pernambuco,3,presidente do banco do estado de pernambuco
presidente do banco do estado do paraná,3,presidente do banco do estado do paraná
presidente do clube militar,3,presidente do clube militar
presidente do clube naval,3,presidente do clube naval
presidente do clube político beneficente,3,presidente do clube político beneficente
presidente do diretório acadêmico artur bernardes,3,presidente do diretório acadêmico artur bernardes
presidente do ibiraçu esporte clube,3,presidente do ibiraçu esporte clube
presidente do maringá golf clube,3,presidente do maringá golf clube
presidentes secionais,3,presidentes secionais
presidentes de assembleias legislativas,3,presidentes de assembleias legislativas
presidentes dos tribunais de justiça,3,presidentes dos tribunais de justiça
presidência da república,3,presidência da república
presos políticos,3,presos políticos
prefeito empreendedor,3,prefeito empreendedor
prefeito de osasco,3,prefeito de osasco
procurador regional da república,3,procurador regional da república
procurador da companhia de habitação popular,3,procurador da companhia de habitação popular
procuradores-gerais das províncias do brasil,3,procuradores-gerais das províncias do brasil
professor da academia militar das agulhas negras,3,professor da academia militar das agulhas negras
professor da escola de administração de empresas,3,professor da escola de administração de empresas
professor da fundação centro nacional de segurança,3,professor da fundação centro nacional de segurança
professor da fundação getulio vargas,3,professor da fundação getulio vargas
professora bernadete aparecida ramos,3,professora bernadete aparecida ramos
professores católicos,3,professores católicos
relator da representação,3,relator da representação
representante da confederação nacional da indústria,3,representante da confederação nacional da indústria
representante do banco do brasil,3,representante do banco do brasil
representante do brasil,3,representante do brasil
sargento da aeronáutica,3,sargento da aeronáutica
secretário,3,secretário
secretário geral da presidência luís dulci,3,secretário geral da presidência luís dulci
secretário municipal de cultura de araguaína,3,secretário municipal de cultura de araguaína
secretário nacional de fazenda,3,secretário nacional de fazenda
secretário da comissão de reparação de guerra,3,secretário da comissão de reparação de guerra
secretário da confederação nacional da indústria,3,secretário da confederação nacional da indústria
secretário de administração,3,secretário de administração
secretário de administração da prefeitura de brasília,3,secretário de administração da prefeitura de brasília
secretário de agricultura,3,secretário de agricultura
secretário de desenvolvimento urbano do paraná,3,secretário de desenvolvimento urbano do paraná
secretário de interiorização do estado da paraíba,3,secretário de interiorização do estado da paraíba
secretário de obras de piracicaba,3,secretário de obras de piracicaba
secretário de organização,3,secretário de organização
secretário de planejamento de goiás,3,secretário de planejamento de goiás
secretário de planejamento de salvador,3,secretário de planejamento de salvador
secretário de planejamento do acre,3,secretário de planejamento do acre
secretário do departamento de assistência social,3,secretário do departamento de assistência social
secretário do interior,3,secretário do interior
secretário do planejamento,3,secretário do planejamento
secretário-geral da diretoria geral de saneamento,3,secretário-geral da diretoria geral de saneamento
secretários de estados do brasil,3,secretários de estados do brasil
servidor público estadual,3,servidor público estadual
servidores municipais,3,servidores municipais
servidores públicos,3,servidores públicos
servidores públicos do brasil,3,servidores públicos do brasil
servidores de rondônia,3,servidores de rondônia
servidores do estado,3,servidores do estado
servidores do estado da guanabara,3,servidores do estado da guanabara
servidores do estado do amazonas,3,servidores do estado do amazonas
servidores do estado do paraná,3,servidores do estado do paraná
subchefe de planejamento administrativo,3,subchefe de planejamento administrativo
superintendente da fundação cultural,3,superintendente da fundação cultural
superintendente da fundação de desenvolvimento do estado,3,superintendente da fundação de desenvolvimento do estado
superintendente da superintendência do desenvolvimento,3,superintendente da superintendência do desenvolvimento
suplente da comissão de agricultura,3,suplente da comissão de agricultura
suplente da comissão de constituição e justiça,3,suplente da comissão de constituição e justiça
suplente da comissão de trabalho,3,suplente da comissão de trabalho
suplente da comissão de viação e transportes,3,suplente da comissão de viação e transportes
suplente da subcomissão de saúde,3,suplente da subcomissão de saúde
tesoureiro do sindicato do ferro do estado,3,tesoureiro do sindicato do ferro do estado
titular da comissão de agricultura,3,titular da comissão de agricultura
titular da comissão de comunicação,3,titular da comissão de comunicação
titular da comissão de constituição,3,titular da comissão de constituição
titular da comissão de constituição e justiça,3,titular da comissão de constituição e justiça
titular da comissão de desenvolvimento urbano,3,titular da comissão de desenvolvimento urbano
titular da comissão de finanças e tributação,3,titular da comissão de finanças e tributação
titular da comissão de fiscalização financeira,3,titular da comissão de fiscalização financeira
titular da comissão de minas e energia,3,titular da comissão de minas e energia
titular da comissão de redação,3,titular da comissão de redação
titular da comissão de sistematização,3,titular da comissão de sistematização
titular da comissão de trabalho,3,titular da comissão de trabalho
titular da comissão de viação e transportes,3,titular da comissão de viação e transportes
titular da comissão do interior,3,titular da comissão do interior
titular da secretaria de estado da agricultura,3,titular da secretaria de estado da agricultura
titular da subcomissão de garantia da constituição,3,titular da subcomissão de garantia da constituição
titular da subcomissão de saúde,3,titular da subcomissão de saúde
titular das comissões de constituição e justiça,3,titular das comissões de constituição e justiça
