Preocupavar	3
Prescindir	1
Preservar	2
Presidir	6
Presidirar	1
Pressentir	4
Pressionar	5
Prestar	3
Prestigiar	8
Presumir	1
Pretender	2
Preterir	7
Prevalecer	17
Prevenir	1
Prever	2
Previr	7
Principiar	1
Priorizar	2
Privilegiar	1
Proceder	3
Processar	3
Proclamar	8
Procurar	3
Produzir	4
Proer	1
Proferir	21
Progerar	2
Proibir	2
Projetar	8
Promet	2
Prometer	3
Promover	44
Promovir	2
Promulgar	82
Pronunciar	11
Proporcionar	1
Propugnar	5
Prorrogar	1
Proscrever	1
Prosperar	1
Prosr	1
Prosseguir	24
Protegender	1
Protestar	9
Protocolar	1
Provar	3
Providenciar	2
Provocar	1
Prr	1
Pró-Estar	1
Prüfer	1
Pstr	1
Ptolomer	1
Publicar	3
Pucr	1
Puir	1
Puner	2
Puxar	1
Pwr	1
Pára-Sar	3
Pára-queder	1
Pós-graduar	11
Público-Privar	4
Qualificar	9
Quar	115
Quebrar	1
Queixar	3
Questionar	7
Raciocinar	2
Raciociner	1
Radicar	25
Rar	3
Ratificar	8
Raunheittir	1
Rayder	1
Rcir	1
Reabertar	2
Reabrir	6
Reafirmar	2
Reagir	21
Realçar	2
Reaparecer	4
Reaproximar	1
Reassumer	1
Reassumir	117
Reatar	1
Reativar	2
Reavaliar	2
Rebater	9
Recair	1
Recandidatar	1
Recapturar	1
Recear	1
Rechaçar	1
Recolher	3
Recomendar	4
Recomendavar	7
Recompor	1
Reconciliar	2
Reconhecer	2
Reconheciar	1
Reconquistar	2
Reconstitucionalizar	2
Reconstruir	2
Recordar	1
Recordavar	1
Recriar	3
Recrutar	1
Recuar	2
Recuperar	8
Recupe­rar	1
Recusar	4
Recém-chegar	2
Recém-empossar	1
Recém-formar	1
Redecker	1
Redefinir	1
Redigir	20
Reduzer	1
Reduzir	2
Reeeleitar	1
Reelaborar	1
Reelazer	7
Reeleger	370
Reeleitar	1
Reele­ger	1
Reempossar	1
Reestruturar	3
Refazer	2
Referendar	3
Referir	2
Reflorestar	1
Reformar	22
Reformular	4
Reforçar	2
Refundir	1
Refutar	11
Reger	1
Registrar	2
Regressar	67
Regulamentar	2
Regular	6
Reincluir	1
Reincorporar	5
Reingressar	2
Reiniciar	3
Reinstalar	1
Reinstaurar	1
Reintegrar	16
Reintroduzir	1
Reinventar	1
Reiterar	3
Reivindicar	17
Rejeitar	4
Relacionar	4
Relatar	2
Relutar	1
Remeter	2
Remir	1
Remor	1
Remover	2
Remunerar	1
Renegar	1
Renovar	2
Renunciar	44
Reocupar	2
Reorganizar	10
Repeler	3
Repensar	1
Repercutir	3
Repetir	4
Repitar	1
Reposicionar	1
Repreender	2
Repreendir	1
Representar	1
Reprimir	1
Reproduzir	2
Reprovar	1
Repudiar	3
Repudier	2
Repudir	1
Requisitar	4
Resendar	1
Reservar	2
Resgatar	2
Residir	10
Resistir	2
Respaldar	9
Respeitar	2
Responder	1
Responsabilizar	8
Ressaltar	40
Ressalvar	6
Restabelecer	8
Restabelecir	1
Restar	8
Restarar	2
Restaurar	3
Restaurer	1
Restavar	6
Restituir	2
Restrever	1
Restringir	4
Resultar	1
Reter	3
Retirar	31
Retomar	72
Retornar	639
Retratar	1
Retroceder	2
Retrucar	2
Reunir	1
Revalidar	1
Revelar	2
Rever	1
Reverter	2
Revisar	1
Revitalizar	1
Revogar	4
Revoltar	3
Revolver	1
Rezar	1
Rimar	1
Rio-Niteruir	1
Rio-Par	1
Ritter	1
Rodomar	1
Rogar	1
Rolar	1
Romer	6
Romp	1
Romper	26
Rompir	1
Ronalr	2
Ronder	1
Roraimar	1
Rosaafirmar	1
Rosar	1
Roser	1
Rotular	1
Rr	1
Ruir	1
Rumar	4
Sabatinar	2
Sacer	1
Sacramentar	1
Sagrar	2
Salgado	30
Salgar	5
Salientar	4
Sallinger	1
Salr	1
Salvar	2
Salver	2
Sambaquir	1
Samdr	3
Samorar	1
Sancionar	6
Sanear	1
Sar	2
Satisfazer	1
Saudar	1
Scherer	1
Schuller	1
Seabr	1
Secretariar	2
Secundar	2
Sediar	1
Segar	7
Seletar	1
Senar	4
Sentir	30
Separar	6
Sepultar	2
Ser	30
Serenar	1
Sermonar	1
Server	8
Serviar	1
Sessentar	1
Shafer	1
Simplificar	1
Sintetizar	1
Sintonizar	1
Sitiar	1
Sober	1
Sobrar	2
Sobressair	1
Sobreviver	1
Soler	1
Solicitar	4
Solidarizar	1
Sollberger	1
Soltar	1
Solucionar	3
Somar	1
Sondar	2
Spencer	1
Sser	2
Star	1
Stroessner	2
Subdividir	1
Submeter	4
Submetir	2
Subordinar	6
Subscrever	3
Subsistir	1
Substituir	15
Subutilizar	1
Subvencionar	1
Suceder	3
Suder	1
Sufocar	11
Sugerir	30
Superar	9
Superintender	1
Supervisionar	1
Supor	7
Suprimar	1
Suprimir	4
Surever	1
Surgir	20
Surpreender	2
Suspeitar	1
Suspender	1
Sustar	1
Sustentar	15
Tacaratr	1
Tader	3
Tangar	1
Tauar	1
Tcer	1
Tcr	14
Tecer	1
Telebr	1
Telefonar	1
Telegrafar	3
Temer	26
Tempar	1
Tencionar	3
Tenente-brigadeiro-do-ar	1
Teodolir	1
Ter	1
Terminar	4
Termochar	1
Teçar	1
Tfr	1
Thomer	1
Tieter	2
Tinhar	1
Tirar	2
Todar	1
Tor	2
Torixorér	1
Tornar	5
Totalizar	1
Tr	1
Trabalhar	5
Traduzir	5
Trair	1
Tramar	1
Tramitar	1
Trancar	1
Trandferir	1
Tranqüilizar	1
Transcorrer	5
Transcorrir	1
Transcrever	1
Transfer	1
Transferir	586
Transformer	1
Transmitir	14
Transpor	1
Transtornar	1
Travar	3
Trazer	1
Trazir	2
Traçar	3
Trer	2
Tringuir	1
Triunfar	1
Trocar	9
Trudar	1
Tucujr	2
Tucuruir	1
Tumar	1
Tumir	1
Tupir	1
Turrier	1
Tóbr	1
Unger	1
Unificar	5
Unir	20
Urbanizar	3
Urgir	1
Urucr	1
Usar	2
Utilizar	6
Vagner	1
Valdir	3
Valepar	1
Valer	8
Valfrir	3
Valorizar	2
Valverder	1
Var	2
Variar	1
Vaticinar	2
Vatr	1
Vedar	3
Veicular	5
Veigar	1
Vejar	1
Velhar	1
Vencer	6
Venceslar	1
Venceslár	1
Vencir	2
Vener	5
Ver	1
Verar	1
Verer	1
Verificar	3
Verifica­sar	1
Versar	3
Viabilizar	2
Vice-Líder	9
Vice-Reinar	1
Vice-líder	2
Vidor	1
Vigorar	4
Vilelar	1
Vincular	49
Vir	2
ViraVer	1
Virar	1
Visar	2
