lemma,poscode,surface
Arroio do Meio,3,Arroio do Meio
Forqueta,3,Forqueta
Palmas,3,Palmas
Vale do Arroio Grande,3,Vale do Arroio Grande
Arroio do Padre,3,Arroio do Padre
Arroio do Sal,3,Arroio do Sal
Arroio do Tigre,3,Arroio do Tigre
Coloninha,3,Coloninha
Linha Ocidental,3,Linha Ocidental
Vila Progresso,3,Vila Progresso
Sítio Alto,3,Sítio Alto
Taboãozinho,3,Taboãozinho
Taquaral,3,Taquaral
Arroio dos Ratos,3,Arroio dos Ratos
Arroio Grande,3,Arroio Grande
Mauá,3,Mauá
Pedreiras,3,Pedreiras
Santa Izabel do Sul,3,Santa Izabel do Sul
Arroio Trinta,3,Arroio Trinta
Artur Nogueira,3,Artur Nogueira
Aruanã,3,Aruanã
Arujá,3,Arujá
Arvoredo,3,Arvoredo
Arvorezinha,3,Arvorezinha
Pinhal Queimado,3,Pinhal Queimado
Ascurra,3,Ascurra
Aspásia,3,Aspásia
Assaí,3,Assaí
Pau D'Alho do Sul,3,Pau D'Alho do Sul
Assaré,3,Assaré
Amaro,3,Amaro
Aratama,3,Aratama
Genezaré,3,Genezaré
Cajazeiras dos Simiões,3,Cajazeiras dos Simiões
Assis,3,Assis
Assis Brasil,3,Assis Brasil
Assis Chateaubriand,3,Assis Chateaubriand
Bragantina,3,Bragantina
Encantado d'Oeste,3,Encantado d'Oeste
Assunção,3,Assunção
Assunção do Piauí,3,Assunção do Piauí
Astolfo Dutra,3,Astolfo Dutra
Santana do Campestre,3,Santana do Campestre
Sobral Pinto,3,Sobral Pinto
Astorga,3,Astorga
Içara,3,Içara
Santa Zélia,3,Santa Zélia
Tupinambá,3,Tupinambá
Atalaia,3,Atalaia
Sapucaia,3,Sapucaia
Atalaia do Norte,3,Atalaia do Norte
Atalanta,3,Atalanta
Ataléia,3,Ataléia
Fidelândia,3,Fidelândia
Tipiti,3,Tipiti
São Miguel,3,São Miguel
Atibaia,3,Atibaia
Atílio Vivácqua,3,Atílio Vivácqua
Augustinópolis,3,Augustinópolis
Augusto Corrêa,3,Augusto Corrêa
Aturiaí,3,Aturiaí
Emboraí,3,Emboraí
Itapixuna,3,Itapixuna
Augusto de Lima,3,Augusto de Lima
Augusto Pestana,3,Augusto Pestana
Rosário,3,Rosário
Áurea,3,Áurea
Aurelino Leal,3,Aurelino Leal
Laje do Banco,3,Laje do Banco
Poço Central,3,Poço Central
Auriflama,3,Auriflama
Aurilândia,3,Aurilândia
Aurora,3,Aurora
Ingazeiras,3,Ingazeiras
Santa Vitória,3,Santa Vitória
Tipi,3,Tipi
Cachoeira,3,Cachoeira
Aurora do Pará,3,Aurora do Pará
Aurora do Tocantins,3,Aurora do Tocantins
Autazes,3,Autazes
Murutinga,3,Murutinga
Avaí,3,Avaí
Nogueira,3,Nogueira
Avanhandava,3,Avanhandava
Avaré,3,Avaré
Aveiro,3,Aveiro
Brasília Legal,3,Brasília Legal
Pinhel,3,Pinhel
